,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,6020202,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020203,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020204,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020205,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020206,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020207,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020208,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020301,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020302,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020303,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020304,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020305,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020306,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020307,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020308,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020401,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020402,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020403,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020404,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020405,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020406,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020407,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020408,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020501,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020502,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020503,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020504,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020505,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020506,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020507,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020508,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020601,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020602,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020603,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020604,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020605,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020606,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020607,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020608,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020701,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020702,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020703,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020704,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020705,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020706,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020707,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020708,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020801,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020802,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020803,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020804,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020805,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020806,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020807,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020808,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020901,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020902,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020903,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020904,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020905,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020906,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020907,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6020908,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021001,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021002,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021003,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021004,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021005,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021006,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021007,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021008,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021101,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021102,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021103,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021104,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021105,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021106,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021107,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021108,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021201,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021202,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021203,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021204,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021205,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021206,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021207,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021208,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021301,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021302,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021303,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021304,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021305,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021306,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021307,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021308,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021401,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021402,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021403,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021404,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021405,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021406,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021407,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021408,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021501,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021502,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021503,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021504,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021505,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021506,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021507,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021508,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021601,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021602,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021603,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021604,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021605,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021606,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021607,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021608,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021701,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021702,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021703,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021704,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021705,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021706,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021707,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021708,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021801,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021802,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021803,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021804,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021805,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021806,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021807,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021808,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021901,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021902,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021903,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021904,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021905,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021906,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021907,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6021908,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022001,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022002,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022003,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022004,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022005,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022006,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022007,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022008,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022101,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022102,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022103,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022104,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022105,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022106,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022107,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022108,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022201,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022202,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022203,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022204,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022205,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022206,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022207,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022208,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022301,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022302,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022303,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022304,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022305,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022306,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022307,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022308,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022401,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022402,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022403,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022404,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022405,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022406,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022407,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022408,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022501,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022502,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022503,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022504,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022505,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022506,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022507,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022508,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022601,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022602,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022603,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022604,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022605,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022606,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022607,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022608,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022701,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022702,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022703,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022704,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
,6022705,-1,,0,-1,,0,-1,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0
