,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,162002,,10000,0,0,10,1,0,0,0,0,20,140,0,10,162003,
,162003,,10000,0,0,10,1,0,0,0,0,10,11,73,5,2000,
,1621,,10000,1,1,10,1,0,0,0,0,40,55,6,8000,0,
,1622,,10000,0,0,10,1,0,0,0,0,10,129,10000,0,0,
,1623,,10000,0,0,10,1,0,0,0,0,10,126,6,10000,0,
,1624,,10000,0,0,10,2,1,0,0,0,10,21,800002,1,0,
,1625,,1000,1,1,20,44,0,0,0,0,10,21,800019,1,0,
,162501,,10000,0,1,10,1,0,0,0,0,10,62,0,20000,0,
,1626,,1000,1,1,10,44,0,0,0,0,20,21,700006,1,0,
,1627,,10000,0,1,10,42,0,1,1,0,30,53,5000,0,0,
,1628,,10000,0,1,10,42,0,1,1,0,30,11,73,5,5000,
,1629,,10000,0,1,10,42,0,1,1,0,10,21,800016,1,0,
,1630,,10000,0,0,10,42,0,1,1,0,40,11,72,6,10000,
,1631,,10000,0,1,10,44,0,0,0,0,10,54,2000,0,0,
,1632,,1000,0,1,10,44,0,0,0,0,20,21,800006,1,0,
,1633,,1000,0,1,10,44,0,0,0,0,20,21,700004,1,0,
,1634,,10000,0,1,10,44,12,0,0,0,20,21,800007,1,0,
,1635,,1000,0,0,20,44,0,0,0,0,10,21,800020,1,0,
,163501,,10000,0,0,10,1,0,0,0,0,50,119,0,0,0,
,1636,,10000,0,0,10,1,0,0,0,0,10,64,1,0,0,
,1637,,10000,0,1,10,1,0,0,0,0,10,62,0,10000,0,
,1638,,10000,1,1,20,11,73,2,5000,0,10,31,0,10000,0,
,1639,,10000,0,1,10,32,1,73,0,0,10,34,10000,20000,10,
,1640,,10000,0,0,0,1,1,0,0,0,10,11,13,0,2000,
,1641,,10000,0,0,0,1,1,0,0,0,10,11,12,0,2000,
,1642,,1000,0,1,10,44,0,0,0,0,20,21,800012,1,0,
