,required,required,optional,required,required,required,required,optional,required,repeated,repeated,required,repeated,required,repeated,required
,9000252,泪目狼人,101,0,1,1,1,1,10044,,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000253,泪目狼人,101,0,1,1,1,1,10044,,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000254,女巫仆从,101,0,1,6,2,1,10058,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000255,逃亡的部落战士,203,1,1,4,1,1,10002,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000256,魔族士兵,102,0,1,3,1,0,52001,,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000257,魔族士兵,101,0,1,3,1,0,52002,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000258,魔族战将,201,1,1,3,1,0,52003,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000259,丧尸法师,204,1,1,3,1,16,10013,,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000260,森林偷猎者,101,0,1,5,1,0,9000260,,1005101;1005102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000261,盗矿人,102,0,1,4,1,0,9000261,,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000262,魔篷女巫,204,1,1,6,1,0,9000262,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,9000263,受惊的僵尸,104,0,1,3,1,0,9000263,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000264,萤火熊,101,0,1,1,1,0,9000264,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000265,萤火熊,101,0,1,1,1,0,9000265,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000266,食人魔哈蒙,101,0,1,1,1,0,9000266,1111,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000267,蒙面狂徒,103,0,1,3,1,0,9000267,,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000268,鹿角怪,201,1,1,1,1,0,9000268,,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000269,寄居熊,101,0,1,1,1,0,9000269,,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000270,矮巨人指挥官,203,1,1,4,1,1,9000270,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
贝拉,9000271,蓝铠骨魔,0,1,1,6,1,50,9000271,1626,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,9000272,蚀魔兽,0,0,1,5,1,50,9000272,1631,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000273,默希娅,0,1,1,6,1,50,9000273,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000274,默希娅,0,1,1,6,1,50,9000274,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000275,棕尾熊,0,0,1,1,1,0,9000275,,1003901;1003902;1003903,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000276,伊甸傀从,0,0,1,6,2,48,9000276,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000277,贝希摩斯1号,0,1,1,7,1,49,9000277,1606,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000278,希波,0,2,1,4,1,49,9000278,1041;1606,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000279,禁卫军伪装者,101,0,1,3,1,1,9000279,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000280,巨斧吉塔,203,1,1,4,1,1,9000280,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000281,鹿角兽,0,0,1,1,1,30,9000281,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000282,黑战斧,0,1,1,1,1,32,9000282,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000283,武装狼人,0,1,1,1,1,35,9000283,1111;1151,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000284,武装狼人,0,1,1,1,1,35,9000284,1111;1151,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000285,巫傀,101,0,1,6,2,1,9000285,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000286,鹿角兽队长,0,1,1,1,1,32,9000286,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000287,狂化阿噗,201,0,1,6,1,1,9000194,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000288,蝎怪,0,1,1,2,1,25,9000288,1341,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,9000289,草原蝎子,101,0,1,2,1,0,9000246,1061,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000290,狂化魔灵,201,0,1,6,1,1,9000194,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000291,甲虫,0,0,1,2,1,1,9000291,,1005601;1005602,"0,0,1",0,"0,0,1",0,0
鹿角兽,9000292,扬博士,0,0,1,4,1,1,9000292,,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
鹿角兽,9000293,袭击者,0,0,1,4,1,51,9000293,1605,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000294,先驱者6号,0,1,1,7,1,52,9000294,1622,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000295,副官列夫,0,0,1,4,1,52,9000295,1631,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
部落精英战士,9000296,黑龙暗影,0,1,1,4,1,1,9000296,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000297,枯叶蜂,103,0,1,2,1,1,9000297,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000298,矮巨人矿工,202,0,1,4,1,1,9000298,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,9000299,夺命蜂王,203,1,1,2,1,1,9000299,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000300,迷雾魔战士,203,1,1,3,1,1,9000300,1131,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000301,边陲劫掠者,101,0,1,5,1,1,10001,,1005101;1005102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000302,枭鹰,0,1,1,1,1,0,9000302,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000303,枭鹰露妮,0,0,1,1,1,0,52012,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000304,魔化异兽,0,1,1,6,1,30,9000304,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000305,熊人战士,0,0,1,1,1,15,9000305,1111,1001801;1001802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000306,狼人战士,0,0,1,1,1,35,9000306,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000307,沙漠毒蝎,0,0,1,2,1,35,9000307,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000308,枯叶蜂王,0,1,1,2,1,35,9000308,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000309,禁卫军,0,0,1,4,1,20,9000309,,5201101;5201102;5201103,"0,1;0,2,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000310,熊人战士,0,0,1,1,1,25,9000310,1111,1001801;1001802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000311,草原哥布林,0,1,1,5,1,40,9000311,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
,9000312,暗黑战魂,0,1,1,3,1,42,9000312,1131,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000314,摩尼耶,0,1,1,4,1,52,9000314,1605;1021,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000315,狂化者噗达,0,1,1,6,1,27,9000315,1021,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,9000316,红狮白纹鱼,0,1,1,5,1,30,9000316,1021,1002001;1002002;1002003,"1,0,1;0,1,0,2",0,"0,1,0;1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
乔斯朗,9000317,乔斯朗,0,0,1,4,1,33,9000317,1101,1000401;1000402,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
乌萨,9000318,乌萨,0,0,1,3,1,33,9000318,1101,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
奸商穆萨,9000319,奸商穆萨,0,1,1,1,1,36,9000319,,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,9000320,遗迹侍魂,0,0,1,3,1,38,9000320,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000321,乔斯朗,0,0,1,4,1,40,9000321,1101,1000401;1000402,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000322,乌萨,0,0,1,3,1,40,9000322,1101,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
哥布林随从,9000323,哥布林随从,0,1,1,5,1,31,9000323,,1002901;1002902;1002903,"0,1,2;1,0,1",0,"1,0,1;0,1,2;1,0,1;1,0,1;2,0,1;1,0,1",0,0
暗黑战魂,9000324,暗黑战魂,0,0,1,3,1,55,9000324,1141,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000325,兰奇,0,0,1,4,2,60,9000325,,10301;10302;10303;10304;10305;10306;10307,"3,6;0",0,0;0,0,0
,9000326,乔伊,0,0,1,6,2,60,9000326,,40101;40102;40103;40104;40105;40106;40107,"1,4;6",0,6;0,0,0
血怒武士巴赫,9000327,沙海苍鹰伊妮,0,1,1,6,2,18,9000327,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
暗夜魔导师特里,9000328,暗夜魔导师特里,0,1,1,6,2,20,9000328,1011;1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
魔魇使徒,9000329,魔魇使徒,0,1,1,6,1,20,9000329,1011;1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
审判侍从伊戈尔,9000330,审判侍从伊戈尔,0,1,1,6,1,22,9000330,3005;1619,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
荒漠领主纳伏,9000331,荒漠领主纳伏,0,1,1,2,1,24,9000331,1021;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
荒原沙蝎,9000332,荒原沙蝎,0,1,1,2,1,24,9000332,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
荒原沙蝎,9000333,荒原沙蝎,0,1,1,2,1,24,9000333,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
迷梦蛛王黛娜,9000334,迷梦蛛王黛娜,0,1,2,6,1,26,9000334,1642,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
梦魇女巫薇拉,9000335,梦魇女巫薇拉,0,1,1,6,1,28,9000335,1635,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
雾妖女巫,9000336,雾妖女巫,0,1,1,6,2,28,9000336,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
莽荒战神肖恩,9000337,莽荒战神肖恩,0,1,1,6,1,30,9000337,1603;1636,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
妖媚舞姬凯琳,9000338,妖媚舞姬凯琳,0,1,1,4,1,31,9000338,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
蛊惑者,9000339,蛊惑者,0,1,1,4,1,31,9000339,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
入魔战魂,9000340,入魔战魂,0,1,1,3,1,31,9000340,1011;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
枯骨毒蜂克莱儿,9000341,枯骨毒蜂克莱儿,0,1,1,2,1,32,9000341,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
毒牙幽魂,9000342,毒牙幽魂,0,1,1,6,1,32,9000342,1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
骑士副官索隆,9000343,骑士副官索隆,0,1,1,4,1,33,9000343,1614,5201101;5201102;5201103,"0,1;0,2,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
骑士团法师,9000344,骑士团法师,0,1,1,6,1,33,9000344,,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
骑士团先锋,9000345,骑士团先锋,0,1,1,4,1,33,9000345,1640,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
石翼暴君沃冈,9000346,石翼暴君沃冈,0,1,1,6,2,34,9000346,1021;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
石斧鹿角兽,9000347,石斧鹿角兽,0,1,1,1,1,34,9000347,1021;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
暴君之侍,9000348,暴君之侍,0,1,1,6,2,34,9000348,1021,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
邪灵法师艾德,9000349,邪灵法师艾德,0,1,1,6,1,35,9000349,1642,5201001;5201002;5201003,"0,1,2;0,1,2",0,"0,1,2;0,0,1",0,0
魔坛异教徒,9000350,魔坛异教徒,0,1,1,1,1,35,9000350,1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
丧魂暴君亚尔林,9000351,丧魂暴君亚尔林,0,1,1,6,1,36,9000351,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
半人机械,9000352,半人机械,0,1,1,1,1,36,9000352,1622;1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
罪恶女巫,9000353,罪恶女巫,0,1,1,6,2,36,9000353,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
秘巫使徒洛兰,9000354,秘巫使徒洛兰,0,1,1,4,1,37,9000354,1011;1633,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
使徒亲信,9000355,使徒亲信,0,1,1,6,1,37,9000355,1011;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
矮人行刑者,9000356,矮人行刑者,0,1,1,4,1,37,9000356,1011;1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
恶魔之子巴特莱,9000357,恶魔之子巴特莱,0,1,1,6,2,38,9000357,1641,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
修罗祭司,9000358,修罗祭司,0,1,1,6,1,38,9000358,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000362,欲望男爵舒克,0,1,1,6,1,43,9000362,3005;1619,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,9000363,暗幕蝎王巴扎,0,1,1,2,1,44,9000363,1021;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,9000364,暮色迷蝎,0,1,1,2,1,44,9000364,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000365,暮色迷蝎,0,1,1,2,1,44,9000365,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000366,火蛛之王赫曼,0,1,2,6,1,45,9000366,1642,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000367,魅魔使徒莉塔,0,1,1,6,1,46,9000367,1635,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,9000368,魔灵使徒,0,1,1,6,2,46,9000368,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,9000369,铁骑领主劳伦,0,1,1,6,1,47,9000369,1603;1636,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
,9000370,荒漠舞姬康妮,0,1,1,4,1,48,9000370,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000371,灵魂操控者,0,1,1,4,1,48,9000371,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
,9000372,失魂亡灵,0,1,1,3,1,48,9000372,1011;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
,9000373,暮夜蜂王伊娃,0,1,1,2,1,49,9000373,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000374,幽冥傀儡,0,1,1,6,1,49,9000374,1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000375,暗黑骑士长韦勃,0,1,1,4,1,50,9000375,1614,5201101;5201102;5201103,"0,1;0,2,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000376,暗魂法师,0,1,1,6,1,50,9000376,,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,9000377,暗魂先锋,0,1,1,4,1,50,9000377,1640,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000378,石像囚灵维特,0,1,1,6,2,51,9000378,1021;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000379,黑化鹿角兽,0,1,1,1,1,51,9000379,1021;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000380,石灵女巫,0,1,1,6,2,51,9000380,1021,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,9000381,禁咒法师史丹尼,0,1,1,6,1,52,9000381,1642,5201001;5201002;5201003,"0,1,2;0,1,2",0,"0,1,2;0,0,1",0,0
,9000382,魔化战士,0,1,1,1,1,52,9000382,1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000383,狂战指挥官里奥,0,1,1,6,1,53,9000383,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"0,1,2,3",0,0
,9000384,狂魔者,0,1,1,1,1,53,9000384,1622;1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000385,黑女巫,0,1,1,6,2,53,9000385,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,9000386,雾隐猎手莉莉安,0,1,1,4,1,54,9000386,1011;1633,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
,9000387,丛林副手,0,1,1,6,1,54,9000387,1011;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"0,1,2,3",0,0
,9000388,矮巨人副官,0,1,1,4,1,54,9000388,1011;1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
,9000389,深渊领主桑德拉,0,1,1,6,2,55,9000389,1641,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000390,暗黑死侍,0,1,1,6,1,55,9000390,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000391,巨熊领主提坦,0,1,1,1,1,56,9000391,1021,1001501;1001502;1001503,"0,1,0,2;0,2",0,"1,0,1;0,1,0,2;0,1;1,0,1,2",0,0
,9000392,森林侍卫,0,1,1,4,1,56,9000392,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000393,山岩石像,0,1,1,6,2,56,9000393,1061;1602,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000394,黑龙城主托马斯,0,1,1,6,1,57,9000394,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"0,1,2,3",0,0
,9000395,赤翼黑蜂,0,1,1,2,1,57,9000395,1612;1627,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000396,枭鹰霸主希尔达,0,1,1,6,2,58,9000396,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000397,爱琪,0,0,2,4,2,60,9000397,,30201;30202;30203;30204;30205;30206;30207,"3,4,6;0",0,0;0,0,0
,9000398,黑色蔷薇费玛,0,0,2,4,2,60,9000398,,1002101;1002102;1002103,"0,1;0,1",0,"0,1;0,1",0,0
,9000399,机械实验体B2,101,0,1,4,2,1,9000399,,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000400,鬼祟潜伏者,101,0,1,5,1,1,9000400,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,9000401,纳雅卫队长,205,1,1,4,1,1,9000401,,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000402,熊人首领詹森,0,1,1,1,1,39,9000402,1021,1001501;1001502;1001503,"0,1,0,2;0,2",0,"1,0,1;0,1,0,2;0,1;1,0,1,2",0,0
,9000403,丛林卫士,0,1,1,4,1,39,9000403,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000404,机械战甲,0,1,1,6,2,39,9000404,1061;1602,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000405,战魂统领马修,0,1,1,6,1,40,9000405,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"0,1,2,3",0,0
,9000406,密林开膛手,0,1,1,2,1,40,9000406,1612;1627,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000407,血啸游隼赫达,0,1,1,6,2,41,9000407,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000408,魔吟符咒师安格,0,1,1,6,2,42,9000408,1011;1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000409,咒灵巫女,0,1,1,6,1,42,9000409,1011;1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000410,荒野赤狐,0,0,1,5,1,46,9000410,1021;1640,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000411,褐尾蝎,0,0,1,2,1,46,9000411,1021;1605,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000412,纳雅卫兵,0,1,1,4,1,49,9000232,1607,5200801;5200802;5200803,"1,0,2",0,"1,0,0;1,0,2",0,0
,9000413,巨骨熊,101,0,1,1,1,1,9000413,1111,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000414,草原游侠,101,0,1,4,1,1,9000414,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,9000415,森林猎手,101,0,1,5,1,1,9000415,,1005101;1005102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000416,枭鹰,203,1,1,1,1,1,9000415,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000417,山岭巨人,203,1,1,5,1,1,9000417,1111;1011,1001401;1001402;1001403,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,9000418,暴虐者,103,0,1,3,1,1,9000418,,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000419,暴虐者,103,0,1,4,1,1,9000419,,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000420,暗影骑士,101,0,1,4,1,1,9000420,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000421,暗影骑士,101,0,1,3,1,1,9000421,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000422,蛮荒熊人,101,1,1,1,1,1,9000422,,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
