,required,optional,optional
,3767,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png
,3768,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Darksoul.png
,3769,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png
,3770,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\captaindeerstalker.png
,3771,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Zombiemaster.png
,3772,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\CrazyMichel.png
,3773,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png
风迹熊喵酱,3774,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\DeLiYi2heart.png
贵族威廉,3777,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Theviolinistlittleblack.png
大厨罗德,3778,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\breadgodmissionary.png
,3779,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png
,3780,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png
少女小花,3781,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png
探员夏洛克,3782,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Youngmen.png
克丽丝,3783,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\DivaLuna.png
,3784,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png
,3786,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\MoneyColombo.png
,3801,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ShipRepairRobot.png
,3874,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png
,3875,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\ForgingEngineer.png
,3876,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\HeiLongJianBing.png
,3877,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\Tinwave.png
透明半身像,999999,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\999999.png
默认,9999999,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png
