,required,required,required,required,required,repeated,required,required,required,required,required,required,required,required
,107038,1070801,6,3000,3365,,0,0,0,0,0,0,0,0
,107039,1070301,7,3000,2961,,24400,0,0,0,0,0,0,0
,107040,1070401,7,5000,5028,,20000,0,0,0,0,0,0,0
,107041,1070501,7,5000,5574,,18300,0,0,0,0,0,0,0
,107042,1070601,7,5000,5484,,20000,0,0,0,0,0,0,0
,107043,1070701,7,8000,11538,,46800,0,0,0,0,0,0,0
,107044,1070801,7,3000,3365,,0,0,0,0,0,0,0,0
,401001,4010101,1,3000,3019,,4000,0,0,0,0,0,0,0
,401002,4010201,1,2800,2832,,4000,0,0,0,0,0,0,0
,401003,4010301,1,3000,3696,,10000,0,0,0,0,0,0,0
,401004,4010401,1,5000,5400,,10000,0,0,0,0,0,0,0
,401005,4010501,1,6000,7261,,15000,0,0,0,0,0,0,0
,401006,4010601,1,7000,8903,,12000,0,0,0,0,0,0,0
,401007,4010701,1,8000,11888,,26000,0,0,0,0,0,0,0
,401008,4010301,2,3000,3696,,10800,0,0,0,0,0,0,0
,401009,4010401,2,5000,5400,,10800,0,0,0,0,0,0,0
,401010,4010501,2,6000,7261,,16200,0,0,0,0,0,0,0
,401011,4010601,2,7000,8903,,12900,0,0,0,0,0,0,0
,401012,4010701,2,8000,11888,,28000,0,0,0,0,0,0,0
,401013,4010301,3,3000,3696,,11600,0,0,0,0,0,0,0
,401014,4010401,3,5000,5400,,11600,0,0,0,0,0,0,0
,401015,4010501,3,6000,7261,,17400,0,0,0,0,0,0,0
,401016,4010601,3,7000,8903,,13800,0,0,0,0,0,0,0
,401017,4010701,3,8000,11888,,30000,0,0,0,0,0,0,0
,401018,4010301,4,3000,3696,,12400,0,0,0,0,0,0,0
,401019,4010401,4,5000,5400,,12400,0,0,0,0,0,0,0
,401020,4010501,4,6000,7261,,18600,0,0,0,0,0,0,0
,401021,4010601,4,7000,8903,,14700,0,0,0,0,0,0,0
,401022,4010701,4,8000,11888,,32000,0,0,0,0,0,0,0
,401023,4010301,5,3000,3696,,13200,0,0,0,0,0,0,0
,401024,4010401,5,5000,5400,,13200,0,0,0,0,0,0,0
,401025,4010501,5,6000,7261,,19800,0,0,0,0,0,0,0
,401026,4010601,5,7000,8903,,15600,0,0,0,0,0,0,0
,401027,4010701,5,8000,11888,,34000,0,0,0,0,0,0,0
,401028,4010301,6,3000,3696,,14000,0,0,0,0,0,0,0
,401029,4010401,6,5000,5400,,14000,0,0,0,0,0,0,0
,401030,4010501,6,6000,7261,,21000,0,0,0,0,0,0,0
,401031,4010601,6,7000,8903,,16500,0,0,0,0,0,0,0
,401032,4010701,6,8000,11888,,36000,0,0,0,0,0,0,0
,401033,4010301,7,3000,3696,,15600,0,0,0,0,0,0,0
,401034,4010401,7,5000,5400,,15600,0,0,0,0,0,0,0
,401035,4010501,7,6000,7261,,23400,0,0,0,0,0,0,0
,401036,4010601,7,7000,8903,,18300,0,0,0,0,0,0,0
,401037,4010701,7,8000,11888,,40000,0,0,0,0,0,0,0
,100570101,100570101,1,5000,1681,,28800,0,0,0,0,0,0,0
,100570201,100570201,1,5000,3468,,28800,0,0,0,0,0,0,0
,100570301,100570301,1,5000,3770,,28800,0,0,0,0,0,0,0
,100570401,100570401,1,5000,8082,,84000,0,0,0,0,0,0,0
,100580101,100580101,1,5000,2285,,24000,0,0,0,0,0,0,0
,100580201,100580201,1,5000,1640,,24000,0,0,0,0,0,0,0
,100580202,100580202,1,5000,860,,12000,0,0,0,0,0,0,0
,50000101,50000101,1,5000,1572,,24000,0,0,0,0,0,0,0
,50000201,50000201,1,5000,2198,,36000,0,0,0,0,0,0,0
,50010101,50010101,1,5000,1933,,24000,0,0,0,0,0,0,0
,50010201,50010201,1,5000,3909,,36000,0,0,0,0,0,0,0
,50020101,50020101,1,1000,912,,5400,0,0,0,0,0,0,0
,50020102,50020102,1,1000,848,,5400,0,0,0,0,0,0,0
,50020103,50020103,1,1000,2021,,10800,0,0,0,0,0,0,0
,50020201,50020201,1,1000,775,,5400,0,0,0,0,0,0,0
,50020202,50020202,1,1000,885,,5400,0,0,0,0,0,0,0
,50020203,50020203,1,1000,1856,,10800,0,0,0,0,0,0,0
,50030101,50030101,1,1000,912,,5400,0,0,0,0,0,0,0
,50030102,50030102,1,1000,848,,5400,0,0,0,0,0,0,0
,50030103,50030103,1,1000,2021,,10800,0,0,0,0,0,0,0
,50030201,50030201,1,1000,775,,5400,0,0,0,0,0,0,0
,50030202,50030202,1,1000,885,,5400,0,0,0,0,0,0,0
,50030203,50030203,1,1000,1856,,10800,0,0,0,0,0,0,0
,80000101,80000101,1,5000,1856,,24000,0,0,0,0,0,0,0
,80000201,80000201,1,5000,2516,,36000,0,0,0,0,0,0,0
,80000301,80000301,1,5000,4202,,120000,0,0,0,0,0,0,0
