,required,required,required,required,repeated,required,required,required,required,required,required,required,required,required,required
山岩领主蒙多,900254,山岩领主蒙德,68877,0,9000144,0,0,0,0,2000180,0,600000,0,0,0
,900256,加雷昂,69000,0,9000148;1000159,0,0,0,0,0,0,600000,0,0,0
,900257,不死丧尸,0,0,9000149,0,0,0,0,0,0,600000,0,0,0
,900261,巨骨熊,43000,0,9000158,0,0,0,0,2000151,0,600000,0,0,0
,900262,魔物,43000,0,9000159,0,0,0,0,2000151,0,600000,0,0,0
,900263,异化的改造体,43000,0,9000154,0,0,0,0,2000151,0,600000,0,0,0
,900264,黑色荆棘米莱,43000,0,9000155,0,0,0,0,2000151,0,600000,0,0,0
,900265,亡魂死徒,43000,0,9000156,0,0,0,0,2000151,0,600000,0,0,0
,900266,亡魂死士,43000,0,9000157,0,0,0,0,2000151,0,600000,0,0,0
,900267,虎斑蜂,30000,0,1000242,0,0,0,0,2000151,0,600000,0,0,0
,900268,玫瑰团追随者,30000,0,1000243,0,0,0,0,0,0,600000,0,0,0
,900269,哥布林雷夫,30000,0,9000163,0,0,0,0,2000151,0,600000,0,0,0
,900270,哥布林斯皮尔,30000,0,9000164,0,0,0,0,2000151,0,600000,0,0,0
,900271,先驱者57号,30000,0,9000165,0,0,0,0,2000151,0,600000,0,0,0
,900272,异常的大鱼妖,0,0,9000160,0,0,0,0,2000151,0,600000,0,0,0
,900273,滚石怪塔基,30000,0,9000166,0,0,0,0,2000151,0,600000,0,0,0
,900274,奇怪的生物,1,0,9000167,0,0,0,0,0,0,600000,0,0,0
,900275,怨念丧尸,1,0,9000168,1000,0,0,0,0,0,600000,0,0,0
,900276,欺诈师,1,0,9000174,0,0,0,0,0,0,600000,0,0,0
,900277,神秘怪盗,1,0,9000175,0,0,0,0,0,0,600000,0,0,0
,900278,咒灵女巫艾薇,74412,0,9000176,0,0,0,0,2000181,0,600000,0,0,0
,900279,锤子团先锋瑞兹,80571,0,9000177,0,0,0,0,2000182,0,600000,0,0,0
,900280,沙蝎之王缪加,91140,0,9000178,0,0,0,0,2000183,0,600000,0,0,0
,900281,密林开膛手韦里,99204,0,9000179,0,0,0,0,2000184,0,600000,0,0,0
,900282,矮巨人兵长,108195,0,9000180,0,0,0,0,2000185,0,600000,0,0,0
,900283,不死者奇鲁,118209,0,9000181,0,0,0,0,2000186,0,600000,0,0,0
,900284,鹿角兽副官里奇,129345,0,9000182,0,0,0,0,2000187,0,600000,0,0,0
,900285,黑骑士佩兰,141726,0,9000183;9000324;9000324,0,0,0,0,2000188,0,600000,0,0,0
,900286,森林熊巴图,155472,0,9000184,0,0,0,0,2000189,0,600000,0,0,0
,900287,沙岩巨人克里,170694,0,9000185,0,0,0,0,2000190,0,600000,0,0,0
,900288,萤火熊,0,0,9000192,0,0,0,0,2000151,0,600000,0,0,0
,900289,受惊的僵尸,0,0,9000193,0,0,0,0,2000151,0,600000,0,0,0
,900290,混乱魔灵,0,0,9000194,0,0,0,0,2000151,0,600000,0,0,0
,900291,偷猎者,0,0,9000195,0,0,0,0,2000151,0,600000,0,0,0
戈壁火狐,900292,戈壁火狐,0,0,9000206,0,0,0,0,2000151,0,600000,0,0,0
三月边陲巡查,900293,荒漠鹿角兽,0,0,9000207,0,0,0,0,2000151,0,600000,0,0,0
三月边陲巡查,900294,魔斧鹿角兽,0,0,9000208,0,0,0,0,2000151,0,600000,0,0,0
三月边陲巡查,900295,墓穴巨人,0,0,9000209,0,0,0,0,2000151,0,600000,0,0,0
,900296,宝藏守卫,0,0,9000210,0,0,0,0,2000151,0,600000,0,0,0
,900297,被魔化的熊人,0,0,9000211,0,0,0,0,2000151,0,600000,0,0,0
,900298,鹿角兽队长,0,0,9000212,0,0,0,0,2000151,0,600000,0,0,0
,900299,狐克斯,0,0,9000216,0,0,0,0,0,0,600000,0,0,0
,900300,巨骨熊,0,0,9000217,0,0,0,0,0,0,600000,0,0,0
,900301,枭鹰斥候,109458,0,9000218,0,0,0,0,0,0,600000,0,0,0
,900302,橙翼蜂,109458,0,9000219,0,0,0,0,0,0,600000,0,0,0
,900303,枭鹰族猎手,113766,0,9000220,0,0,0,0,0,0,600000,0,0,0
,900304,狐克斯,0,0,9000221,0,0,0,0,2000193,0,600000,0,0,0
,900305,鹿角兽,0,0,9000222,0,0,0,0,2000193,0,600000,0,0,0
,900306,湖畔镇强盗,0,0,9000223,0,0,0,0,0,0,600000,0,0,0
,900307,嗜血战魂,43000,0,9000224,0,0,0,0,2000193,0,600000,0,0,0
,900308,巨骨熊,43000,0,9000225,0,0,0,0,2000193,0,600000,0,0,0
,900309,宝藏盗贼,0,0,9000226,0,0,0,0,2000193,0,600000,0,0,0
,900311,卫兵,800000,0,9000235,0,0,0,0,2000193,0,600000,0,0,0
,900312,狼人战士,800000,0,9000236,0,0,0,0,2000193,0,600000,0,0,0
,900313,黑商头目,0,0,9000228,0,0,0,0,2000193,0,600000,0,0,0
,900314,进击哥布林,200000,0,9000229,0,0,0,0,2000193,0,600000,0,0,0
,900315,女剑士玛塔,45000,0,9000230,0,0,0,0,2000193,0,600000,0,0,0
,900316,供品窃贼,800000,0,9000231,0,0,0,0,2000193,0,600000,0,1,0
,900317,纳雅卫兵,118230,0,9000232,0,0,0,0,0,0,600000,0,0,0
,900318,镇民德纳罗,0,0,9000233,0,0,0,0,0,0,600000,0,0,0
,900319,先驱者8号,118230,0,9000234,0,0,0,0,0,0,600000,0,0,0
白眼独狼,900320,白眼独狼,0,0,9000237,0,0,0,0,0,0,600000,0,0,0
碎魂狼王,900321,碎魂狼王,0,0,9000238,0,0,0,0,0,0,600000,0,0,0
劫匪哥布林,900322,劫匪哥布林,0,0,9000239,0,0,0,0,0,0,600000,0,0,0
斗篷女盗贼,900323,斗篷女盗贼,0,0,9000240,0,0,0,0,0,0,600000,0,0,0
盗贼,900324,盗贼,0,0,9000241,0,0,0,0,0,0,600000,0,0,0
黑色荆棘,900325,黑色荆棘,0,0,9000242,0,0,0,0,0,0,600000,0,0,0
哥布林推销员,900326,哥布林推销员,0,0,9000243,0,0,0,0,0,0,600000,0,0,0
劫匪,900327,劫匪,0,0,9000244,0,0,0,0,0,0,600000,0,0,0
鹿角兽队长,900328,鹿角兽队长,0,0,9000245,0,0,0,0,0,0,600000,0,0,0
,900329,沙漠毒蝎,0,0,9000246,0,0,0,0,0,0,600000,0,0,0
,900330,边陲沙狐,0,0,9000247,0,0,0,0,0,0,600000,0,0,0
,900331,武装熊人战士,0,0,9000248,0,0,0,0,0,0,600000,0,0,0
,900332,边陲武士,0,0,9000249,0,0,0,0,0,0,600000,0,0,0
,900333,震荡丧尸,800000,0,9000250,0,0,0,0,0,0,600000,0,0,0
,900334,毒蝎领主,0,0,9000251,0,0,0,0,0,0,600000,0,0,0
,900335,泪目狼人,0,0,9000252,0,0,0,0,0,0,600000,0,0,0
,900336,泪目狼人,0,0,9000253,0,0,0,0,0,0,600000,0,0,0
,900337,女巫仆从,0,0,9000254,0,0,0,0,0,0,600000,0,0,0
,900338,逃亡的部落战士,0,0,9000255,0,0,0,0,0,0,600000,0,0,0
,900339,魔族士兵,40000,0,9000256,0,0,0,0,0,0,600000,0,0,0
,900340,魔族战将,40000,0,9000258,0,0,0,0,0,0,600000,0,0,0
,900341,丧尸法师,40000,0,9000259,0,0,0,0,0,0,600000,0,0,0
,900343,森林偷猎者,240000,0,9000260,0,0,0,0,0,0,600000,0,0,0
,900344,盗矿人,240000,0,9000261,0,0,0,0,0,0,600000,0,0,0
,900345,魔篷女巫,240000,0,9000262,0,0,0,0,0,0,600000,0,0,0
,900346,不死丧尸,0,0,9000263,0,0,0,0,0,0,600000,0,0,0
,900347,萤火熊,0,0,9000264,0,0,0,0,0,0,600000,0,0,0
,900348,萤火熊,0,0,9000265,0,0,0,0,0,0,600000,0,0,0
,900349,装甲角巨人,0,0,9000266,0,0,0,0,0,0,600000,0,0,0
,900350,蒙面狂徒,0,0,9000267,0,0,0,0,0,0,600000,0,0,0
,900351,迷失鹿角兽,0,0,9000268,0,0,0,0,0,0,600000,0,0,0
,900352,寄居熊,0,0,9000269,0,0,0,0,0,0,600000,0,0,0
,900353,矮巨人指挥官,0,0,9000270,0,0,0,0,0,0,600000,0,0,0
,900354,蓝铠骨魔,122859,0,9000271,0,0,0,0,0,0,600000,0,0,0
,900355,蚀魔兽,122859,0,9000272,0,0,0,0,0,0,600000,0,0,0
,900356,默希娅,122859,0,9000273,0,0,0,0,0,0,600000,0,0,0
,900357,默希娅,122859,0,9000274,0,0,0,0,0,0,600000,0,0,0
,900358,棕尾熊,0,0,9000275,0,0,0,0,0,0,600000,0,0,0
,900359,禁卫军伪装者,0,0,9000279,0,0,0,0,0,0,600000,0,0,0
,900360,巨斧吉塔,0,0,9000280,0,0,0,0,0,0,600000,0,0,0
,900361,鹿角兽,55380,0,9000281;9000281;9000281,0,0,0,0,0,0,600000,0,0,0
,900362,黑战斧,57633,0,9000282,0,0,0,0,0,0,600000,0,0,0
,900363,鹿角兽队长,72865,0,9000286;9000281;9000281,0,0,0,0,0,0,600000,0,0,0
,900364,鹿角兽,55380,0,9000281;9000281;9000281,0,0,0,0,0,0,600000,0,0,0
,900365,苍白獠牙赛特,83060,0,9000283,0,0,0,0,0,0,600000,0,0,0
,900366,苍白獠牙赛特,83060,0,9000284,0,0,0,0,0,0,600000,0,0,0
,900367,巫傀,0,0,9000285,0,0,0,0,2000151,0,600000,0,0,0
,900368,混乱魔灵,0,0,9000287,0,0,0,0,2000151,0,600000,0,0,0
,900369,蝎怪,55544,0,9000288,0,0,0,0,0,0,600000,0,0,0
,900370,毒蝎怪,0,0,9000289,0,0,0,0,0,0,600000,0,0,0
,900371,甲虫,0,0,9000291,0,0,0,0,0,0,600000,0,0,0
,900372,扬博士,0,0,9000292,0,0,0,0,0,0,600000,0,0,0
,900373,袭击者,127656,0,9000293,0,0,0,0,0,0,600000,0,0,0
,900374,先驱者6号,132651,0,9000294,0,0,0,0,0,0,600000,0,0,0
,900375,副官列夫,132651,0,9000295,0,0,0,0,0,0,600000,0,0,0
,900376,黑龙暗影,0,0,9000296,0,0,0,0,0,0,600000,0,0,0
,900377,永夜魔灵,0,0,9000290,0,0,0,0,0,0,600000,0,0,0
,900378,枯叶蜂,0,0,9000297,0,0,0,0,0,0,600000,0,0,0
,900379,矮巨人矿工,0,0,9000298,0,0,0,0,0,0,600000,0,0,0
,900380,夺命蜂王,0,0,9000299,0,0,0,0,0,0,600000,0,0,0
,900381,迷雾魔战士,0,0,9000300,0,0,0,0,0,0,600000,0,0,0
,900382,边陲劫掠者,0,0,9000301,0,0,0,0,0,0,600000,0,0,0
,900383,枭鹰,0,0,9000302,0,0,0,0,0,0,600000,0,0,0
,900384,枭鹰,0,0,9000303,0,0,0,0,0,0,600000,0,0,0
,900385,魔化异兽,53610,0,9000304,0,0,0,0,0,0,600000,0,0,0
,900386,熊人战士,25267,0,9000305,0,0,0,0,0,0,600000,0,0,0
,900387,狼人战士,64152,0,9000306,0,0,0,0,0,0,600000,0,0,0
,900388,沙漠毒蝎,64152,0,9000307,0,0,0,0,0,0,600000,0,0,0
,900389,枯叶蜂王,83060,0,9000308,0,0,0,0,0,0,600000,0,0,0
,900390,禁卫军,32598,0,9000309,0,0,0,0,0,0,600000,0,0,0
,900391,熊人战士,41394,0,9000310,0,0,0,0,0,0,600000,0,0,0
,900392,草原哥布林,83010,0,9000311,0,0,0,0,0,0,600000,0,0,0
,900393,暗黑战魂,89976,0,9000312,0,0,0,0,0,0,600000,0,0,0
,900395,摩尼耶,132651,0,9000314,0,0,0,0,0,0,600000,0,0,0
,900396,狂化者噗达,42861,0,9000315,0,0,0,0,0,0,600000,0,0,0
,900397,红狮白纹鱼,46581,0,9000316,0,0,0,0,0,0,600000,0,0,0
,900398,乔斯朗,53352,0,9000317;9000318,0,0,0,0,0,0,600000,0,0,0
,900399,奸商穆萨,57447,0,9000319,0,0,0,0,0,0,600000,0,0,0
,900400,遗迹侍魂,0,0,9000320;9000320,0,0,0,0,0,0,600000,0,0,0
,900401,乔斯朗,66312,0,9000321;9000322,0,0,0,0,0,0,600000,0,0,0
,900403,沙海苍鹰伊妮,28728,0,9000327,0,0,0,0,0,0,600000,0,0,1
,900404,暗夜魔导师特里,32787,0,9000328;9000329,0,0,0,0,2000352,0,600000,0,0,1
,900405,审判侍从伊戈尔,36258,0,9000330,0,0,0,0,2000353,0,600000,0,0,1
,900406,荒漠领主纳伏,40332,0,9000331;9000332;9000333,0,0,0,0,2000354,0,600000,0,0,1
,900407,迷梦蛛王黛娜,44034,0,9000334,0,0,0,0,2000355,0,600000,0,0,1
,900408,梦魇女巫薇拉,48672,0,9000335;9000336,0,0,0,0,2000356,0,600000,0,0,1
,900409,莽荒战神肖恩,53610,0,9000337,0,0,0,0,2000357,0,600000,0,0,1
,900410,妖媚舞姬凯琳,56184,0,9000338;9000339;9000340,0,0,0,0,2000358,0,600000,0,0,1
,900411,枯骨毒蜂克莱儿,58842,0,9000341;9000342,0,0,0,0,2000359,0,600000,0,0,1
,900412,骑士副官索隆,61572,0,9000343;9000344;9000345,0,0,0,0,2000360,0,600000,0,0,1
,900413,石翼暴君沃冈,64383,0,9000346;9000347;9000348,0,0,0,0,2000361,0,600000,0,0,1
,900414,邪灵法师艾德,66822,0,9000349;9000350,0,0,0,0,2000362,0,600000,0,0,1
,900415,丧魂暴君亚尔林,70242,0,9000351;9000352;9000353,0,0,0,0,2000363,0,600000,0,0,1
,900416,秘巫使徒洛兰,73296,0,9000354;9000355;9000356,0,0,0,0,2000364,0,600000,0,0,1
,900417,恶魔之子巴特莱,76443,0,9000357;9000358,0,0,0,0,2000365,0,600000,0,0,1
,900418,欲望男爵舒克,93624,0,9000362,0,0,0,0,2000320,0,600000,0,0,1
,900419,暗幕蝎王巴扎,97389,0,9000363;9000364;9000365,0,0,0,0,2000321,0,600000,0,0,1
,900420,火蛛之王赫曼,101277,0,9000366,0,0,0,0,2000322,0,600000,0,0,1
,900421,魅魔使徒莉塔,105303,0,9000367;9000368,0,0,0,0,2000323,0,600000,0,0,1
,900422,铁骑领主劳伦,109458,0,9000369,0,0,0,0,2000324,0,600000,0,0,1
,900423,荒漠舞姬康妮,113766,0,9000370;9000371;9000372,0,0,0,0,2000325,0,600000,0,0,1
,900424,暮夜蜂王伊娃,118230,0,9000373;9000374,0,0,0,0,2000326,0,600000,0,0,1
,900425,暗黑骑士长韦勃,122859,0,9000375;9000376;9000377,0,0,0,0,2000327,0,600000,0,0,1
,900426,石像囚灵维特,127656,0,9000378;9000379;9000380,0,0,0,0,2000328,0,600000,0,0,1
,900427,禁咒法师史丹尼,132651,0,9000381;9000382,0,0,0,0,2000329,0,600000,0,0,1
,900428,狂战指挥官里奥,137832,0,9000383;9000384;9000385,0,0,0,0,2000330,0,600000,0,0,1
,900429,雾隐猎手莉莉安,143217,0,9000386;9000387;9000388,0,0,0,0,2000331,0,600000,0,0,1
,900430,深渊领主桑德拉,148833,0,9000389;9000390,0,0,0,0,2000347,0,600000,0,0,1
,900431,巨熊领主提坦,154674,0,9000391;9000392;9000393,0,0,0,0,2000348,0,600000,0,0,1
,900432,黑龙城主托马斯,160764,0,9000394;9000395,0,0,0,0,2000349,0,600000,0,0,1
,900433,枭鹰霸主希尔达,167106,0,9000396,0,0,0,0,2000350,0,600000,0,0,1
,900434,机械实验体B2,0,0,9000399,0,0,0,0,0,0,600000,0,0,0
,900435,鬼祟潜伏者,0,0,9000400,0,0,0,0,0,0,600000,0,0,0
,900436,纳雅卫队长,0,0,9000401,0,0,0,0,0,0,600000,0,0,0
,900437,熊人首领詹森,79407,0,9000402;9000403;9000404,0,0,0,0,2000316,0,600000,0,0,1
,900438,战魂统领马修,83010,0,9000405;9000406,0,0,0,0,2000317,0,600000,0,0,1
,900439,血啸游隼赫达,86442,0,9000407,0,0,0,0,2000318,0,600000,0,0,1
,900440,魔吟符咒师安格,89976,0,9000408;9000409,0,0,0,0,2000319,0,600000,0,0,1
,900441,纳雅卫兵,118230,0,9000412,0,0,0,0,0,0,600000,0,0,0
,900442,怒戮熊人,0,0,9000413;9000413,0,0,0,0,0,0,600000,0,0,0
,900443,偷猎者布德,0,0,9000414;9000415,0,0,0,0,0,0,600000,0,0,0
,900444,枭鹰,0,0,9000416,0,0,0,0,0,0,600000,0,0,0
,900445,碎岩巨人,0,0,9000417,0,0,0,0,0,0,600000,0,0,0
,900446,鱼妖奥布里,0,0,9000424;9000425,0,0,0,0,0,0,600000,0,0,0
,900447,异尾渔狐,0,0,9000426;9000426,0,0,0,0,0,0,600000,0,0,0
,900448,深海探宝者,0,0,9000427;9000427,0,0,0,0,0,0,600000,0,0,0
,900449,深海巨魔雷迪,0,0,9000428,0,0,0,0,0,0,600000,0,0,0
,900450,暴虐者,0,0,9000418;9000419,0,0,0,0,0,0,600000,0,0,0
,900451,暗影骑士,0,0,9000420;9000421,0,0,0,0,0,0,600000,0,0,0
,900452,蛮荒熊人,0,0,9000422,0,0,0,0,0,0,600000,0,0,0
,900453,机械怪杰,0,0,9000423,0,0,0,0,0,0,600000,0,0,0
,900454,浮士德72,140000,0,9000432,0,0,0,0,0,0,600000,0,0,0
,900455,机械石像鬼,150000,0,9000433,0,0,0,0,0,0,600000,0,0,0
,900456,袭击者,155000,0,9000434,0,0,0,0,0,0,600000,0,0,0
,900457,摩尼耶,155000,0,9000435,0,0,0,0,0,0,600000,0,0,0
,900458,枭鹰族使者,1,0,9000436;9000437,0,0,0,0,2000151,0,600000,0,1,0
,900459,枯叶蜂蜂王,1,0,9000437;9000436,0,0,0,0,2000151,0,600000,0,1,0
,900460,巨石守卫,1,0,9000438,0,0,0,0,2000151,0,600000,0,1,0
,900461,宝箱暗灵,1,0,9000439,0,0,0,0,2000151,0,600000,0,1,0
,900462,飞翼石像,1,0,9000440,0,0,0,0,2000151,0,600000,0,1,0
,900463,愤怒,170000,0,9000443,0,0,0,0,0,0,600000,0,1,0
,900464,克林博士,0,0,9000444,0,0,0,0,2000151,0,600000,0,0,0
,900465,纳雅勤卫兵,0,0,9000445;9000445;9000445,0,0,0,0,2000151,0,600000,0,0,0
,900466,纳雅勤卫队长,0,0,9000446,0,0,0,0,2000151,0,600000,0,0,0
,900467,掠夺者,0,0,9000447,0,0,0,0,2000151,0,600000,0,0,0
,900468,神秘掠夺者,0,0,9000448,0,0,0,0,2000151,0,600000,0,0,0
,900469,沙海苍鹰伊妮,30000,0,9000451,0,0,0,0,0,0,600000,0,0,2
,900470,暗夜魔导师特里,31400,0,9000452;9000453,0,0,0,0,2000389,0,600000,0,0,2
,900471,审判侍从伊戈尔,32900,0,9000454,0,0,0,0,2000390,0,600000,0,0,2
,900472,荒漠领主纳伏,34500,0,9000455;9000456;9000457,0,0,0,0,2000391,0,600000,0,0,2
,900473,迷梦蛛王黛娜,36100,0,9000458,0,0,0,0,2000392,0,600000,0,0,2
,900474,梦魇女巫薇拉,37800,0,9000459;9000460,0,0,0,0,2000393,0,600000,0,0,2
,900475,莽荒战神肖恩,39600,0,9000461,0,0,0,0,2000394,0,600000,0,0,2
,900476,妖媚舞姬凯琳,41500,0,9000462;9000463;9000464,0,0,0,0,2000395,0,600000,0,0,2
,900477,枯骨毒蜂克莱尔,43500,0,9000465;9000466,0,0,0,0,2000396,0,600000,0,0,2
,900478,骑士副官索隆,45500,0,9000467;9000468;9000469,0,0,0,0,2000397,0,600000,0,0,2
,900479,石翼暴君沃冈,47600,0,9000470;9000471;9000472,0,0,0,0,2000398,0,600000,0,0,2
,900480,邪灵法师艾德,49800,0,9000473;9000474,0,0,0,0,2000399,0,600000,0,0,2
,900481,丧魂暴君亚尔林,52100,0,9000475;9000476;9000477,0,0,0,0,2000400,0,600000,0,0,2
,900482,秘巫使徒洛兰,54500,0,9000478;9000479;9000480,0,0,0,0,2000401,0,600000,0,0,2
,900483,恶魔之子巴特莱,56900,0,9000481;9000482,0,0,0,0,2000402,0,600000,0,0,2
,900484,熊人首领詹森,59300,0,9000483;9000484;9000485,0,0,0,0,2000403,0,600000,0,0,2
,900485,战魂统领马修,61700,0,9000486;9000487,0,0,0,0,2000404,0,600000,0,0,2
,900486,赤角狂兽卡拉,64200,0,9000488;9000489;9000490,0,0,0,0,2000405,0,600000,0,0,2
,900487,爆炎男爵罗德森,66700,0,9000491,0,0,0,0,2000406,0,600000,0,0,2
,900488,欲望男爵舒克,69300,0,9000492;9000493;9000494,0,0,0,0,2000407,0,600000,0,0,2
,900489,暮夜蜂王伊娃,71900,0,9000495;9000496,0,0,0,0,2000408,0,600000,0,0,2
,900490,狂战指挥官里奥,74600,0,9000497;9000498,0,0,0,0,2000409,0,600000,0,0,2
,900491,尖啸游隼赫达,77300,0,9000499,0,0,0,0,2000410,0,600000,0,0,2
,900492,狂乱研究者托斯,80100,0,9000500;9000501,0,0,0,0,2000411,0,600000,0,0,2
,900493,暗幕蝎王巴扎,82900,0,9000502,0,0,0,0,2000412,0,600000,0,0,2
,900494,深渊领主桑德拉,85700,0,9000503;9000504;9000505,0,0,0,0,2000413,0,600000,0,0,2
,900495,暗黑骑士长韦伯,88500,0,9000506;9000507,0,0,0,0,2000414,0,600000,0,0,2
,900496,魅魔使徒莉塔,91400,0,9000508,0,0,0,0,2000415,0,600000,0,0,2
,900497,铁骑领主劳伦,94300,0,9000509;9000510,0,0,0,0,2000416,0,600000,0,0,2
,900498,枭鹰霸主希尔达,97300,0,9000511;9000512,0,0,0,0,2000417,0,600000,0,0,2
,900499,武装劫掠者兰迪,100300,0,9000513;9000514;9000514,0,0,0,0,2000418,0,600000,0,0,2
,900500,宿命穿刺者艾斯,103400,0,9000515;9000516,0,0,0,0,2000419,0,600000,0,0,2
,900501,利斧战魔阿卡萨,106500,0,9000517,0,0,0,0,2000420,0,600000,0,0,2
,900502,邪恶研究者伊文,109700,0,9000518;9000519;9000520,0,0,0,0,2000421,0,600000,0,0,2
,900503,腐蚀毒蜂德琳,112900,0,9000521;9000522,0,0,0,0,2000422,0,600000,0,0,2
,900504,暗鸦领主艾因,116100,0,9000523,0,0,0,0,2000423,0,600000,0,0,2
,900505,瘟疫传播者柏格,119300,0,9000573;9000524,0,0,0,0,2000424,0,600000,0,0,2
,900506,月夜恶鬼桑德拉,122600,0,9000525,0,0,0,0,2000425,0,600000,0,0,2
,900507,森林领主托尔斯,125900,0,9000526;9000527,0,0,0,0,2000426,0,600000,0,0,2
,900508,雾隐猎手莉莉安,129300,0,9000528;9000529;9000530,0,0,0,0,2000427,0,600000,0,0,2
,900509,鬼魅魔蛛贝斯,132700,0,9000531,0,0,0,0,2000428,0,600000,0,0,2
,900510,巨熊领主提坦,136200,0,9000532;9000533,0,0,0,0,2000429,0,600000,0,0,2
,900511,夜雾巨人巴伦,139700,0,9000534;9000535,0,0,0,0,2000430,0,600000,0,0,2
,900512,幻雾狂魔伯尼,143300,0,9000536,0,0,0,0,2000431,0,600000,0,0,2
,900513,灾祸舞动者雅丽,146900,0,9000537;9000538;9000539,0,0,0,0,2000432,0,600000,0,0,2
,900514,岩窟食人魔布尔,150500,0,9000540,0,0,0,0,2000433,0,600000,0,0,2
,900515,飞翼魔鹰黛西,154100,0,9000541,0,0,0,0,2000434,0,600000,0,0,2
,900516,狂热复仇者克罗,157800,0,9000542;9000543,0,0,0,0,2000435,0,600000,0,0,2
,900517,叶刃毒蜂佩丝,161500,0,9000544;9000545,0,0,0,0,2000436,0,600000,0,0,2
,900518,白银惩戒者奥布,165300,0,9000546;9000547;9000548,0,0,0,0,2000437,0,600000,0,0,2
,900519,月冥女巫菲丽丝,169100,0,9000549;9000550,0,0,0,0,2000438,0,600000,0,0,2
,900520,恐惧战魂阿尔奇,173000,0,9000551;9000552,0,0,0,0,2000439,0,600000,0,0,2
,900521,泥沼蝎王班奈特,176900,0,9000553;9000554;9000555,0,0,0,0,2000440,0,600000,0,0,2
,900522,熔火战骑凯文,180900,0,9000556,0,0,0,0,2000441,0,600000,0,0,2
,900523,地穴石魔波特,184900,0,9000557;9000558;9000559,0,0,0,0,2000442,0,600000,0,0,2
,900524,不死追寻者班森,188900,0,9000560;9000561,0,0,0,0,2000443,0,600000,0,0,2
,900525,毁灭践踏者巴顿,192900,0,9000562;9000563;9000564,0,0,0,0,2000444,0,600000,0,0,2
,900526,苦痛荆棘塞拉,197000,0,9000565;9000566;9000567,0,0,0,0,2000445,0,600000,0,0,2
,900527,天灾使魔洛特,201100,0,9000568;9000569,0,0,0,0,2000446,0,600000,0,0,2
,900528,狂暴战熊安迪,205300,0,9000570;9000571;9000572,0,0,0,0,2000447,0,600000,0,0,2
,900529,狼人战士,0,0,1000908,0,0,0,0,0,0,600000,0,0,0
,900530,锐斧战魔安德鲁,209500,0,9000574;9000575,0,0,0,0,2000450,0,600000,0,0,2
,900531,实验合成兽巴德,213800,0,9000576;9000577;9000578,0,0,0,0,2000451,0,600000,0,0,2
,900532,林地红魔阿诺德,218100,0,9000579,0,0,0,0,2000452,0,600000,0,0,2
,900533,砾风游贼班森,222500,0,9000580;9000581;9000582,0,0,0,0,2000453,0,600000,0,0,2
,900534,荆刺蜂后塞拉,226900,0,9000583;9000584,0,0,0,0,2000454,0,600000,0,0,2
,900535,海上掠夺者格纳,231300,0,9000585;9000586,0,0,0,0,2000455,0,600000,0,0,2
,900536,钢羽枭鹰伊伦,235700,0,9000587,0,0,0,0,2000456,0,600000,0,0,2
,900537,邪能研究者格纳,240200,0,9000588;9000589,0,0,0,0,2000457,0,600000,0,0,2
,900538,暮夜魔蝎洛兹,244700,0,9000590,0,0,0,0,2000458,0,600000,0,0,2
,900539,翼魔统领塞曼,249300,0,9000591;9000592;9000593,0,0,0,0,2000459,0,600000,0,0,2
,900540,密林怪盗贝克勒,253900,0,9000594;9000595,0,0,0,0,2000460,0,600000,0,0,2
,900541,亡魂低语者埃莉,258600,0,9000596,0,0,0,0,2000461,0,600000,0,0,2
,900542,暗金领主维恩,263300,0,9000597;9000598,0,0,0,0,2000462,0,600000,0,0,2
,900543,风啸游隼丽丝,268100,0,9000599;9000600,0,0,0,0,2000463,0,600000,0,0,2
,900544,强袭战狼斯塔克,272900,0,9000601;9000602;9000603,0,0,0,0,2000464,0,600000,0,0,2
,900545,荒地魔蝎尼斯,277700,0,9000604;9000605,0,0,0,0,2000465,0,600000,0,0,2
,900546,烈炎斧兽尼尔斯,282500,0,9000606,0,0,0,0,2000466,0,600000,0,0,2
,900547,猩红先驱者欧文,287300,0,9000607;9000608;9000609,0,0,0,0,2000467,0,600000,0,0,2
,900548,枯木蜂王艾蕾,292100,0,9000610;9000611,0,0,0,0,2000468,0,600000,0,0,2
,900549,暗夜邪魔奥托,297000,0,9000612,0,0,0,0,2000469,0,600000,0,0,2
,900560,北极赤狐,0,0,1000914,0,0,0,0,0,0,600000,0,0,0
,900561,白鲢青鱼,0,0,1000915,0,0,0,0,0,0,600000,0,0,0
,900562,黑龙盾甲,0,0,9000631;9000631,0,0,0,0,0,0,600000,0,0,0
,900563,堕落恶骑,0,0,9000632;9000632,0,0,0,0,0,0,600000,0,0,0
,900564,机甲博士汉森,0,0,9000633,0,0,0,0,0,0,600000,0,0,0
,900565,机械怪咖,0,0,9000634,0,0,0,0,0,0,600000,0,0,0
