,required,optional,required,required,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,3869,,112,4,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,3870,,112,4,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,3871,,112,4,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,3872,,112,4,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,3873,,112,4,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,3874,,112,4,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,3875,,112,4,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,3876,,112,4,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,3877,,112,4,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,3878,,112,4,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,3879,,112,4,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,3880,,112,4,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,3881,,112,4,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,3882,,112,4,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,3883,,112,4,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,3884,,112,4,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,3885,,112,1,0,0,0,0,0,0,0,0,0,0,0,0
,3886,,112,2,0,0,0,0,0,0,0,0,0,0,0,0
,3887,,112,3,0,0,0,0,0,0,0,0,0,0,0,0
,3888,,112,4,0,0,0,0,0,0,0,0,0,0,0,0
,3889,,113,1,1,1,0,100,2110001,1,0,0,0,0,0,0
,3890,,113,1,2,2,0,200,2110001,1,0,0,0,0,0,0
,3891,,113,1,3,3,0,300,2110001,1,0,0,0,0,0,0
,3892,,113,1,4,4,0,400,2110001,1,0,0,0,0,0,0
,3893,,113,1,5,5,0,500,2110001,1,0,0,0,0,0,0
,3894,,113,1,6,6,0,600,2110001,1,0,0,0,0,0,0
,3895,,113,1,7,7,0,700,2110001,1,0,0,0,0,0,0
,3896,,113,1,8,8,0,800,2110001,1,0,0,0,0,0,0
,3897,,113,1,9,9,0,900,2110001,1,0,0,0,0,0,0
,3898,,113,1,10,10,0,1000,2110001,1,0,0,0,0,0,0
,3899,,113,1,11,11,1,1200,2110001,2,0,0,0,0,0,0
,3900,,113,1,12,12,1,1400,2110001,2,0,0,0,0,0,0
,3901,,113,1,13,13,1,1600,2110001,2,0,0,0,0,0,0
,3902,,113,1,14,14,1,1800,2110001,2,0,0,0,0,0,0
,3903,,113,1,15,15,1,2000,2110001,2,0,0,0,0,0,0
,3904,,113,1,16,16,1,2200,2110001,2,0,0,0,0,0,0
,3905,,113,1,17,17,1,2400,2110001,2,0,0,0,0,0,0
,3906,,113,1,18,18,1,2600,2110001,2,0,0,0,0,0,0
,3907,,113,1,19,19,1,2800,2110001,2,0,0,0,0,0,0
,3908,,113,1,20,20,1,3000,2110001,2,0,0,0,0,0,0
,3909,,113,1,21,21,2,3300,2110001,3,0,0,0,0,0,0
,3910,,113,1,22,22,2,3600,2110001,3,0,0,0,0,0,0
,3911,,113,1,23,23,2,3900,2110001,3,0,0,0,0,0,0
,3912,,113,1,24,24,2,4200,2110001,3,0,0,0,0,0,0
,3913,,113,1,25,25,2,4500,2110001,3,0,0,0,0,0,0
,3914,,113,1,26,26,2,4800,2110001,3,0,0,0,0,0,0
,3915,,113,1,27,27,2,5100,2110001,3,0,0,0,0,0,0
,3916,,113,1,28,28,2,5400,2110001,3,0,0,0,0,0,0
,3917,,113,1,29,29,2,5700,2110001,3,0,0,0,0,0,0
,3918,,113,1,30,30,2,6000,2110001,3,0,0,0,0,0,0
,3919,,113,1,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,3920,,113,1,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,3921,,113,1,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,3922,,113,1,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,3923,,113,1,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,3924,,113,1,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,3925,,113,1,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,3926,,113,1,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,3927,,113,1,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,3928,,113,1,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,3929,,113,1,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,3930,,113,1,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,3931,,113,1,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,3932,,113,1,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,3933,,113,1,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,3934,,113,1,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,3935,,113,1,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,3936,,113,1,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,3937,,113,1,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,3938,,113,1,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,3939,,113,1,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,3940,,113,1,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,3941,,113,1,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,3942,,113,1,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,3943,,113,1,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,3944,,113,1,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,3945,,113,1,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,3946,,113,1,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,3947,,113,1,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,3948,,113,1,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,3949,,113,1,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,3950,,113,1,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,3951,,113,1,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,3952,,113,1,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,3953,,113,1,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,3954,,113,1,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,3955,,113,1,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,3956,,113,1,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,3957,,113,1,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,3958,,113,1,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,3959,,113,1,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,3960,,113,1,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,3961,,113,1,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,3962,,113,1,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,3963,,113,1,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,3964,,113,1,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,3965,,113,1,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,3966,,113,1,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,3967,,113,1,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,3968,,113,1,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,3969,,113,2,1,1,0,100,2110001,1,0,0,0,0,0,0
,3970,,113,2,2,2,0,200,2110001,1,0,0,0,0,0,0
,3971,,113,2,3,3,0,300,2110001,1,0,0,0,0,0,0
,3972,,113,2,4,4,0,400,2110001,1,0,0,0,0,0,0
,3973,,113,2,5,5,0,500,2110001,1,0,0,0,0,0,0
,3974,,113,2,6,6,0,600,2110001,1,0,0,0,0,0,0
,3975,,113,2,7,7,0,700,2110001,1,0,0,0,0,0,0
,3976,,113,2,8,8,0,800,2110001,1,0,0,0,0,0,0
,3977,,113,2,9,9,0,900,2110001,1,0,0,0,0,0,0
,3978,,113,2,10,10,0,1000,2110001,1,0,0,0,0,0,0
,3979,,113,2,11,11,1,1200,2110001,2,0,0,0,0,0,0
,3980,,113,2,12,12,1,1400,2110001,2,0,0,0,0,0,0
,3981,,113,2,13,13,1,1600,2110001,2,0,0,0,0,0,0
,3982,,113,2,14,14,1,1800,2110001,2,0,0,0,0,0,0
,3983,,113,2,15,15,1,2000,2110001,2,0,0,0,0,0,0
,3984,,113,2,16,16,1,2200,2110001,2,0,0,0,0,0,0
,3985,,113,2,17,17,1,2400,2110001,2,0,0,0,0,0,0
,3986,,113,2,18,18,1,2600,2110001,2,0,0,0,0,0,0
,3987,,113,2,19,19,1,2800,2110001,2,0,0,0,0,0,0
,3988,,113,2,20,20,1,3000,2110001,2,0,0,0,0,0,0
,3989,,113,2,21,21,2,3300,2110001,3,0,0,0,0,0,0
,3990,,113,2,22,22,2,3600,2110001,3,0,0,0,0,0,0
,3991,,113,2,23,23,2,3900,2110001,3,0,0,0,0,0,0
,3992,,113,2,24,24,2,4200,2110001,3,0,0,0,0,0,0
,3993,,113,2,25,25,2,4500,2110001,3,0,0,0,0,0,0
,3994,,113,2,26,26,2,4800,2110001,3,0,0,0,0,0,0
,3995,,113,2,27,27,2,5100,2110001,3,0,0,0,0,0,0
,3996,,113,2,28,28,2,5400,2110001,3,0,0,0,0,0,0
,3997,,113,2,29,29,2,5700,2110001,3,0,0,0,0,0,0
,3998,,113,2,30,30,2,6000,2110001,3,0,0,0,0,0,0
,3999,,113,2,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,4000,,113,2,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,4001,,113,2,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,4002,,113,2,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,4003,,113,2,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,4004,,113,2,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,4005,,113,2,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,4006,,113,2,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,4007,,113,2,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,4008,,113,2,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,4009,,113,2,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,4010,,113,2,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,4011,,113,2,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,4012,,113,2,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,4013,,113,2,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,4014,,113,2,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,4015,,113,2,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,4016,,113,2,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,4017,,113,2,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,4018,,113,2,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,4019,,113,2,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,4020,,113,2,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,4021,,113,2,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,4022,,113,2,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,4023,,113,2,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,4024,,113,2,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,4025,,113,2,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,4026,,113,2,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,4027,,113,2,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,4028,,113,2,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,4029,,113,2,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,4030,,113,2,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,4031,,113,2,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,4032,,113,2,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,4033,,113,2,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,4034,,113,2,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,4035,,113,2,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,4036,,113,2,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,4037,,113,2,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,4038,,113,2,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,4039,,113,2,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,4040,,113,2,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,4041,,113,2,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,4042,,113,2,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,4043,,113,2,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,4044,,113,2,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,4045,,113,2,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,4046,,113,2,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,4047,,113,2,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,4048,,113,2,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,4049,,113,3,1,1,0,100,2110001,1,0,0,0,0,0,0
,4050,,113,3,2,2,0,200,2110001,1,0,0,0,0,0,0
,4051,,113,3,3,3,0,300,2110001,1,0,0,0,0,0,0
,4052,,113,3,4,4,0,400,2110001,1,0,0,0,0,0,0
,4053,,113,3,5,5,0,500,2110001,1,0,0,0,0,0,0
,4054,,113,3,6,6,0,600,2110001,1,0,0,0,0,0,0
,4055,,113,3,7,7,0,700,2110001,1,0,0,0,0,0,0
,4056,,113,3,8,8,0,800,2110001,1,0,0,0,0,0,0
,4057,,113,3,9,9,0,900,2110001,1,0,0,0,0,0,0
,4058,,113,3,10,10,0,1000,2110001,1,0,0,0,0,0,0
,4059,,113,3,11,11,1,1200,2110001,2,0,0,0,0,0,0
,4060,,113,3,12,12,1,1400,2110001,2,0,0,0,0,0,0
,4061,,113,3,13,13,1,1600,2110001,2,0,0,0,0,0,0
,4062,,113,3,14,14,1,1800,2110001,2,0,0,0,0,0,0
,4063,,113,3,15,15,1,2000,2110001,2,0,0,0,0,0,0
,4064,,113,3,16,16,1,2200,2110001,2,0,0,0,0,0,0
,4065,,113,3,17,17,1,2400,2110001,2,0,0,0,0,0,0
,4066,,113,3,18,18,1,2600,2110001,2,0,0,0,0,0,0
,4067,,113,3,19,19,1,2800,2110001,2,0,0,0,0,0,0
,4068,,113,3,20,20,2,3000,2110001,2,0,0,0,0,0,0
,4069,,113,3,21,21,2,3300,2110001,3,0,0,0,0,0,0
,4070,,113,3,22,22,2,3600,2110001,3,0,0,0,0,0,0
,4071,,113,3,23,23,2,3900,2110001,3,0,0,0,0,0,0
,4072,,113,3,24,24,2,4200,2110001,3,0,0,0,0,0,0
,4073,,113,3,25,25,2,4500,2110001,3,0,0,0,0,0,0
,4074,,113,3,26,26,2,4800,2110001,3,0,0,0,0,0,0
,4075,,113,3,27,27,2,5100,2110001,3,0,0,0,0,0,0
,4076,,113,3,28,28,2,5400,2110001,3,0,0,0,0,0,0
,4077,,113,3,29,29,2,5700,2110001,3,0,0,0,0,0,0
,4078,,113,3,30,30,2,6000,2110001,3,0,0,0,0,0,0
,4079,,113,3,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,4080,,113,3,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,4081,,113,3,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,4082,,113,3,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,4083,,113,3,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,4084,,113,3,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,4085,,113,3,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,4086,,113,3,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,4087,,113,3,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,4088,,113,3,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,4089,,113,3,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,4090,,113,3,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,4091,,113,3,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,4092,,113,3,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,4093,,113,3,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,4094,,113,3,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,4095,,113,3,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,4096,,113,3,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,4097,,113,3,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,4098,,113,3,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,4099,,113,3,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,4100,,113,3,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,4101,,113,3,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,4102,,113,3,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,4103,,113,3,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,4104,,113,3,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,4105,,113,3,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,4106,,113,3,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,4107,,113,3,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,4108,,113,3,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,4109,,113,3,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,4110,,113,3,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,4111,,113,3,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,4112,,113,3,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,4113,,113,3,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,4114,,113,3,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,4115,,113,3,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,4116,,113,3,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,4117,,113,3,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,4118,,113,3,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,4119,,113,3,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,4120,,113,3,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,4121,,113,3,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,4122,,113,3,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,4123,,113,3,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,4124,,113,3,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,4125,,113,3,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,4126,,113,3,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,4127,,113,3,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,4128,,113,3,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,4129,,113,4,1,1,0,100,2110001,1,0,0,0,0,0,0
,4130,,113,4,2,2,0,200,2110001,1,0,0,0,0,0,0
,4131,,113,4,3,3,0,300,2110001,1,0,0,0,0,0,0
,4132,,113,4,4,4,0,400,2110001,1,0,0,0,0,0,0
,4133,,113,4,5,5,0,500,2110001,1,0,0,0,0,0,0
,4134,,113,4,6,6,0,600,2110001,1,0,0,0,0,0,0
,4135,,113,4,7,7,0,700,2110001,1,0,0,0,0,0,0
,4136,,113,4,8,8,0,800,2110001,1,0,0,0,0,0,0
,4137,,113,4,9,9,0,900,2110001,1,0,0,0,0,0,0
,4138,,113,4,10,10,0,1000,2110001,1,0,0,0,0,0,0
,4139,,113,4,11,11,1,1200,2110001,2,0,0,0,0,0,0
,4140,,113,4,12,12,1,1400,2110001,2,0,0,0,0,0,0
,4141,,113,4,13,13,1,1600,2110001,2,0,0,0,0,0,0
,4142,,113,4,14,14,1,1800,2110001,2,0,0,0,0,0,0
,4143,,113,4,15,15,1,2000,2110001,2,0,0,0,0,0,0
,4144,,113,4,16,16,1,2200,2110001,2,0,0,0,0,0,0
,4145,,113,4,17,17,1,2400,2110001,2,0,0,0,0,0,0
,4146,,113,4,18,18,1,2600,2110001,2,0,0,0,0,0,0
,4147,,113,4,19,19,1,2800,2110001,2,0,0,0,0,0,0
,4148,,113,4,20,20,1,3000,2110001,2,0,0,0,0,0,0
,4149,,113,4,21,21,2,3300,2110001,3,0,0,0,0,0,0
,4150,,113,4,22,22,2,3600,2110001,3,0,0,0,0,0,0
,4151,,113,4,23,23,2,3900,2110001,3,0,0,0,0,0,0
,4152,,113,4,24,24,2,4200,2110001,3,0,0,0,0,0,0
,4153,,113,4,25,25,2,4500,2110001,3,0,0,0,0,0,0
,4154,,113,4,26,26,2,4800,2110001,3,0,0,0,0,0,0
,4155,,113,4,27,27,2,5100,2110001,3,0,0,0,0,0,0
,4156,,113,4,28,28,2,5400,2110001,3,0,0,0,0,0,0
,4157,,113,4,29,29,2,5700,2110001,3,0,0,0,0,0,0
,4158,,113,4,30,30,2,6000,2110001,3,0,0,0,0,0,0
,4159,,113,4,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,4160,,113,4,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,4161,,113,4,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,4162,,113,4,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,4163,,113,4,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,4164,,113,4,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,4165,,113,4,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,4166,,113,4,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,4167,,113,4,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,4168,,113,4,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,4169,,113,4,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,4170,,113,4,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,4171,,113,4,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,4172,,113,4,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,4173,,113,4,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,4174,,113,4,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,4175,,113,4,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,4176,,113,4,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,4177,,113,4,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,4178,,113,4,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,4179,,113,4,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,4180,,113,4,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,4181,,113,4,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,4182,,113,4,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,4183,,113,4,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,4184,,113,4,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,4185,,113,4,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,4186,,113,4,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,4187,,113,4,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,4188,,113,4,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,4189,,113,4,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,4190,,113,4,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,4191,,113,4,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,4192,,113,4,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,4193,,113,4,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,4194,,113,4,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,4195,,113,4,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,4196,,113,4,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,4197,,113,4,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,4198,,113,4,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,4199,,113,4,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,4200,,113,4,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,4201,,113,4,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,4202,,113,4,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,4203,,113,4,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,4204,,113,4,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,4205,,113,4,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,4206,,113,4,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,4207,,113,4,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,4208,,113,4,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,4209,,113,1,0,0,0,0,0,0,0,0,0,0,0,0
,4210,,113,2,0,0,0,0,0,0,0,0,0,0,0,0
,4211,,113,3,0,0,0,0,0,0,0,0,0,0,0,0
,4212,,113,4,0,0,0,0,0,0,0,0,0,0,0,0
,4213,,114,1,1,1,0,100,2110001,1,0,0,0,0,0,0
,4214,,114,1,2,2,0,200,2110001,1,0,0,0,0,0,0
,4215,,114,1,3,3,0,300,2110001,1,0,0,0,0,0,0
,4216,,114,1,4,4,0,400,2110001,1,0,0,0,0,0,0
,4217,,114,1,5,5,0,500,2110001,1,0,0,0,0,0,0
,4218,,114,1,6,6,0,600,2110001,1,0,0,0,0,0,0
,4219,,114,1,7,7,0,700,2110001,1,0,0,0,0,0,0
,4220,,114,1,8,8,0,800,2110001,1,0,0,0,0,0,0
,4221,,114,1,9,9,0,900,2110001,1,0,0,0,0,0,0
,4222,,114,1,10,10,0,1000,2110001,1,0,0,0,0,0,0
,4223,,114,1,11,11,1,1200,2110001,2,0,0,0,0,0,0
,4224,,114,1,12,12,1,1400,2110001,2,0,0,0,0,0,0
,4225,,114,1,13,13,1,1600,2110001,2,0,0,0,0,0,0
,4226,,114,1,14,14,1,1800,2110001,2,0,0,0,0,0,0
,4227,,114,1,15,15,1,2000,2110001,2,0,0,0,0,0,0
,4228,,114,1,16,16,1,2200,2110001,2,0,0,0,0,0,0
,4229,,114,1,17,17,1,2400,2110001,2,0,0,0,0,0,0
,4230,,114,1,18,18,1,2600,2110001,2,0,0,0,0,0,0
,4231,,114,1,19,19,1,2800,2110001,2,0,0,0,0,0,0
,4232,,114,1,20,20,1,3000,2110001,2,0,0,0,0,0,0
,4233,,114,1,21,21,2,3300,2110001,3,0,0,0,0,0,0
