,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,30676,1000,"10,4,4",1,7,奥兹家族第三日陷阱,0,0,1,0,0,,
,30677,1000,,0,7,王牌通缉前置任务陷阱1,0,0,1,0,0,,
,30678,2001,,0,7,王牌通缉前置任务陷阱2,0,0,1,0,0,,
,30679,2001,,0,7,王牌通缉前置任务陷阱3,0,0,1,0,0,,
,30680,3148,"9,6,4",1,7,副本陷阱2,0,0,1,0,0,,
,30681,3148,,0,7,副本法阵陷阱,0,0,1,0,0,,
,30682,3148,"4,4,13",1,7,副本陷阱3,0,0,1,0,0,,
,30683,3148,"4,4,11",1,7,副本陷阱1,0,0,1,0,0,,
,30684,2001,"8,8,8",0,7,陷阱,0,0,1,0,0,,
,30685,2001,,0,7,陷阱,0,0,1,0,0,,
,30686,2003,,0,7,陷阱,0,0,1,0,0,,
,30687,3149,,0,7,欧斯家族陷阱2,0,0,1,0,0,,
,30688,3149,"5,5,5",0,7,欧斯家族陷阱3,0,0,1,0,0,,
,30689,3149,"12,4,2",1,7,欧斯家族陷阱4,0,0,1,0,0,,
,30690,3149,,0,7,欧斯家族陷阱5,0,0,1,0,0,,
,30692,2001,,0,7,陷阱,0,0,1,0,0,,
,30693,2001,,0,7,陷阱,0,0,1,0,0,,
,30696,1000,,0,7,陷阱,0,0,1,0,0,,
,30697,3153,"19,4,4",1,7,,0,0,1,0,0,,
,30698,1000,,0,7,陷阱2,0,0,0,0,0,,
,30699,1000,,0,7,陷阱3,0,0,0,0,0,,
,30704,2001,,0,7,陷阱,0,0,1,0,0,,
,30705,3154,,1,7,,0,0,1,0,0,,
,30706,3148,,1,7,,0,0,1,0,0,,
,30707,2001,,0,7,陷阱,0,0,1,0,0,,
,30708,2001,,0,7,陷阱,0,0,1,0,0,,
,30709,2001,"0,0,0",0,7,陷阱,0,0,1,0,0,,
,30710,1000,,0,7,好感度温丽友好陷阱1,0,0,1,0,0,,
,30711,1000,,0,7,好感度温丽友好陷阱2,0,0,1,0,0,,
,30712,1000,,0,7,好感度温丽友好陷阱3,0,0,1,0,0,,
,30713,1000,,0,7,好感度温丽友好陷阱4,0,0,1,0,0,,
,30714,1000,,0,7,好感度温丽友好陷阱5,0,0,1,0,0,,
,30715,1000,,0,7,好感度温丽友好陷阱6,0,0,1,0,0,,
,30719,1000,,0,7,王牌通缉前置任务陷阱5,0,0,1,0,0,,
,30720,3156,,0,7,陷阱,0,0,1,0,0,,
,30721,1000,,0,7,,0,0,1,0,0,,
,30722,1005,"4,6,15",1,7,,0,0,1,0,0,,
,30723,1005,,0,7,,0,0,1,0,0,,
,40002,3021,"4,4,4",0,3,盗贼的私房钱,0,0,1,1019,0,,
,40006,2001,,0,3,片区宝箱,0,0,1,1012,0,,
,40021,2001,,0,3,潘多拉宝盒,0,0,1,1012,0,,
,40022,2001,,0,3,潘多拉宝盒,0,0,1,1012,0,,
,40023,3032,,0,3,失落的宝藏,0,0,1,1021,0,,
,40024,3032,,0,3,失落的宝藏,0,0,1,1020,0,,
,40025,3011,,0,3,狼王的收藏箱,0,0,1,1019,0,,
,40026,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40027,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40028,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40030,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40031,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40032,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1021,0,,
,40033,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40034,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40035,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40036,3031,"4,4,4",0,3,哥布林秘宝,0,0,1,1020,0,,
,40043,3022,"4,4,4",0,3,沙虫的孵化箱,0,0,1,1019,0,,
女巫的旧衣箱,40044,3024,,0,3,女巫的旧衣箱,0,0,1,1021,0,,
,40045,3061,"5,5,5",0,3,欲念魔盒,0,0,1,1020,0,,
,40046,3061,"5,5,5",0,3,贪婪魔箱,0,0,1,1021,0,,
,40050,3027,,0,3,叛军的收纳箱,0,0,1,1019,0,,
,40051,3027,,0,3,叛军的收纳箱,0,0,1,1020,0,,
,40053,3030,,0,3,欺诈宝箱,0,0,1,1020,0,,
,40054,3030,,0,3,欺诈宝箱,0,0,1,1020,0,,
,40055,3030,,0,3,欺诈宝箱,0,0,1,1020,0,,
,40056,3030,"0,0,0",0,7,,0,0,1,1012,0,,
,40059,3023,,0,3,银母矿箱,0,0,1,1019,0,,
,40060,3023,,0,3,银母矿箱,0,0,1,1019,0,,
女巫的旧衣箱,40061,3024,,0,3,女巫的旧衣箱,0,0,1,1019,0,,
,40062,2001,,0,3,铁箱,0,0,1,1018,0,,
,40063,2001,,0,3,曜金箱,0,0,1,1020,0,,
,40064,2001,,0,3,铁箱,0,0,1,1018,0,,
,40065,2001,,0,3,曜金箱,0,0,1,1020,0,,
,40066,2001,,0,3,霜蓝晶箱,0,0,1,1021,0,,
,40068,2001,,0,3,宝箱,0,0,1,1020,0,,
,40069,2001,,0,3,宝箱,0,0,1,1020,0,,
,40070,2001,,0,3,宝箱,0,0,1,1020,0,,
,40071,2001,,0,3,宝箱,0,0,1,1020,0,,
,40072,2001,,0,3,宝箱,0,0,1,1020,0,,
,40073,2001,"5,5,5",0,3,宝箱,0,0,1,1020,0,,
,40074,2001,"5,5,5",0,3,宝箱,0,0,1,1020,0,,
,40075,2001,,0,3,宝箱,0,0,1,1020,0,,
,40076,2001,,0,3,宝箱,0,0,1,1020,0,,
,40077,2001,,0,3,宝箱,0,0,1,1020,0,,
,40078,3042,"3,3,3",0,3,凋零墓箱,0,0,1,1019,0,,
,40080,2001,"5,5,5",0,3,宝箱,0,0,1,1020,0,,
,40081,2001,"5,5,5",0,3,宝箱,0,0,1,1020,0,,
,40082,3044,,0,3,树海迷箱,0,0,1,1020,0,,
,40083,3044,,0,3,树海迷箱,0,0,1,1020,0,,
,40084,2003,,0,3,铁箱,0,0,1,1018,0,,
,40085,2003,,0,3,曜金箱,0,0,1,1020,0,,
,40086,2003,,0,3,铁箱,0,0,1,1018,0,,
,40087,2003,,0,3,曜金箱,0,0,1,1020,0,,
,40088,2003,,0,3,霜蓝晶箱,0,0,1,1021,0,,
,40090,3052,"7,6,7",1,3,圣晶宝箱,0,0,1,0,0,,"0,2.5,0"
,40091,3052,,0,3,烁金宝箱,0,0,1,1019,0,,
,40092,3052,,0,3,曜石宝箱,0,0,1,1020,0,,
,40093,158,,0,3,通关宝箱,0,0,1,1021,0,,
,40094,158,,0,3,烁金宝箱,0,0,1,1019,0,,
,40095,158,,0,3,烁金宝箱,0,0,1,1019,0,,
,40096,158,,0,3,曜石宝箱,0,0,1,1020,0,,
,40097,2003,,0,3,宝箱,0,0,1,1020,0,,
,40099,3054,"5,5,5",0,3,暗羽鹰箱,0,0,1,1019,0,,
,40100,3054,"5,5,5",0,3,暗羽鹰箱,0,0,1,1019,0,,
,40136,3069,,0,3,原木藏书箱,0,0,1,1018,0,,"0,2,0"
,40138,3069,,0,3,原木藏书箱,0,0,1,1019,0,,"0,2,0"
,40139,3069,,0,3,绝密资料箱,0,0,2,1020,0,,"0,2,0"
,40140,3070,"6,4,7",1,3,霍克森之棺,0,0,1,0,0,,"-0.2,1.5,1"
,40141,3072,,0,3,哈扎克的零钱箱,0,0,1,1018,0,,
,40142,3072,,0,3,哈扎克的零钱箱,0,0,1,1018,0,,
,40143,3072,,0,3,哈扎克的零钱箱,0,0,1,1018,0,,
,40144,3072,,0,3,哥布林秘宝箱,0,0,1,1020,0,,
,40145,3072,,0,3,哥布林秘宝箱,0,0,1,1020,0,,
,40146,3072,,0,3,哥布林秘宝箱,0,0,1,1020,0,,
,40147,3071,,0,3,生物实验箱,0,0,1,1020,0,,
,40148,3071,,0,3,生物实验箱,0,0,1,1020,0,,
,40156,2003,,0,3,宝箱,0,0,1,1020,0,,
,40158,3073,,0,3,博士的收纳箱,0,0,1,1019,0,,
,40159,3074,,0,3,青森秘宝,0,0,1,1020,0,,
,40160,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40161,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40162,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40163,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40164,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40165,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40166,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40167,3079,,0,3,暮光宝箱,0,0,1,1020,0,,
,40168,3081,,0,3,瑞德的收藏箱,0,0,1,1019,0,,
,40169,3075,,0,3,瑞德的收藏箱,0,0,1,1019,0,,
,40170,3078,,0,3,瑞德的收藏箱,0,0,1,1019,0,,
,40171,3076,,0,3,亡灵念箱,0,0,1,1021,0,,
,40172,2001,,0,3,宝箱,0,0,1,1020,0,,
,40173,2005,,0,3,铁箱,0,0,1,1018,0,,
,40174,2005,,0,3,曜金箱,0,0,1,1020,0,,
,40175,2005,,0,3,铁箱,0,0,1,1018,0,,
,40176,2005,,0,3,曜金箱,0,0,1,1020,0,,
,40177,2005,,0,3,霜蓝晶箱,0,0,1,1021,0,,
,40178,3085,,0,3,立方核能箱,0,0,1,1019,0,,
,40179,3087,,0,3,机械动能箱,0,0,1,1020,0,,
,40180,170,,0,3,智能科技箱,0,0,1,1020,0,,
,40181,170,,0,3,智能科技箱,0,0,1,1019,0,,
,40188,3034,,0,3,魔族秘宝,0,0,1,1020,0,,
,40189,3034,,0,3,魔族秘宝,0,0,1,1020,0,,
,40190,3027,,0,3,叛军的收纳箱,0,0,1,1020,0,,
,40191,3054,,0,3,暗羽鹰箱,0,0,1,1020,0,,
,40193,3071,,0,3,生物实验箱,0,0,1,1020,0,,
,40195,3023,,0,3,银母矿箱,0,0,1,1019,0,,
,40199,3021,"4,4,4",0,3,盗贼的私房钱,0,0,1,1019,0,,
,40203,3073,,0,3,博士的收纳箱,0,0,1,1019,0,,
,40206,3044,,0,3,树海迷箱,0,0,1,1020,0,,
,40221,3064,,0,3,黯月宝箱,0,0,1,1020,0,,
,40222,3064,,0,3,辉日宝箱,0,0,1,1021,0,,
,40223,3092,,0,3,黯月宝箱,0,0,1,1020,0,,
,40224,3092,"3,3,3",0,3,辉日宝箱,0,0,1,1021,0,,
,40245,3042,"3,3,3",0,3,凋零墓箱,0,0,1,1019,0,,
,40246,3055,,0,3,暗羽鹰箱,0,0,1,1020,0,,
,40247,3055,,0,3,暗羽鹰箱,0,0,1,1020,0,,
,40248,170,,0,3,智能科技箱,0,0,1,1019,0,,
,40249,3044,,0,3,树海迷箱,0,0,1,1020,0,,
,40250,3044,,0,3,树海迷箱,0,0,1,1020,0,,
,40251,3073,,0,3,博士的收纳箱,0,0,1,1019,0,,
,40252,3032,,0,3,失落的宝藏,0,0,1,1020,0,,
,40265,2001,,0,3,宝箱,0,0,1,1027,0,,
,40266,3124,,0,8,珍稀秘藏箱,0,0,1.5,1021,0,,
,40267,3124,,0,8,贵重古董箱,0,0,1,1020,0,,
,40268,3125,"5,5,5",0,3,遗留的秘宝,0,0,1,1021,0,,
,40269,3125,,0,3,带锈的铁箱,0,0,1,1018,0,,
,40270,3125,,0,3,老旧的铜箱,0,0,1,1019,0,,
,40271,3125,,0,3,蒙尘的金箱,0,0,1,1020,0,,
,40274,3127,,0,8,贵重资材箱,0,0,1,1021,0,,"0,2,0"
,40275,3127,,0,8,重要资材箱,0,0,1,1020,0,,"0,2,0"
,40276,3128,,0,8,哥布林的秘藏,0,0,1.5,1021,0,,
,40277,3128,,0,8,哥布林的宝物,0,0,1,1020,0,,
,40278,3130,,1,8,矿工箱,0,0,2,1018,0,,
,40282,3129,,0,8,上层指挥储物箱,0,0,1,1020,0,,
,40283,3129,,0,8,行动资金保管箱,0,0,1,1021,0,,
,40284,3132,,0,8,商人的货箱,0,0,1,1018,0,,
,40285,3133,,0,8,工具箱,0,0,1,1018,0,,"0,2,0"
,40286,3137,,0,8,劫掠宝物箱,0,0,1,1020,0,,
,40287,3137,,0,8,劫掠财物箱,0,0,1,1019,0,,
,40288,3137,,0,8,劫掠货物箱,0,0,1,1018,0,,
,40289,3137,,0,8,烁金宝箱,0,0,1,1020,0,,
,40290,3137,,0,8,劫掠秘宝箱,0,0,1,1021,0,,
,40291,3138,,0,8,重要资材箱,0,0,1,1020,0,,
,40292,3138,,0,8,特殊资材箱,0,0,1,1019,0,,
,40293,3138,,0,8,常见资材箱,0,0,1,1018,0,,
,40294,3138,,0,8,烁金宝箱,0,0,1,1020,0,,
,40295,3138,,0,8,烁金宝箱,0,0,1,1020,0,,
,40296,3138,,0,8,贵重资材箱,0,0,1,1021,0,,
,40329,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40330,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40331,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40332,3152,,0,8,贪婪之箱,0,0,1,1020,0,,
,40333,3152,,0,8,贪婪之箱,0,0,1,1020,0,,
,40334,3152,,0,8,贪婪之箱,0,0,1,1020,0,,
,40335,3152,,0,8,贪婪之箱,0,0,1,1020,0,,
,40336,3152,,0,8,贪婪之箱,0,0,1,1020,0,,
,40337,3152,,0,8,贪婪之箱,0,0,1,1020,0,,
,40338,3127,,0,8,特殊资材箱,0,0,1,1019,0,,"0,2,0"
,40339,3127,,0,8,常见资材箱,0,0,1,1018,0,,"0,2,0"
,40340,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40341,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40342,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40343,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40344,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40345,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40346,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40347,3150,,0,8,尤妮娅的宝箱,0,0,1,1020,0,,
,40348,3154,,0,1,禁卫军备箱,0,0,1,1020,0,,
,40349,3154,,0,1,禁卫军备箱,0,0,1,1020,0,,
,40350,3156,"0,0,0",0,3,哥布林的宝箱,0,0,1.5,1021,0,,
,50001,2001,"4,4,4",1,5,玫瑰团驻地,0,0,1,0,0,,"0,4.5,0"
,50002,2001,,0,5,哥布林巢穴,0,0,1,0,0,,"-2, 0, -7"
,50003,2001,"5,5,5",0,5,哀嚎神殿,0,0,1,0,0,,"0,2.82,0"
,50004,2002,"8,8,8",1,5,魔族之心,0,0,0,0,0,,"0,2,0"
,50005,2001,"6,6,6",0,5,露西蒂尼之墓,0,0,1,0,0,,"1,5,0"
,50006,9001,,0,5,机关测试副本入口,0,0,0,0,0,,
,50007,3031,,0,1,哈扎特,0,0,1,10005,0,,
,50008,2001,"4,4,4",0,5,左相府侧门,0,0,1,0,0,,"-0.5,3.82,0"
,50009,9001,,0,5,,0,0,0,0,0,,"0,3,0"
,50010,9001,,0,5,,0,0,0,0,0,,"0,3,0"
,50011,9001,,0,5,,0,0,0,0,0,,"0,3,0"
,50012,2003,,0,5,银母矿洞,0,0,0,0,0,,"0,3,0"
,50013,2003,,0,5,沙海虫巢,0,0,0,0,0,,"0,3,0"
,50015,2002,"8,8,8",1,5,魔族之心,0,0,0,0,0,,"0,2,0"
,50016,2003,"4,4,4",0,5,风沙堡,0,0,1,0,0,,"-0.5,3,0"
,50017,2001,"4,4,4",1,5,玫瑰团驻地,0,0,1,0,0,,"0,4.5,0"
,50018,2001,"6,6,6",0,5,露西蒂尼之墓,0,0,1,0,0,,"1,5,0"
,50019,2001,"5,5,5",0,5,哀嚎神殿,0,0,1,0,0,,"0,2.82,0"
,50020,2001,,0,5,饿狼巢穴,0,0,0,0,0,,"-2.06,3.9,-0.75"
,50021,2001,,0,5,哥布林巢穴,0,0,0,0,0,,"0,3,0"
,50022,2003,"3,3,3",0,5,荒原古堡,0,0,1,0,0,,"-1,6,2"
,50023,2003,"4,4,4",0,5,风沙堡,0,0,1,0,0,,"-0.5,3,0"
,50024,2003,,0,5,沙海虫巢,0,0,0,0,0,,"0,3,0"
,50025,2003,,0,5,银母矿洞,0,0,0,0,0,,"0,3,0"
,50026,2003,"3,3,3",0,5,荒原古堡,0,0,1,0,0,,"-1,6,2"
,50027,2003,"4,4,4",0,5,凋零之地,0,0,1,0,0,,"0,5,0"
,50028,2003,,0,5,树心城,0,0,1,0,0,,"0,5,0"
,50029,2003,"5,5,5",0,5,凋零之地,0,0,1,0,0,,"0,5,0"
,50030,2003,,0,5,树心城,0,0,1,0,0,,"0,6.5,0"
,50031,2003,"4,4,4",0,5,罗兰币副本,0,0,1,0,0,,"0,5,0"
,50032,158,,0,1,地下矿工,0,0,1,10046,0,,
,50033,158,,0,1,地下矿工,0,0,1,10046,0,,
,50034,158,,0,1,地下矿工,0,0,1,10046,0,,
,50035,158,,0,1,地下矿工,0,0,1,10046,0,,
,50036,158,,0,1,地下矿工,0,0,1,10046,0,,
,50039,158,,0,3,银星宝箱,0,0,1,1018,0,,
,50043,2005,"6,6,6",0,5,枭鹰矿洞,0,0,1,0,0,,"0,3,0"
,50044,2005,"6,6,6",0,5,枭鹰邦域,0,0,1,0,0,,"1,5,0"
,50045,2004,"5,5,5",0,5,玛露茜的家,0,0,1,0,0,,"0,3,0"
,50046,2004,"5,5,5",0,5,神迹实验室,0,0,1,0,0,,"0,3,0"
,50047,2005,"6,6,6",0,5,深海实验室,0,0,1,0,0,,"-2.51,6.26,0"
,50048,2005,"6,6,6",0,5,案发现场,0,0,1,0,0,,"0,3,0"
,50057,2001,,0,5,失事飞船,0,0,1,0,0,,"0,3,0"
,50058,2005,"6,6,6",0,5,黄金立方,0,0,1,0,0,,"-1.1,5,0"
,50060,2005,"5,5,5",0,5,博士的家,0,0,1,0,0,,"0,2,0"
,50061,2005,,0,5,黑龙战舰,0,0,1,0,0,,"0,3,0"
,50062,2001,"4,4,4",0,5,左相府侧门,0,0,1,0,0,,"-0.5,3.82,0"
,50063,2005,"6,6,6",0,5,枭鹰矿洞,0,0,1,0,0,,"0,3,0"
,50064,2005,,0,5,黑龙战舰,0,0,1,0,0,,"0,3,0"
,50065,2005,"6,6,6",0,5,枭鹰邦域,0,0,1,0,0,,"1,5,0"
,50066,2001,,0,5,失事飞船,0,0,1,0,0,,"0,3,0"
,50067,2005,"6,6,6",0,5,黄金立方,0,0,1,0,0,,"-1.1,5,0"
,50068,2004,"5,5,5",0,5,神迹实验室,0,0,0,0,0,,"0,3,0"
,50069,1000,,0,5,旅馆,0,0,0,0,0,,"-2,3,2"
,50070,2001,"4,4,4",1,5,欧斯秘境,0,0,1,0,0,,"0,3,0"
,50071,2001,,0,5,测试副本入口1,0,0,0,0,0,,"0,3,0"
,50072,2001,,0,5,测试副本入口2,0,0,0,0,0,,"0,3,0"
,54000,1000,,0,4,佣兵公会,0,0,1,0,0,,"0,3,0"
,54001,1000,,0,4,佣兵公会出口,0,0,1,0,0,,
,54004,2003,,0,4,,0,0,1,0,0,,
,54005,2003,,0,4,,0,0,1,0,0,,
,54006,2003,,0,4,,0,0,1,0,0,,
,54007,2003,,0,4,,0,0,1,0,0,,
,54008,2001,,0,4,第一片区往第二片区,0,0,1,0,0,,
,54009,2003,,0,4,第二片区往第一片区,0,0,1,0,0,,
,54010,1000,,0,4,主城-王宫切屏点,0,0,1,0,0,,
,54011,1000,,1,4,王宫-主城切屏点,0,0,1,0,0,,
,54012,1000,,0,4,主城-右相府切屏点（网易版本临时）,0,0,1,0,0,,
,54013,1003,,0,4,右相府-主城切屏点（网易版本临时）,0,0,1,0,0,,
,54014,1001,"2,2,2",0,4,自律联盟1-2,0,0,1,0,0,,
,54015,1001,"2,2,2",0,4,自律联盟2-1,0,0,1,0,0,,
,54016,1000,"2,2,2",0,4,卡诺萨到酒馆,0,0,1,0,0,,
,54017,1004,"2,2,2",0,4,酒馆卡到诺萨,0,0,1,0,0,,
,54018,1000,"2.5,2.5,2.5",0,4,卡城到天空城,0,0,1,0,0,,
,54019,2005,"2,2,2",0,4,天空城到卡城,0,0,1,0,0,,
,54022,2005,,0,4,不冬岛→鲸脊岛,0,0,1,0,0,,
,54023,2005,,0,4,鲸脊岛→不冬岛,0,0,1,0,0,,
,54024,2005,,0,4,鲸脊岛→阿诺特岛,0,0,1,0,0,,
,54025,2005,,0,4,阿诺特岛→鲸脊岛,0,0,1,0,0,,
,54026,2004,,0,4,天空城到纳雅王宫,0,0,1,0,0,,
,54027,2006,,0,4,纳雅王宫到天空城,0,0,1,0,0,,
,54028,2005,,0,4,阿诺特岛→口袋岛,0,0,1,0,0,,
,54029,2005,,0,4,口袋岛→阿诺特岛,0,0,1,0,0,,
,54030,1000,"52,6,5",1,4,雷鸣大陆,0,0,1,0,0,,"0.08,-4.51,34.62"
,54031,2001,"1.5,20,8",1,4,卡诺萨城,0,0,1,0,0,,"29.5,4.08,28.68"
,57000,2001,"6,6,6",0,4,魔族高地入口,0,0,1,0,0,,
,57001,2002,"6,4,3.5",1,4,魔族高地出口,0,0,1,0,0,,
,57003,2001,"8,8,8",1,6,传送阵,0,0,1,1000,0,,
,57004,2001,"4,4,4",1,6,传送阵,0,0,1,1000,0,,
,57005,2001,"4,4,4",1,6,传送阵,0,0,1,1000,0,,
,57006,2001,"4,4,4",1,6,传送阵,0,0,1,1000,0,,
,57007,2003,"4,4,4",0,6,冒险者营地,0,0,1,1000,0,,
,57008,2003,"4,4,4",0,6,三月边陲,0,0,1,1000,0,,
,57009,2003,"4,4,4",0,6,月神森林,0,0,1,1000,0,,
,57010,2003,"4,4,4",0,6,永夜森林,0,0,1,1000,0,,
,57011,2003,"4,4,4",0,6,迷雾森林,0,0,1,1000,0,,
,57012,2005,"4,4,4",0,6,不冬岛,0,0,1,1000,0,,
,57013,2005,"4,4,4",0,6,鲸脊岛,0,0,1,1000,0,,
,57014,2005,"4,4,4",0,6,阿诺特岛,0,0,1,1000,0,,
,57015,2004,"4,4,4",0,6,,0,0,1,0,0,,
,57017,2005,"4,4,4",0,6,口袋岛,0,0,1,1000,0,,
,57018,1000,"6,6,6",0,6,传送马车,0,0,1,1022,0,,"0,4,0"
,60001,2001,,0,8,木材,0,0,1,103,0,,
,60011,2001,,0,8,蝎尾草,0,0,1,103,0,,
,60012,2001,,0,8,受伤的村民,0,0,1,103,0,,
,60015,2001,,0,8,木材,0,0,1,103,0,,
,60016,2001,"0,0,0",0,8,物件,0,0,1,1011,0,,"0,2,0"
,60017,2001,"4,4,4",0,8,残缺的法阵,0,0,1,0,0,,"0,2,0"
,60020,2001,,0,8,曼陀树叶,0,0,1,103,0,,
,60021,2001,,0,8,三色堇,0,0,1,103,0,,
,60022,2001,,0,8,放置道具,0,0,1,103,0,,
,60023,2001,,0,8,替换物品,0,0,1,103,0,,
,60026,3032,"4,4,4",1,8,蜘蛛卵,0,0,1,0,0,,
,60041,2001,"4,4,4",1,8,血霜草,0,0,1,1010,0,,"0,2,0"
,60043,2001,"3,3,3",0,7,风车,0,0,1,0,0,,"0,2.4,0"
,60046,2001,,0,8,一堆木材,0,0,1,103,0,,
,60047,2001,"4,4,4",0,8,,0,0,1,1002,0,,"0,2,0"
,60048,2001,,0,8,,0,0,1,0,0,,"0,3,0"
,60049,2001,,0,8,赫丽,0,0,1,2017,0,,
,60050,2001,"4,4,4",1,8,历史石碑,0,0,1,1007,0,,"0,2,0"
,60051,2001,"4,4,4",0,8,,0,0,1,1009,0,,"0,2,0"
,60056,2001,,0,8,,0,0,1,1007,0,,"0,2,0"
,60057,2001,,0,8,战魂之剑,0,0,1,103,0,,
,60058,3035,"6,6,6",0,8,棺材,0,0,1,0,0,,
,60059,3035,"8,8,8",0,8,棺材,0,0,1,0,0,,
,60060,3035,"6,6,6",0,8,棺材,0,0,1,0,0,,
,60061,3035,,0,8,尸体,0,0,1,10019,0,,
,60063,2002,"7,7,7",0,8,大帝重刃,0,0,1,0,0,,"0,3.5,0"
,60064,3084,"3.5,3.5,3.5",1,8,日记本,0,0,1,1005,0,,"0,2,0"
,60065,2001,,0,8,血霜草,0,0,1,1010,0,,"0,1.5,0"
,60066,2001,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60067,2001,,0,8,臭臭草,0,0,1,1010,0,,"0,1.5,0"
,60068,2001,,0,8,,0,0,1,0,0,,"0,3,0"
,60069,2001,,0,8,三色堇,0,0,1,1006,0,,"0,1.5,0"
,60072,2001,,0,8,青湖贝,0,0,1,1002,0,,"0,1.5,0"
,60075,3022,"4,4,4",0,8,虫卵,0,0,1,0,0,,"0,3,0"
,60076,3022,"4,4,4",0,8,虫卵,0,0,1,0,0,,"0,2,0"
,60077,3022,"4,4,4",0,8,虫卵,0,0,1,0,0,,"0,2,0"
,60078,158,,0,8,银母矿石,0,0,1,0,0,,"0,2,0"
水闸采集,60079,2003,,0,8,水闸,0,0,1,0,0,,
,60080,2003,,0,8,排水口,0,0,1,0,0,,"-1.1,-0.82,0"
,60081,2001,,0,8,羊皮纸,0,0,1,1011,0,,"0,1.5,0"
,60082,3061,"6,6,6",0,8,怨魂柱,0,0,1,1013,0,,
,60083,2003,,0,8,芜拉草,0,0,1,1010,0,,"0,1.5,0"
,60087,2003,,0,8,月见草,0,0,1,1010,0,,"0,1.5,0"
,60089,2003,"4,4,4",0,8,平息水晶,0,0,1,1003,0,,"0,2,0"
,60090,2003,"4,4,4",0,8,桑木,0,0,1,0,0,,"-1,3,0"
,60096,3024,,0,8,水晶球,0,0,1,0,0,,"0,1,0"
,60102,2003,,0,8,雾影草,0,0,1,1010,0,,"0,1,0"
,60103,2003,,0,8,日记本,0,0,1,1011,0,,"0,1,0"
,60104,2003,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60105,2003,"8,8,8",0,1,治疗,0,0,1,0,0,,"0,3,0"
,60107,2003,,0,8,兽皮,0,0,1,1011,0,,"0,1.5,0"
,60108,2003,,0,8,狐薄荷,0,0,1,1006,0,,"0,1.5,0"
,60109,2003,,0,8,狐薄荷,0,0,1,1010,0,,"0,1.5,0"
,60112,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,3,0"
,60113,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,3,0"
,60114,2001,,0,8,,0,0,1,1002,0,,"0,1,0"
,60115,2001,"4,4,4",1,8,,0,0,1,1009,0,,"0,2,0"
,60116,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60117,3042,"4,4,4",0,8,永生之棺,0,0,1,0,0,,"0,2,0"
,60118,2001,"4,4,4",1,8,佩剑,0,0,1,1016,0,,"0,2,0"
,60119,158,,0,8,银母矿石,0,0,1,0,0,,"0,2,0"
,60120,158,,0,8,银母矿石,0,0,1,0,0,,"0,2,0"
,60121,1000,,1,8,认购徽章,0,0,1,1002,0,,"0,2,0"
,60122,2001,,0,8,三色堇,0,0,1,1006,0,,"0,2,0"
,60124,3052,,0,8,尸体,0,0,1,10019,0,,
,60125,3052,"4,4,4",0,8,棺材,0,0,1,0,0,,"0,2,0"
,60126,3052,"8,4,4",1,8,棺材,0,0,1,0,0,,"0,2,0"
,60127,2003,"4,4,4",0,8,,0,0,1,1003,0,,"0,2,0"
,60128,2003,,1,8,芭迦草,0,0,1,1008,0,,"0,1,0"
,60129,3052,"4,4,4",0,8,棺材,0,0,1,0,0,,"0,2,0"
,60130,158,"6,6,6",0,8,银母矿石,0,0,1,0,0,,"0,2,0"
