,id,name,des,functionDes,shop_des
,5041054,高级狂暴,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击率提升90%。,镶嵌此符文的技能，暴击率提升90%。
,5042014,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理伤害提升20%。,镶嵌此符文的技能，物理伤害提升20%。
,5042024,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理伤害提升30%。,镶嵌此符文的技能，物理伤害提升30%。
,5042034,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理伤害提升40%。,镶嵌此符文的技能，物理伤害提升40%。
,5042044,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理伤害提升50%。,镶嵌此符文的技能，物理伤害提升50%。
,5042054,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理伤害提升60%。,镶嵌此符文的技能，物理伤害提升60%。
,5043014,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，魔法伤害提升20%。,镶嵌此符文的技能，魔法伤害提升20%。
,5043024,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，魔法伤害提升30%。,镶嵌此符文的技能，魔法伤害提升30%。
,5043034,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，魔法伤害提升40%。,镶嵌此符文的技能，魔法伤害提升40%。
,5043044,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，魔法伤害提升50%。,镶嵌此符文的技能，魔法伤害提升50%。
,5043054,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，魔法伤害提升60%。,镶嵌此符文的技能，魔法伤害提升60%。
,5044014,高级狂怒,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击伤害提升30%。,镶嵌此符文的技能，暴击伤害提升30%。
,5044024,高级狂怒,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击伤害提升45%。,镶嵌此符文的技能，暴击伤害提升45%。
,5044034,高级狂怒,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击伤害提升60%。,镶嵌此符文的技能，暴击伤害提升60%。
,5044044,高级狂怒,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击伤害提升75%。,镶嵌此符文的技能，暴击伤害提升75%。
,5044054,高级狂怒,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击伤害提升90%。,镶嵌此符文的技能，暴击伤害提升90%。
,5045014,高级生命流转,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害20%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害20%的生命值。
,5045024,高级生命流转,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害30%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害30%的生命值。
,5045034,高级生命流转,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害40%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害40%的生命值。
,5045044,高级生命流转,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害50%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害50%的生命值。
,5045054,高级生命流转,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害60%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害60%的生命值。
,5046014,高级护盾,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害20%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害20%的护盾。
,5046024,高级护盾,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害30%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害30%的护盾。
,5046034,高级护盾,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害40%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害40%的护盾。
,5046044,高级护盾,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害50%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害50%的护盾。
,5046054,高级护盾,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害60%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害60%的护盾。
,5047014,高级绝境锋刃,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升8-30%。自身生命值越低，伤害提升越高。,镶嵌此符文的技能，物理、魔法伤害提升8-30%。自身生命值越低，伤害提升越高。
,5047024,高级绝境锋刃,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升8-45%。自身生命值越低，伤害提升越高。,镶嵌此符文的技能，物理、魔法伤害提升8-45%。自身生命值越低，伤害提升越高。
,5047034,高级绝境锋刃,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升8-60%。自身生命值越低，伤害提升越高。,镶嵌此符文的技能，物理、魔法伤害提升8-60%。自身生命值越低，伤害提升越高。
,5047044,高级绝境锋刃,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升8-75%。自身生命值越低，伤害提升越高。,镶嵌此符文的技能，物理、魔法伤害提升8-75%。自身生命值越低，伤害提升越高。
,5047054,高级绝境锋刃,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升8-90%。自身生命值越低，伤害提升越高。,镶嵌此符文的技能，物理、魔法伤害提升8-90%。自身生命值越低，伤害提升越高。
,5048014,猛攻护盾,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有20%几率获得等同伤害100%的护盾。,镶嵌此符文的技能，施放时有20%几率获得等同伤害100%的护盾。
,5048024,猛攻护盾,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有30%几率获得等同伤害100%的护盾。,镶嵌此符文的技能，施放时有30%几率获得等同伤害100%的护盾。
,5048034,猛攻护盾,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有40%几率获得等同伤害100%的护盾。,镶嵌此符文的技能，施放时有40%几率获得等同伤害100%的护盾。
,5048044,猛攻护盾,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有50%几率获得等同伤害100%的护盾。,镶嵌此符文的技能，施放时有50%几率获得等同伤害100%的护盾。
,5048054,猛攻护盾,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有60%几率获得等同伤害100%的护盾。,镶嵌此符文的技能，施放时有60%几率获得等同伤害100%的护盾。
,5049014,爆发打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有20%几率额外造成50%的伤害。,镶嵌此符文的技能，施放时有20%几率额外造成50%的伤害。
,5049024,爆发打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有30%几率额外造成50%的伤害。,镶嵌此符文的技能，施放时有30%几率额外造成50%的伤害。
,5049034,爆发打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有40%几率额外造成50%的伤害。,镶嵌此符文的技能，施放时有40%几率额外造成50%的伤害。
,5049044,爆发打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有50%几率额外造成50%的伤害。,镶嵌此符文的技能，施放时有50%几率额外造成50%的伤害。
,5049054,爆发打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有60%几率额外造成50%的伤害。,镶嵌此符文的技能，施放时有60%几率额外造成50%的伤害。
,5050014,穿透打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有20%几率无视对方的防御力。,镶嵌此符文的技能，施放时有20%几率无视对方的防御力。
,5050024,穿透打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有30%几率无视对方的防御力。,镶嵌此符文的技能，施放时有30%几率无视对方的防御力。
,5050034,穿透打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有40%几率无视对方的防御力。,镶嵌此符文的技能，施放时有40%几率无视对方的防御力。
,5050044,穿透打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有50%几率无视对方的防御力。,镶嵌此符文的技能，施放时有50%几率无视对方的防御力。
,5050054,穿透打击,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时有60%几率无视对方的防御力。,镶嵌此符文的技能，施放时有60%几率无视对方的防御力。
,5051014,高级沉着暴怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，暴击后下一个技能的伤害提升20%。,镶嵌此符文的技能，暴击后下一个技能的伤害提升20%。
,5051024,高级沉着暴怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，暴击后下一个技能的伤害提升30%。,镶嵌此符文的技能，暴击后下一个技能的伤害提升30%。
,5051034,高级沉着暴怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，暴击后下一个技能的伤害提升40%。,镶嵌此符文的技能，暴击后下一个技能的伤害提升40%。
,5051044,高级沉着暴怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，暴击后下一个技能的伤害提升50%。,镶嵌此符文的技能，暴击后下一个技能的伤害提升50%。
,5051054,高级沉着暴怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，暴击后下一个技能的伤害提升60%。,镶嵌此符文的技能，暴击后下一个技能的伤害提升60%。
,5052014,以攻为守,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时降低辅助技冷却时间1秒。每次我方攻击结束前最多触发2次。,镶嵌此符文的技能，施放时降低辅助技冷却时间1秒。每次我方攻击结束前最多触发2次。
,5052024,以攻为守,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时降低辅助技冷却时间1.5秒。每次我方攻击结束前最多触发2次。,镶嵌此符文的技能，施放时降低辅助技冷却时间1.5秒。每次我方攻击结束前最多触发2次。
,5052034,以攻为守,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时降低辅助技冷却时间2秒。每次我方攻击结束前最多触发2次。,镶嵌此符文的技能，施放时降低辅助技冷却时间2秒。每次我方攻击结束前最多触发2次。
,5052044,以攻为守,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时降低辅助技冷却时间2.5秒。每次我方攻击结束前最多触发2次。,镶嵌此符文的技能，施放时降低辅助技冷却时间2.5秒。每次我方攻击结束前最多触发2次。
,5052054,以攻为守,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，施放时降低辅助技冷却时间3秒。每次我方攻击结束前最多触发2次。,镶嵌此符文的技能，施放时降低辅助技冷却时间3秒。每次我方攻击结束前最多触发2次。
,5053014,绝境爆发,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升30%。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升30%。
,5053024,绝境爆发,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升45%。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升45%。
,5053034,绝境爆发,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升60%。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升60%。
,5053044,绝境爆发,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升75%。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升75%。
,5053054,绝境爆发,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升90%。,镶嵌此符文的技能，自身当前生命值在30%以下时，伤害提升90%。
,5054014,判决,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升50%。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升50%。
,5054024,判决,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升75%。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升75%。
,5054034,判决,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升100%。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升100%。
,5054044,判决,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升125%。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升125%。
,5054054,判决,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升150%。,镶嵌此符文的技能，目标当前生命值在10%以下时，伤害提升150%。
,5055014,高级创伤,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对裂伤状态的目标伤害提升24%。,镶嵌此符文的技能，对裂伤状态的目标伤害提升24%。
,5055024,高级创伤,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对裂伤状态的目标伤害提升36%。,镶嵌此符文的技能，对裂伤状态的目标伤害提升36%。
,5055034,高级创伤,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对裂伤状态的目标伤害提升48%。,镶嵌此符文的技能，对裂伤状态的目标伤害提升48%。
,5055044,高级创伤,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对裂伤状态的目标伤害提升60%。,镶嵌此符文的技能，对裂伤状态的目标伤害提升60%。
,5055054,高级创伤,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对裂伤状态的目标伤害提升72%。,镶嵌此符文的技能，对裂伤状态的目标伤害提升72%。
,5056014,高级炽炎,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对灼烧状态的目标伤害提升24%。,镶嵌此符文的技能，对灼烧状态的目标伤害提升24%。
,5056024,高级炽炎,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对灼烧状态的目标伤害提升36%。,镶嵌此符文的技能，对灼烧状态的目标伤害提升36%。
,5056034,高级炽炎,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对灼烧状态的目标伤害提升48%。,镶嵌此符文的技能，对灼烧状态的目标伤害提升48%。
,5056044,高级炽炎,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对灼烧状态的目标伤害提升60%。,镶嵌此符文的技能，对灼烧状态的目标伤害提升60%。
,5056054,高级炽炎,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，对灼烧状态的目标伤害提升72%。,镶嵌此符文的技能，对灼烧状态的目标伤害提升72%。
,5057014,复生,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，施放后战胜任意目标有20%几率复活1名队友，并回复其10%生命值。,镶嵌此符文的技能，施放后战胜任意目标有20%几率复活1名队友，并回复其10%生命值。
,5057024,复生,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，施放后战胜任意目标有30%几率复活1名队友，并回复其10%生命值。,镶嵌此符文的技能，施放后战胜任意目标有30%几率复活1名队友，并回复其10%生命值。
,5057034,复生,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，施放后战胜任意目标有40%几率复活1名队友，并回复其10%生命值。,镶嵌此符文的技能，施放后战胜任意目标有40%几率复活1名队友，并回复其10%生命值。
,5057044,复生,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，施放后战胜任意目标有50%几率复活1名队友，并回复其10%生命值。,镶嵌此符文的技能，施放后战胜任意目标有50%几率复活1名队友，并回复其10%生命值。
,5057054,复生,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，施放后战胜任意目标有60%几率复活1名队友，并回复其10%生命值。,镶嵌此符文的技能，施放后战胜任意目标有60%几率复活1名队友，并回复其10%生命值。
,5058014,逆时,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，冷却时间降低5%。,镶嵌此符文的技能，冷却时间降低5%。
,5058024,逆时,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，冷却时间降低7%。,镶嵌此符文的技能，冷却时间降低7%。
,5058034,逆时,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，冷却时间降低9%。,镶嵌此符文的技能，冷却时间降低9%。
,5058044,逆时,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，冷却时间降低12%。,镶嵌此符文的技能，冷却时间降低12%。
,5058054,逆时,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，冷却时间降低15%。,镶嵌此符文的技能，冷却时间降低15%。
,5059014,禁锢,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，使用后有30%几率施加禁锢状态，无法进行援护，持续3个技能。,镶嵌此符文的技能，使用后有30%几率施加禁锢状态，无法进行援护，持续3个技能。
,5059024,禁锢,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，使用后有45%几率施加禁锢状态，无法进行援护，持续3个技能。,镶嵌此符文的技能，使用后有45%几率施加禁锢状态，无法进行援护，持续3个技能。
,5059034,禁锢,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，使用后有60%几率施加禁锢状态，无法进行援护，持续3个技能。,镶嵌此符文的技能，使用后有60%几率施加禁锢状态，无法进行援护，持续3个技能。
,5059044,禁锢,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，使用后有75%几率施加禁锢状态，无法进行援护，持续3个技能。,镶嵌此符文的技能，使用后有75%几率施加禁锢状态，无法进行援护，持续3个技能。
,5059054,禁锢,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，使用后有100%几率施加禁锢状态，无法进行援护，持续3个技能。,镶嵌此符文的技能，使用后有100%几率施加禁锢状态，无法进行援护，持续3个技能。
,5060014,坚盾,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，获得护盾的护盾值提升25%。,镶嵌此符文的技能，获得护盾的护盾值提升25%。
,5060024,坚盾,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，获得护盾的护盾值提升37%。,镶嵌此符文的技能，获得护盾的护盾值提升37%。
,5060034,坚盾,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，获得护盾的护盾值提升49%。,镶嵌此符文的技能，获得护盾的护盾值提升49%。
,5060044,坚盾,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，获得护盾的护盾值提升62%。,镶嵌此符文的技能，获得护盾的护盾值提升62%。
,5060054,坚盾,深埋于数万米下的海洋底部，有着与大陆岩石不一样的元素属性。,镶嵌此符文的技能，获得护盾的护盾值提升75%。,镶嵌此符文的技能，获得护盾的护盾值提升75%。
幻兽进阶石,6003003,本命异晶,神秘的晶体蕴含强大的力量，能使本命实力上涨。,可用于本命升星，是本命专用材料。,可用于本命升星，是本命专用材料。
,7000003,秘银十字架,桑妮的心爱之物，存于星河宝匣。据说有神奇魔力，情侣们握着它宣誓，便能永不分离。,桑妮的心爱之物，存于星河宝匣。据说有神奇魔力，情侣们握着它宣誓，便能永不分离。,桑妮的心爱之物，存于星河宝匣。据说有神奇魔力，情侣们握着它宣誓，便能永不分离。
,7000004,月之眼,蓝色月牙宝石，存于穹宇秘匣。是露西蒂尼在罗兰大帝生日时，走遍艾恩寻得的秘宝。,蓝色月牙宝石，存于穹宇秘匣。是露西蒂尼在罗兰大帝生日时，走遍艾恩寻得的秘宝。,蓝色月牙宝石，存于穹宇秘匣。是露西蒂尼在罗兰大帝生日时，走遍艾恩寻得的秘宝。
,7000032,月光手串,由月光石串成的手串，存于天然木匣。手串会在月光下渐变，是卡诺萨少女最喜欢的一种珠宝。,由月光石串成的手串，存于天然木匣。手串会在月光下渐变，是卡诺萨少女最喜欢的一种珠宝。,由月光石串成的手串，存于天然木匣。手串会在月光下渐变，是卡诺萨少女最喜欢的一种珠宝。
,7000033,水晶杯,相传是好友所赠的水晶杯，存于星河宝匣。安道夫只有在隆重场合时，才会小心翼翼地取出它。,相传是好友所赠的水晶杯，存于星河宝匣。安道夫只有在隆重场合时，才会小心翼翼地取出它。,相传是好友所赠的水晶杯，存于星河宝匣。安道夫只有在隆重场合时，才会小心翼翼地取出它。
,7000034,和平之光,象征和平的宝石，存于穹宇秘匣。因战争起也因战争灭，黑暗的自由战争，由罗兰大帝终结。,象征和平的宝石，存于穹宇秘匣。因战争起也因战争灭，黑暗的自由战争，由罗兰大帝终结。,象征和平的宝石，存于穹宇秘匣。因战争起也因战争灭，黑暗的自由战争，由罗兰大帝终结。
,7000202,白金钻戒,精美的钻戒，存于天然木匣。钻戒内刻着主人的名字，不过由于磨损，已经看不出具体名字了。,精美的钻戒，存于天然木匣。钻戒内刻着主人的名字，不过由于磨损，已经看不出具体名字了。,精美的钻戒，存于天然木匣。钻戒内刻着主人的名字，不过由于磨损，已经看不出具体名字了。
,7000203,黄金瞳,猫族宝物，存于星河宝匣。传闻，以45度角观察，会看到一只摘下帽兜的比多猫。,猫族宝物，存于星河宝匣。传闻，以45度角观察，会看到一只摘下帽兜的比多猫。,猫族宝物，存于星河宝匣。传闻，以45度角观察，会看到一只摘下帽兜的比多猫。
,7000204,海洋之心,左相夫人莉雅一眼就相中的珍稀云钻，存于穹宇秘匣。爱屋及乌，左相西莫斯也将其视为挚爱。,左相夫人莉雅一眼就相中的珍稀云钻，存于穹宇秘匣。爱屋及乌，左相西莫斯也将其视为挚爱。,左相夫人莉雅一眼就相中的珍稀云钻，存于穹宇秘匣。爱屋及乌，左相西莫斯也将其视为挚爱。
,7000232,孔雀石花瓶,神魔时代出土的孔雀石花瓶，存于天然木匣。如今，色泽依旧艳丽。,神魔时代出土的孔雀石花瓶，存于天然木匣。如今，色泽依旧艳丽。,神魔时代出土的孔雀石花瓶，存于天然木匣。如今，色泽依旧艳丽。
,7000233,符文权杖,欧斯家族首任族长武器，存于星河宝匣。其权杖顶端镶嵌着一颗巨大的符文暗石。,欧斯家族首任族长武器，存于星河宝匣。其权杖顶端镶嵌着一颗巨大的符文暗石。,欧斯家族首任族长武器，存于星河宝匣。其权杖顶端镶嵌着一颗巨大的符文暗石。
,7000240,日曜碎晶,作为褒奖而赏赐于强者的奖杯，愿每一个冒险者都能如太阳一般璀璨耀眼。,交给特罗德吧，能够缩短等待时间。,交给特罗德吧，能够缩短等待时间。
,7000260,沙海虫卵,沙虫卵内含有某种特殊物质，可以消除童稚药水的毒素。,交给矮人黄胡子吧，能够缩短解药配置时间。,交给矮人黄胡子吧，能够缩短解药配置时间。
,7000262,枫叶耳钉,黄金枫叶上镶嵌着点点晶钻的耳钉，存于天然木匣。是卡诺萨贵妇们出席宴会的首选。,黄金枫叶上镶嵌着点点晶钻的耳钉，存于天然木匣。是卡诺萨贵妇们出席宴会的首选。,黄金枫叶上镶嵌着点点晶钻的耳钉，存于天然木匣。是卡诺萨贵妇们出席宴会的首选。
,7000263,《女神的微笑》,举世闻名的油画，存于星河宝匣。三女神史上初次同框，只需看一眼，心灵便能得到净化。,举世闻名的油画，存于星河宝匣。三女神史上初次同框，只需看一眼，心灵便能得到净化。,举世闻名的油画，存于星河宝匣。三女神史上初次同框，只需看一眼，心灵便能得到净化。
,7000264,漆黑之星,稀有黑珍珠，克罗•斯科特遗物，存于穹宇秘匣。罗兰历28年，斯科特家族惨遭暴徒灭门。,稀有黑珍珠，克罗•斯科特遗物，存于穹宇秘匣。罗兰历28年，斯科特家族惨遭暴徒灭门。,稀有黑珍珠，克罗•斯科特遗物，存于穹宇秘匣。罗兰历28年，斯科特家族惨遭暴徒灭门。
,7000270,明银之枝,银母矿洞内特有的植物，叶片的表面闪耀着银色的光芒。,交给木禅吧，能够加快木禅恢复速度。,交给木禅吧，能够加快木禅恢复速度。
,7000272,镶钻音乐盒,精致的音乐盒，存于天然木匣。打开音乐盒，歌姬露娜小人会伴随着卡诺萨流行曲目翩翩起舞。,精致的音乐盒，存于天然木匣。打开音乐盒，歌姬露娜小人会伴随着卡诺萨流行曲目翩翩起舞。,精致的音乐盒，存于天然木匣。打开音乐盒，歌姬露娜小人会伴随着卡诺萨流行曲目翩翩起舞。
,7000282,翡翠之心,由绿翡翠雕刻成的女神饰件，存于天然木匣。常见于有信仰的居民佩戴。,由绿翡翠雕刻成的女神饰件，存于天然木匣。常见于有信仰的居民佩戴。,由绿翡翠雕刻成的女神饰件，存于天然木匣。常见于有信仰的居民佩戴。
,7000290,卡诺萨奖章,作为褒奖而赏赐于强者的奖章，用于表彰冒险者的勇敢与忠义。,交给特罗德吧，能够缩短等待时间。,交给特罗德吧，能够缩短等待时间。
,7000292,镶金怀表,贵族象征的精致怀表，存于天然木匣。表盖上雕刻着精美的罗兰国花。,贵族象征的精致怀表，存于天然木匣。表盖上雕刻着精美的罗兰国花。,贵族象征的精致怀表，存于天然木匣。表盖上雕刻着精美的罗兰国花。
,7000300,B型转换器,内部结构极其复杂的信号转换器，飞船的重要部件之一。,交给特罗德吧，能够缩短飞船修复时间。,交给特罗德吧，能够缩短飞船修复时间。
,7000302,夜瞳首饰盒,用黑曜石制成的首饰盒，存于天然木匣。虽然外表略显低调，但其实内部镶嵌着好几颗钻石。,用黑曜石制成的首饰盒，存于天然木匣。虽然外表略显低调，但其实内部镶嵌着好几颗钻石。,用黑曜石制成的首饰盒，存于天然木匣。虽然外表略显低调，但其实内部镶嵌着好几颗钻石。
,7000310,乌铁,乌铁的柔韧且延展性好，是制作装备的首选材料。,交给弗莱特吧，能够缩短机械翅膀制作时间。,交给弗莱特吧，能够缩短机械翅膀制作时间。
,7000320,实验数据表,厚厚的一打纸张，上面记载了扬博士的各项非法研究数据。,交给长老罗希吧，能够缩短等待时间。,交给长老罗希吧，能够缩短等待时间。
