,required,optional,optional,optional,optional,optional,repeated,repeated,optional
,3651,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Captainirving.png,npc_tanxianjiaaierwenduizhang,191001,,0,0,0
,3652,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
皮曼,3655,Textures/Atlas/Dyn/CharacterCommonHead/DarkElfMaleyoungman.png,Textures/Atlas/Dyn/CharacterHalfBody/Maleyouthempty.png,npc_kongdaonanqingnian,205001,,3343;3398,0;0,2005
,3656,Textures/Atlas/Dyn/CharacterCommonHead/MoNiYe.png,Textures/Atlas/Dyn/CharacterHalfBody/moniye.png,npc_moniye,238001,,0,0,0
,3657,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3658,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\ElvenArcher.png,npc_jinglinggongshou,234001,,0,0,0
,3659,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoldenWarrior.png,npc_huangjinzhanshi,221001,,0,0,0
,3660,Textures\Atlas\Dyn\CharacterCommonHead\yacimo.png,Textures\Atlas\Dyn\CharacterHalfBody\Yacimo.png,npc_yacimo,260001,,3398;112,0;1,2005
,3661,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Flaterbrokehappy.png,,0,,0,0,0
,3662,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\BearWarrior.png,,0,,0,0,0
,3663,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
,3664,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
,3665,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\XiaoYing.png,npc_xiaoying,265001,,0,0,0
,3666,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\tiny.png,npc_shanlingjuren,231001,,0,0,0
,3668,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/ManOldmanturtle.png,npc_nanlaotou,204001,,0,0,0
,3669,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Beggar.png,npc_qigai,148001,,0,0,0
,3670,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
,3671,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Sojournbear.png,npc_jijuxiong,230001,,0,0,0
,3672,Textures/Atlas/Dyn/CharacterCommonHead/MonsterFish.png,Textures\Atlas\Dyn\CharacterHalfBody\MonsterFish.png,,0,,0,0,0
,3673,Textures/Atlas/Dyn/CharacterCommonHead/HaiMo.png,Textures\Atlas\Dyn\CharacterHalfBody\HaiJuMo.png,npc_haijumo,220001,,0,0,0
,3674,Textures\Atlas\Dyn\CharacterCommonHead\Cain.png,Textures\Atlas\Dyn\CharacterHalfBody\Cain.png,,0,,0,0,0
安德烈博士,3676,Textures/Atlas/Dyn/CharacterCommonHead/yangboshi.png,Textures\Atlas\Dyn\CharacterHalfBody\Tinwave.png,npc_xibo,245001,,3638,0,2005
黑龙翼兵,3677,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\heiyiqishichangyuebo.png,,0,,0,0,0
,3678,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\piqueAfraid.png,npc_pike,0,,0,0,0
,3679,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\ShipRepairRobot.png,npc_xiuchuanjiqiren,169001,,0,0,0
,3680,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\XiaoShuLing.png,npc_xiaoshuling,153001,,0,0,0
,3684,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3685,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3686,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\teenageboy.png,npc_zhengtai,0,,0,0,0
,3687,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\AndrewBlack.png,npc_nuoerhei,100600,,0,0,0
,3695,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3697,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3698,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3699,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\ShipRepairRobot.png,npc_xiuchuanjiqiren,169001,,0,0,0
扬博士·生化人,3702,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Jboshinormal.png,npc_jboshi,236001,,0,0,0
扬博士·劣质生化人,3703,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
翼族先知,3704,,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth2.png,npc_nanniaozu,207001,,0,0,0
,3705,Textures\Atlas\Dyn\CharacterCommonHead\GuardwarlordSalin.png,Textures\Atlas\Dyn\CharacterHalfBody\GuardwarlordSalin.png,npc_salin,163001,,0,0,0
,3706,Textures/Atlas/Dyn/CharacterCommonHead/ArmedWolf.png,Textures/Atlas/Dyn/CharacterHalfBody/Wolves.png,npc_wuzhuanglangren,139001,,0,0,0
,3707,Textures/Atlas/Dyn/CharacterCommonHead/Headhammer.png,Textures\Atlas\Dyn\CharacterHalfBody\ChuiZiTuanShouLing.png,npc_chuizituanshouling,251001,,0,0,0
,3708,Textures/Atlas/Dyn/CharacterCommonHead/HaiMo.png,Textures\Atlas\Dyn\CharacterHalfBody\HaiJuMo.png,npc_haijumo,220001,,0,0,0
枯叶蜂蜂王,3709,,Textures\Atlas\Dyn\CharacterHalfBody\Witheredbeequeen.png,npc_kuyefengwang,0,,0,0,0
枭鹰族使者,3710,,Textures\Atlas\Dyn\CharacterHalfBody\XiaoYing.png,npc_xiaoying,265001,,0,0,0
警卫员安东,3711,,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth.png,,0,,0,0,0
遇袭岛民波克,3712,,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth2.png,npc_nanniaozu,207001,,0,0,0
岛民班特,3713,,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth.png,,0,,0,0,0
巨石守卫,3714,,Textures\Atlas\Dyn\CharacterHalfBody\Desertgiant.png,npc_taitanzhihun,180001,,0,0,0
,3715,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Adancer.png,npc_jueshiwuji,141001,,0,0,0
,3716,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Blackthorne.png,npc_heisejingji,145001,,0,0,0
,3717,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Elecy.png,npc_aiqi,146001,,0,0,0
,3719,Textures/Atlas/Dyn/CharacterCommonHead/Nayaguard.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
愤怒,3725,Textures/Atlas/Dyn/CharacterCommonHead/anger.png,Textures\Atlas\Dyn\CharacterHalfBody\anger.png,npc_fennu,174001,,0,0,0
六翼天神,3726,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\liuyitianshen.png,npc_liuyitianshen,276001,,0,0,0
吃瓜群众,3727,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3728,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Maleyouthempty.png,npc_kongdaonanqingnian,205001,,0,0,0
,3729,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Femaledarkelvesyouth.png,npc_anjinglingnvqingnian,111001,,0,0,0
,3730,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\FemaleOldempty.png,,0,,0,0,0
,3731,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth2.png,npc_nanniaozu,207001,,0,0,0
,3732,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\MalechildrenMiddleEast.png,npc_zhenmingansili,122001,,0,0,0
,3733,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\FemalechildrenMiddleEast.png,npc_zhongdongxiaoluoli,110001,,0,0,0
,3734,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\FemalechildrenMiddleEast.png,npc_zhongdongxiaoluoli,110001,,0,0,0
,3735,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth.png,,0,,0,0,0
,3736,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\MalechildrenMiddleEast.png,npc_zhenmingansili,122001,,0,0,0
,3737,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\FemalechildrenMiddleEast.png,npc_zhongdongxiaoluoli,110001,,0,0,0
,3738,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Jboshinormal.png,npc_jboshi,236001,,0,0,0
,3739,Textures/Atlas/Dyn/CharacterCommonHead/Nayaguard.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3740,Textures/Atlas/Dyn/CharacterCommonHead/Headhammer.png,Textures\Atlas\Dyn\CharacterHalfBody\panjunshouling.png,npc_panjunshouling,272001,,0,0,0
,3741,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoldenWarrior.png,npc_huangjinzhanshi,221001,,0,0,0
,3742,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Commandershortgiant.png,npc_aijurenjiaxinuo,224001,,0,0,0
风迹熊喵酱,3774,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\DeLiYi2heart.png,,0,,0,0,0
贵族威廉,3777,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Theviolinistlittleblack.png,npc_tiqinjiaxiaohei,0,,0,0,0
大厨罗德,3778,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\breadgodmissionary.png,npc_chuanjiaoshi,214001,,0,0,0
,3779,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
,3780,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
少女小花,3781,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
探员夏洛克,3782,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Youngmen.png,npc_xiaoqingnian,124001,,0,0,0
克丽丝,3783,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\DivaLuna.png,npc_geji,156001,,0,0,0
,3784,Textures\Atlas\Dyn\CharacterCommonHead\ForgingEngineer.png,Textures\Atlas\Dyn\CharacterHalfBody\ForgingEngineer.png,,0,,0,0,0
,3786,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\MoneyColombo.png,npc_jinqiangebulin,143001,,0,0,0
,3802,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Commandershortgiant.png,npc_aijurenjiaxinuo,224001,,0,0,0
,3803,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3804,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3805,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3806,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3807,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3808,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3809,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\breadgodmissionary.png,npc_chuanjiaoshi,214001,,0,0,0
,3810,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
,3811,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3812,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3813,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3814,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
,3815,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\DeLiYi2heart.png,,0,,0,0,0
,3816,Textures/Atlas/Dyn/CharacterCommonHead/DarkGhost.png,Textures\Atlas\Dyn\CharacterHalfBody\GuardwarlordSalin.png,npc_salin,163001,,0,0,0
,3818,Textures/Atlas/Dyn/CharacterCommonHead/AiNiAo.png,Textures\Atlas\Dyn\CharacterHalfBody\adventurersLeader.png,npc_shoulingainiao,189001,,0,0,0
,3819,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3820,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
,3821,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Maleyouthempty.png,npc_kongdaonanqingnian,205001,,0,0,0
,3822,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Femaledarkelvesyouth.png,npc_anjinglingnvqingnian,111001,,0,0,0
,3823,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\teenageboy.png,npc_zhengtai,0,,0,0,0
,3824,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\FemalechildrenMiddleEast.png,npc_zhongdongxiaoluoli,110001,,0,0,0
,3825,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3826,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3827,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3828,Textures\Atlas\Dyn\CharacterCommonHead\Abbey.png,Textures\Atlas\Dyn\CharacterHalfBody\Abbey.png,npc_abitan,130001,,0,0,0
,3829,Textures\Atlas\Dyn\CharacterCommonHead\EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3830,Textures\Atlas\Dyn\CharacterCommonHead\EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3831,Textures\Atlas\Dyn\CharacterCommonHead\EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3832,,Textures/Atlas/Dyn/CharacterHalfBody/SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3833,,Textures/Atlas/Dyn/CharacterHalfBody/SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3834,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3835,,Textures\Atlas\Dyn\CharacterHalfBody\GuardwarlordSalin.png,npc_salin,163001,,0,0,0
,3836,,Textures\Atlas\Dyn\CharacterHalfBody\HarmontheOgre.png,npc_shirenmoyongbing,144001,,0,0,0
沙海苍鹰伊妮,3837,Textures/Atlas/Dyn/CharacterCommonHead/XiaoYing.png,Textures\Atlas\Dyn\CharacterHalfBody\XiaoYing.png,npc_xiaoying,265001,,0,0,0
禁卫队卫兵,3838,Textures/Atlas/Dyn/CharacterCommonHead/BaiYinDunZhan.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3841,,Textures/Atlas/Dyn/CharacterHalfBody/SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3842,,Textures\Atlas\Dyn\CharacterHalfBody\Bailiff.png,npc_fengchezhenlaoyeye,100700,,0,0,0
,3843,,Textures\Atlas\Dyn\CharacterHalfBody\LittleWitches.png,npc_xiaomonv,115001,,0,0,0
,3853,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3854,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3855,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3856,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3857,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3858,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3859,Textures/Atlas/Dyn/CharacterCommonHead/Thairay.png,Textures/Atlas/Dyn/CharacterHalfBody/Thairay.png,,0,,0,0,0
,3860,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3861,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3862,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3863,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3864,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3865,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3866,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3867,,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3868,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3869,Textures/Atlas/Dyn/CharacterCommonHead/Baya.png,Textures\Atlas\Dyn\CharacterHalfBody\MiddleEastmale.png,npc_shamonanqingnian,104600,,0,0,0
小女巫绮莉,3870,Textures/Atlas/Dyn/CharacterCommonHead/LittleWitches.png,Textures\Atlas\Dyn\CharacterHalfBody\LittleWitches.png,npc_xiaomonv,115001,,0,0,0
赏金猎人耶鲁,3871,Textures/Atlas/Dyn/CharacterCommonHead/EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
艾萨克,3872,Textures/Atlas/Dyn/CharacterCommonHead/Edgar.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
猎魔人辛普森,3873,Textures/Atlas/Dyn/CharacterCommonHead/Abbey.png,Textures\Atlas\Dyn\CharacterHalfBody\Abbey.png,npc_abitan,130001,,0,0,0
,3874,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3875,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\ForgingEngineer.png,,0,,0,0,0
,3876,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\HeiLongJianBing.png,npc_heilongjianbing,246001,,0,0,0
,3877,Textures/Atlas/Dyn/CharacterCommonHead/simone.png,Textures\Atlas\Dyn\CharacterHalfBody\Tinwave.png,npc_xibo,245001,,0,0,0
,3880,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3881,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3882,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
,3883,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRangerPurple.png,npc_caoyuanyouxia_z,142002,,0,0,0
,3885,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Chiefdeerstalker.png,npc_lujiaoshoushouling,216001,,0,0,0
石翼暴君沃冈,3886,Textures/Atlas/Dyn/CharacterCommonHead/JiXieshixiang.png,Textures\Atlas\Dyn\CharacterHalfBody\JiXieShiXiangGui.png,npc_jixieshixianggui,263001,,0,0,0
哥布林商贩,3887,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
佐力,3888,Textures/Atlas/Dyn/CharacterCommonHead/HeroPrairie.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
西奥多,3889,Textures/Atlas/Dyn/CharacterCommonHead/Uncle.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
穆尔,3890,Textures/Atlas/Dyn/CharacterCommonHead/Manandoldman.png,Textures\Atlas\Dyn\CharacterHalfBody\Oldman.png,npc_laotou,126001,,0,0,0
苏珊,3891,Textures/Atlas/Dyn/CharacterCommonHead/Blackthorne.png,Textures\Atlas\Dyn\CharacterHalfBody\Blackthorne.png,npc_heisejingji,145001,,0,0,0
,3896,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
,3897,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3898,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Adancer.png,npc_jueshiwuji,141001,,0,0,0
,3899,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3900,Textures/Atlas/Dyn/CharacterCommonHead/Baya.png,Textures\Atlas\Dyn\CharacterHalfBody\Baya.png,npc_lvdianlaoban,100800,,0,0,0
,3901,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GuardwarlordSalin.png,npc_salin,163001,,0,0,0
,3902,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\MalechildrenMiddleEast.png,npc_zhenmingansili,122001,,0,0,0
,3903,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\breadgodmissionary.png,npc_chuanjiaoshi,214001,,0,0,0
,3904,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Shikoud.png,npc_shikoudidie,0,,0,0,0
,3919,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3920,Textures/Atlas/Dyn/CharacterCommonHead/Elves.png,Textures\Atlas\Dyn\CharacterHalfBody\eldersofdarkelves.png,npc_anjinglingzhanglao,119001,,0,0,0
,3921,Textures/Atlas/Dyn/CharacterCommonHead/DruidElder.png,Textures\Atlas\Dyn\CharacterHalfBody\DruidElder.png,npc_deluyizhanglao,116001,,0,0,0
,3922,Textures/Atlas/Dyn/CharacterCommonHead/eldersoftree.png,Textures\Atlas\Dyn\CharacterHalfBody\eldersoftree.png,npc_shurenzhanglao,120001,,0,0,0
,3923,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/treemale.png,npc_nirenshuren,106200,,0,0,0
