,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
开启魔法墙,60061,0,7,0,0,0,3,"0 3024 -9.98,6.95,8.35",1,,2,0,0,0,0,0,0,508,0,0,
,60062,0,7,0,0,0,3,2 3061 200164,1,,2,0,0,0,0,0,0,502,0,0,
,60063,0,7,0,0,0,3,2 3061 200168,1,,2,0,0,0,0,0,0,502,0,0,
,60064,0,7,0,0,0,3,2 3061 200172,1,,2,0,0,0,0,0,0,502,0,0,
,60065,0,7,0,0,0,3,1 3061 20179,1,,2,0,0,0,0,0,0,503,0,0,
魔之守门人,60066,0,7,0,0,0,3,2 3032 200116,1,,2,0,0,0,0,1 2 3032 200116,0,502,0,0,
战胜贪婪·幻象,60068,0,7,0,0,0,3,2 3036 200219,1,,2,0,0,0,0,0,0,502,0,0,
,60069,0,7,0,0,0,0,,1,,2,0,0,0,0,0,0,505,0,0,
下一站，树心殿,60070,0,7,0,0,0,3,1 3045 30348,1,,2,0,0,0,0,0,0,508,0,0,
,60072,0,7,0,0,0,0,,1,,2,0,0,0,0,0,0,505,0,0,
,60073,0,7,0,0,0,3,2 3052 200303,1,,2,0,0,0,0,0,0,0,0,0,
,60074,0,7,0,0,0,3,"0 3052 16.9,-3.53,72.72",1,,2,0,0,0,0,0,0,0,0,0,
,60076,0,7,0,0,0,3,1 3051 20339,1,,2,0,0,0,0,0,0,502,0,0,
,60077,0,7,0,0,0,3,1 3051 20340,1,,2,0,0,0,0,0,0,502,0,0,
,60078,0,7,0,0,0,3,1 3051 20338,1,,2,0,0,0,0,0,0,502,0,0,
,60079,0,7,0,0,0,3,1 3051 20341,1,,2,0,0,0,0,0,0,503,0,0,
,60081,0,7,0,0,0,3,2 3053 200304,1,,2,0,0,0,0,200304,0,0,0,0,
,60082,0,7,0,0,0,3,1 3053 40093,1,,2,0,0,0,0,40093,0,0,0,0,
,60084,0,7,0,0,0,3,"0 3054 761.73,10.86,181.86",1,,2,0,0,0,0,0,0,501,0,0,
,60085,0,7,0,0,0,3,1 3054 20585,1,,2,0,0,0,0,20585,0,503,0,0,
,60087,0,7,0,0,0,0,,1,,2,0,0,0,0,0,0,504,0,0,
查看水晶球,60104,0,7,0,0,0,3,"0 3024 -27.83,10.48,-2.78",1,,2,0,0,0,0,0,0,504,0,0,
,60109,0,7,0,0,0,3,2 3067 200321,1,,2,0,0,0,0,0,0,502,0,0,
,60110,0,7,0,0,0,3,1 3067 40126,1,,2,0,0,0,0,0,0,504,0,0,
,60113,0,7,0,0,0,3,"0 3069 -12.44,6.38,37.56",1,,2,0,0,0,0,"1 0 3069 0,200,0",0,504,0,0,
,60114,0,7,0,0,0,3,"0 3069 -17.00,-1.58,14.43",1,,2,0,0,0,0,"1 0 3069 0,200,0",0,504,0,0,
,60115,0,7,0,0,0,3,"0 3069 -17.00,-1.58,14.43",1,,2,0,0,0,0,"1 0 3069 0,200,0",0,504,0,0,
,60116,0,7,0,0,0,3,"0 3069 -34.93,0.04,-3.34",1,,2,0,0,0,0,"1 0 3069 0,200,0",0,504,0,0,
,60117,0,7,0,0,0,3,"0 3069 -34.93,0.04,-3.34",1,,2,0,0,0,0,"1 0 3069 0,200,0",0,504,0,0,
,60118,0,7,0,0,0,3,"0 3069 -34.93,0.04,-3.34",1,,2,0,0,0,0,"1 0 3069 0,200,0",0,504,0,0,
,60119,0,7,0,0,0,3,1 3070 60234,1,,2,0,0,0,0,,0,0,0,0,
,60120,0,7,0,0,0,3,1 3070 40140,1,,2,0,0,0,0,40140,0,0,0,0,
,60121,0,7,0,0,0,3,2 3072 200331,1,,2,0,0,0,0,0,0,0,0,0,
,60122,0,7,0,0,0,3,2 3072 200332,1,,2,0,0,0,0,0,0,0,0,0,
,60123,0,7,0,0,0,3,2 3072 200333,1,,2,0,0,0,0,0,0,0,0,0,
,60124,0,7,0,0,0,3,1 3072 20447,1,,2,0,0,0,0,0,0,0,0,0,
,60127,0,7,0,0,0,3,2 3071 200329,1,,2,0,0,0,0,0,0,502,0,0,
,60128,0,7,0,0,0,3,"0 3071 -2.68,0.04,31.04",1,,2,0,0,0,0,0,0,501,0,0,
,60129,0,7,0,0,0,3,2 3071 200330,1,,2,0,0,0,0,0,0,503,0,0,
,60130,0,7,0,0,0,3,2 3073 200353,1,,5,0,0,0,0,1 2 3073 200353,0,502,0,0,
,60131,0,7,0,0,0,3,1 3073 30505,1,,5,0,0,0,0,2 1 3073 30505,0,501,0,0,
,60132,0,7,0,0,0,3,2 3073 200355,1,,5,0,0,0,0,1 2 3073 200355,0,503,0,0,
,60133,0,7,0,0,0,3,2 3073 200356,1,,5,0,0,0,0,1 2 3073 200356,0,503,0,0,
开启左侧机关,60134,0,7,0,0,0,3,"0 3074 15.78,-1.25,26.5",1,,2,0,0,0,0,0,0,508,0,0,
开启右侧机关,60135,0,7,0,0,0,3,"0 3074 54.37,-1.25,26.61",1,,2,0,0,0,0,0,0,508,0,0,
战胜赤蛛领主,60136,0,7,0,0,0,3,1 3074 20517,1,,2,0,0,0,0,0,0,503,0,0,
,60137,0,7,0,0,0,3,2 3075 200357,1,,2,0,0,0,0,0,0,102,0,0,
,60138,0,7,0,0,0,3,2 3075 200358,1,,2,0,0,0,0,0,0,102,0,0,
,60139,0,7,0,0,0,3,2 3075 200359,1,,2,0,0,0,0,0,0,102,0,0,
,60140,0,7,0,0,0,3,"0 3076 -18.91,-4.20,-33.98",1,,2,0,0,0,0,0,0,101,0,0,
,60141,0,7,0,0,0,3,1 3077 60306,1,,2,0,0,0,0,60306,0,104,0,0,
,60142,0,7,0,0,0,3,1 3077 60308,1,,2,0,0,0,0,60308,0,104,0,0,
,60143,0,7,0,0,0,3,1 3077 60309,1,,2,0,0,0,0,60309,0,104,0,0,
,60144,0,7,0,0,0,3,1 3077 60310,1,,2,0,0,0,0,60310,0,104,0,0,
,60145,0,7,0,0,0,3,1 3077 60307,1,,2,0,0,0,0,60307,0,104,0,0,
,60146,0,7,0,0,0,3,1 3077 60305,1,,2,0,0,0,0,60305,0,104,0,0,
,60147,0,7,0,0,0,3,2 3078 200376,1,,2,0,0,0,0,200376,0,103,0,0,
,60148,0,7,0,0,0,3,2 3080 200378,1,,2,0,0,0,0,0,0,502,0,0,
,60149,0,7,0,0,0,3,1 3080 20529,1,,2,0,0,0,0,20529,0,501,0,0,
,60151,0,7,0,0,0,3,2 3081 200380,1,,2,0,0,0,0,0,0,503,0,0,
,60152,0,7,0,0,0,3,1 3082 60313,1,,2,0,0,0,0,0,0,108,0,0,
通关幻阵,60153,0,7,0,0,0,3,,1,,2,0,0,0,0,0,0,105,0,0,
,60154,0,7,0,0,0,3,1 3079 30562,1,,2,0,0,0,0,30562,0,508,0,0,
,60155,0,7,0,0,0,3,2 3054 200309,1,,2,0,0,0,0,200309,0,503,0,0,
,60156,0,7,0,0,0,3,1 3085 30575,1,,2,0,0,0,0,1 1 3085 30575,0,501,0,0,
,60157,0,7,0,0,0,3,2 3085 200401,1,,2,0,0,0,0,1 2 3085 200401,0,502,0,0,
,60158,0,7,0,0,0,3,2 3085 200402,1,,2,0,0,0,0,1 2 3085 200402,0,502,0,0,
寻找皮曼,60159,0,7,0,0,0,3,1 3087 20586,1,,2,0,0,0,0,1 1 3087 20586,0,501,0,0,
击退黑龙头目,60160,0,7,0,0,0,3,2 3087 200409,1,,2,0,0,0,0,1 2 3087 200409,0,502,0,0,
,60161,0,7,0,0,0,3,2 3086 200412,1,,2,0,0,0,0,200412,0,502,0,0,
,60162,0,7,0,0,0,3,1 3086 30588,1,,2,0,0,0,0,0,0,508,0,0,
,60163,0,7,0,0,0,3,1 3086 30590,1,,2,0,0,0,0,0,0,501,0,0,
,60164,0,7,0,0,0,3,2 3086 200413,1,,2,0,0,0,0,200413,0,503,0,0,
,60165,0,7,0,0,0,3,2 3086 200416,1,,2,0,0,0,0,200416,0,503,0,0,
,60166,0,7,0,0,0,3,"0 3085 11.31,2.54,93.24",1,,2,0,0,0,0,"2 0 3085 11.31,2.54,93.24",0,502,0,0,
,60167,0,7,0,0,0,3,1 3090 60336,1,,2,0,0,0,0,0,0,508,0,0,
,60172,0,7,0,0,0,3,2 3089 200418,1,,2,0,0,0,0,200418,0,502,0,0,
,60173,0,7,0,0,0,3,1 3089 40182,1,,2,0,0,0,0,40182,0,504,0,0,
,60180,0,7,0,0,0,3,1 3096 20614,1,,2,0,0,0,0,20614,0,0,0,0,
,60181,0,7,0,0,0,3,1 3096 20615,1,,2,0,0,0,0,20615,0,0,0,0,
,60182,0,7,0,0,0,3,1 3096 20616,1,,2,0,0,0,0,20616,0,0,0,0,
,60183,0,7,0,0,0,3,1 3096 20617,1,,2,0,0,0,0,20617,0,0,0,0,
,60184,0,7,0,0,0,3,1 3096 20618,1,,2,0,0,0,0,20618,0,0,0,0,
,60185,0,7,0,0,0,3,1 3097 20638,1,,2,0,0,0,0,0,0,0,0,0,
,60186,0,7,0,0,0,3,1 3097 20623,1,,2,0,0,0,0,0,0,0,0,0,
,60187,0,7,0,0,0,3,1 3097 20624,1,,2,0,0,0,0,0,0,0,0,0,
,60188,0,7,0,0,0,3,1 3098 20662,1,,2,0,0,0,0,0,0,502,0,0,
,60189,0,7,0,0,0,3,1 3098 20663,1,,2,0,0,0,0,0,0,502,0,0,
,60190,0,7,0,0,0,3,1 3098 20664,1,,2,0,0,0,0,0,0,503,0,0,
,60191,0,7,0,0,0,3,1 3099 21025,1,,2,0,0,0,0,0,0,502,0,0,
,60192,0,7,0,0,0,3,1 3099 21026,1,,2,0,0,0,0,0,0,502,0,0,
,60193,0,7,0,0,0,3,1 3099 20669,1,,2,0,0,0,0,0,0,503,0,0,
,60201,0,7,0,0,0,3,1 3101 20699,1,,2,0,0,0,0,0,0,502,0,0,
,60202,0,7,0,0,0,3,1 3101 20700,1,,2,0,0,0,0,0,0,502,0,0,
,60203,0,7,0,0,0,3,1 3101 20701,1,,2,0,0,0,0,0,0,502,0,0,
,60204,0,7,0,0,0,3,1 3101 20702,1,,2,0,0,0,0,0,0,502,0,0,
,60205,0,7,0,0,0,3,1 3101 20703,1,,2,0,0,0,0,0,0,503,0,0,
,60206,0,7,0,0,0,3,1 3102 20710,1,,2,0,0,0,0,20710,0,0,0,0,
,60207,0,7,0,0,0,3,1 3102 20711,1,,2,0,0,0,0,20711,0,0,0,0,
,60208,0,7,0,0,0,3,1 3102 20712,1,,2,0,0,0,0,20712,0,0,0,0,
,60209,0,7,0,0,0,3,1 3102 20713,1,,2,0,0,0,0,20713,0,0,0,0,
,60210,0,7,0,0,0,3,1 3102 20714,1,,2,0,0,0,0,20714,0,0,0,0,
,60211,0,7,0,0,0,3,1 3103 20727,1,,2,0,0,0,0,0,0,502,0,0,
,60212,0,7,0,0,0,3,1 3103 20728,1,,2,0,0,0,0,0,0,502,0,0,
,60213,0,7,0,0,0,3,1 3103 20729,1,,2,0,0,0,0,0,0,502,0,0,
,60214,0,7,0,0,0,3,1 3103 20730,1,,2,0,0,0,0,0,0,502,0,0,
,60215,0,7,0,0,0,3,1 3103 20731,1,,2,0,0,0,0,0,0,503,0,0,
,60216,0,7,0,0,0,3,1 3105 20747,1,,2,0,0,0,0,0,0,502,0,0,
,60217,0,7,0,0,0,3,1 3105 20748,1,,2,0,0,0,0,0,0,502,0,0,
,60218,0,7,0,0,0,3,1 3105 20749,1,,2,0,0,0,0,0,0,502,0,0,
,60219,0,7,0,0,0,3,1 3105 20750,1,,2,0,0,0,0,0,0,502,0,0,
,60220,0,7,0,0,0,3,1 3105 20751,1,,2,0,0,0,0,0,0,503,0,0,
,60221,0,7,0,0,0,3,1 3104 20737,1,,2,0,0,0,0,20737,0,0,0,0,
,60222,0,7,0,0,0,3,1 3104 20738,1,,2,0,0,0,0,20738,0,0,0,0,
,60223,0,7,0,0,0,3,1 3104 20739,1,,2,0,0,0,0,20739,0,0,0,0,
,60224,0,7,0,0,0,3,1 3104 20740,1,,2,0,0,0,0,20740,0,0,0,0,
,60225,0,7,0,0,0,3,1 3104 20741,1,,2,0,0,0,0,20741,0,0,0,0,
,60226,0,7,0,0,0,3,1 3106 20756,1,,2,0,0,0,0,0,0,502,0,0,
,60227,0,7,0,0,0,3,1 3106 20757,1,,2,0,0,0,0,0,0,502,0,0,
,60228,0,7,0,0,0,3,1 3106 20758,1,,2,0,0,0,0,0,0,502,0,0,
,60229,0,7,0,0,0,3,1 3106 20759,1,,2,0,0,0,0,0,0,502,0,0,
,60230,0,7,0,0,0,3,1 3106 20760,1,,2,0,0,0,0,0,0,503,0,0,
,60231,0,7,0,0,0,3,1 3107 20765,1,,2,0,0,0,0,0,0,0,0,0,
,60232,0,7,0,0,0,3,1 3107 20766,1,,2,0,0,0,0,0,0,0,0,0,
,60233,0,7,0,0,0,3,1 3107 20767,1,,2,0,0,0,0,0,0,0,0,0,
,60234,0,7,0,0,0,3,1 3107 20768,1,,2,0,0,0,0,0,0,0,0,0,
,60235,0,7,0,0,0,3,1 3107 20769,1,,2,0,0,0,0,0,0,0,0,0,
,60236,0,7,0,0,0,3,1 3108 20775,1,,2,0,0,0,0,0,0,502,0,0,
,60237,0,7,0,0,0,3,1 3108 20776,1,,2,0,0,0,0,0,0,502,0,0,
,60238,0,7,0,0,0,3,1 3108 20777,1,,2,0,0,0,0,0,0,502,0,0,
,60239,0,7,0,0,0,3,1 3108 20778,1,,2,0,0,0,0,0,0,502,0,0,
,60240,0,7,0,0,0,3,1 3108 20779,1,,2,0,0,0,0,0,0,503,0,0,
,60241,0,7,0,0,0,3,1 3109 20784,1,,2,0,0,0,0,0,0,502,0,0,
,60242,0,7,0,0,0,3,1 3109 20785,1,,2,0,0,0,0,0,0,502,0,0,
,60243,0,7,0,0,0,3,1 3109 20786,1,,2,0,0,0,0,0,0,502,0,0,
,60244,0,7,0,0,0,3,1 3109 20787,1,,2,0,0,0,0,0,0,502,0,0,
,60245,0,7,0,0,0,3,1 3109 20788,1,,2,0,0,0,0,0,0,503,0,0,
,60246,0,7,0,0,0,3,1 3111 20802,1,,2,0,0,0,0,0,0,502,0,0,
,60247,0,7,0,0,0,3,1 3111 20803,1,,2,0,0,0,0,0,0,502,0,0,
,60248,0,7,0,0,0,3,1 3111 20804,1,,2,0,0,0,0,0,0,502,0,0,
,60249,0,7,0,0,0,3,1 3111 20805,1,,2,0,0,0,0,0,0,502,0,0,
,60250,0,7,0,0,0,3,1 3111 20806,1,,2,0,0,0,0,0,0,503,0,0,
,60251,0,7,0,0,0,3,1 3110 20793,1,,2,0,0,0,0,0,0,502,0,0,
,60252,0,7,0,0,0,3,1 3110 20794,1,,2,0,0,0,0,0,0,502,0,0,
,60253,0,7,0,0,0,3,1 3110 20795,1,,2,0,0,0,0,0,0,502,0,0,
,60254,0,7,0,0,0,3,1 3110 20796,1,,2,0,0,0,0,0,0,502,0,0,
,60255,0,7,0,0,0,3,1 3110 20797,1,,2,0,0,0,0,0,0,503,0,0,
,60256,0,7,0,0,0,3,1 3112 20820,1,,2,0,0,0,0,0,0,502,0,0,
,60257,0,7,0,0,0,3,1 3112 20821,1,,2,0,0,0,0,0,0,502,0,0,
,60258,0,7,0,0,0,3,1 3112 20822,1,,2,0,0,0,0,0,0,502,0,0,
,60259,0,7,0,0,0,3,1 3112 20823,1,,2,0,0,0,0,0,0,502,0,0,
,60260,0,7,0,0,0,3,1 3112 20824,1,,2,0,0,0,0,0,0,503,0,0,
,60261,0,7,0,0,0,3,1 3113 20811,1,,2,0,0,0,0,0,0,502,0,0,
,60262,0,7,0,0,0,3,1 3113 20812,1,,2,0,0,0,0,0,0,502,0,0,
,60263,0,7,0,0,0,3,1 3113 20813,1,,2,0,0,0,0,0,0,502,0,0,
,60264,0,7,0,0,0,3,1 3113 20814,1,,2,0,0,0,0,0,0,502,0,0,
,60265,0,7,0,0,0,3,1 3113 20815,1,,2,0,0,0,0,0,0,503,0,0,
,60266,0,7,0,0,0,3,1 3114 20829,1,,2,0,0,0,0,0,0,502,0,0,
,60267,0,7,0,0,0,3,1 3114 20830,1,,2,0,0,0,0,0,0,502,0,0,
,60268,0,7,0,0,0,3,1 3114 20831,1,,2,0,0,0,0,0,0,502,0,0,
,60269,0,7,0,0,0,3,1 3114 20832,1,,2,0,0,0,0,0,0,502,0,0,
,60270,0,7,0,0,0,3,1 3114 20833,1,,2,0,0,0,0,0,0,503,0,0,
,60271,0,7,0,0,0,3,1 3115 20838,1,,2,0,0,0,0,0,0,502,0,0,
,60272,0,7,0,0,0,3,1 3115 20839,1,,2,0,0,0,0,0,0,502,0,0,
,60273,0,7,0,0,0,3,1 3115 20840,1,,2,0,0,0,0,0,0,502,0,0,
,60274,0,7,0,0,0,3,1 3115 20841,1,,2,0,0,0,0,0,0,502,0,0,
,60275,0,7,0,0,0,3,1 3115 20842,1,,2,0,0,0,0,0,0,503,0,0,
,60276,0,7,0,0,0,3,1 3116 20847,1,,2,0,0,0,0,0,0,0,0,0,
,60277,0,7,0,0,0,3,1 3116 20848,1,,2,0,0,0,0,0,0,0,0,0,
,60278,0,7,0,0,0,3,1 3116 20849,1,,2,0,0,0,0,0,0,0,0,0,
,60279,0,7,0,0,0,3,1 3116 20850,1,,2,0,0,0,0,0,0,0,0,0,
,60280,0,7,0,0,0,3,1 3116 20851,1,,2,0,0,0,0,0,0,0,0,0,
,60290,0,7,0,0,0,0,,1,,2,0,0,0,0,0,0,504,0,0,
,60293,0,7,0,0,0,3,1 3124 40266,1,,2,0,0,0,0,0,0,504,0,0,
,60294,0,7,0,0,0,3,1 3125 40268,1,,2,0,0,0,0,40268,0,504,0,0,
,60295,0,7,1,0,0,3,1 3126 60425,1,,2,0,0,0,0,0,0,504,0,0,
,60296,0,7,0,0,0,3,1 3127 40274,1,,2,0,0,0,0,0,0,504,0,0,
,60297,0,7,0,0,0,3,1 3128 40276,1,,2,0,0,0,0,40276,0,504,0,0,
,60298,0,7,0,0,0,3,1 3131 60440,1,,2,0,0,0,0,0,0,504,0,0,
,60299,0,7,0,0,0,3,"0 3129 12.14,2.53,94.56",1,,2,0,0,0,0,0,0,504,0,0,
,60300,0,7,0,0,0,3,1 3136 60452,1,,2,0,0,0,0,0,0,504,0,0,
,60301,0,7,0,0,0,3,,1,,2,0,0,0,0,0,0,504,0,0,
,60302,0,1,0,0,0,0,,1,,2,0,0,0,0,0,0,0,0,0,
,60303,0,7,0,0,0,1,,1,,2,0,0,0,0,0,0,504,0,0,
,60304,0,7,0,0,0,0,,1,,2,0,0,0,0,0,0,504,0,0,
,60305,0,7,0,0,0,3,1 3137 40290,1,,2,0,0,0,0,0,0,504,0,0,
,60306,0,7,0,0,0,3,1 3138 40296,1,,2,0,0,0,0,0,0,504,0,0,
,60307,0,7,0,0,0,3,2 3139 200689,1,,2,0,0,0,0,0,0,503,0,0,
,60308,0,7,0,0,0,3,2 3140 200692,1,,2,0,0,0,0,200692,0,503,0,0,
,60309,0,7,0,0,0,3,2 3141 200699,1,,2,0,0,0,0,200699,0,503,0,0,
,60310,0,7,0,0,0,3,2 3142 200704,1,,2,0,0,0,0,200704,0,503,0,0,
,60311,0,7,0,0,0,3,2 3143 200709,1,,2,0,0,0,0,200709,0,503,0,0,
,60312,0,7,0,0,0,3,2 3144 200713,1,,2,0,0,0,0,200713,0,503,0,0,
,60313,0,7,0,0,0,3,2 3145 200721,1,,2,0,0,0,0,200721,0,502,0,0,
,60314,0,7,0,0,0,3,2 3146 200735,1,,2,0,0,0,0,200735,0,503,0,0,
,60316,0,7,0,0,0,3,1 3147 30672,1,,2,0,0,0,0,"19.45,22.686,115.586",0,501,0,0,
,60317,0,7,0,0,0,3,2 3147 200738,1,,2,0,0,0,0,200738,0,502,0,0,
,60318,0,7,0,0,0,3,"0 3147 32.789,22.625,107.49",1,,2,0,0,0,0,"1 0 3147 0,0,0",0,503,0,0,
,60320,0,7,0,0,0,0,,1,,5,0,0,0,0,0,0,0,0,0,
,60321,0,7,0,0,0,3,1 3148 30680,1,,5,0,0,0,0,0,0,0,0,0,
,60322,0,7,0,0,0,3,1 3148 30682,1,,5,0,0,0,0,0,0,0,0,0,
,60323,0,7,0,0,0,3,1 3148 30683,1,,2,0,0,0,0,0,0,0,0,0,
,60324,0,7,0,0,0,3,1 3149 30687,1,,1,0,0,0,0,0,0,0,0,0,
,60325,0,7,0,0,0,3,"0 3149 58.59,-9.29,-4.01",1,,1,0,0,0,0,"2 0 3149 58.59,-9.29,-4.01",0,0,0,0,
,60326,0,7,0,0,0,0,,1,,1,0,0,0,0,,0,0,0,0,
,60327,0,7,0,0,0,3,"0 3149 84.77,-8.03,7.724",1,,1,0,0,0,0,"2 0 3149 84.77,-8.03,7.724",0,0,0,0,
,60328,0,7,0,0,0,3,"0 2001 8.73,0.05,-17.75",1,,5,0,0,0,0,,0,508,0,0,
,60329,0,7,0,0,0,0,,1,,5,0,0,0,0,0,0,508,0,0,
,60330,0,7,0,0,0,0,,1,,1,0,0,0,0,0,0,0,0,0,
,60331,0,7,0,0,0,3,1 3153 21014,1,,2,0,0,0,0,0,0,0,0,0,
,60332,0,7,0,0,0,3,1 3153 21015,1,,2,0,0,0,0,0,0,0,0,0,
,60333,0,7,0,0,0,3,1 3153 21016,1,,2,0,0,0,0,0,0,0,0,0,
,60334,0,7,0,0,0,3,1 3097 20636,1,,2,0,0,0,0,0,0,0,0,0,
,60335,0,7,0,0,0,3,1 3097 20637,1,,2,0,0,0,0,0,0,0,0,0,
,60336,0,7,0,0,0,3,1 3099 20667,1,,2,0,0,0,0,0,0,502,0,0,
,60337,0,7,0,0,0,3,1 3099 20668,1,,2,0,0,0,0,0,0,502,0,0,
,60338,0,7,0,0,0,3,1 3098 20664,1,,2,0,0,0,0,0,0,502,0,0,
,60339,0,7,0,0,0,3,1 3098 21029,1,,2,0,0,0,0,0,0,502,0,0,
,60340,0,7,0,0,0,0,,1,,1,0,0,0,0,0,0,0,0,0,
,60341,0,1,0,0,0,0,,1,,2,0,0,0,0,0,0,0,0,0,
,60342,0,1,0,0,0,3,2 9011 200156,1,,2,0,0,0,0,200156,0,0,0,0,
,60347,0,7,0,0,0,3,"0 3156 -77.58,0.03,28.95",1,,5,0,0,0,0,0,0,0,0,0,
,60348,0,7,0,0,0,3,1 3156 40350,1,,5,0,0,0,0,1 1 3156 40350,0,0,0,0,
,60349,0,7,0,0,0,0,,1,,2,0,0,0,0,0,0,0,0,0,
,60350,0,7,0,0,0,3,2 3158 200834,1,,5,0,0,0,0,1 2 3158 200834,0,0,0,0,
,60351,0,7,0,0,0,3,1 3158 21198,1,,5,0,0,0,0,1 1 3158 21198,0,0,0,0,
,60352,0,7,0,0,0,1,,1,,2,0,0,0,0,0,0,0,0,0,
,60353,0,7,0,0,0,3,,1,,5,0,0,0,0,0,0,502,0,0,
,60354,0,7,0,0,0,3,,1,,5,0,0,0,0,0,0,502,0,0,
,60357,0,7,0,0,0,3,1 3163 21279,1,,2,0,0,0,0,0,0,0,0,0,
,60358,0,7,0,0,0,3,1 3163 21280,1,,2,0,0,0,0,0,0,0,0,0,
,60359,0,7,0,0,0,3,1 3163 21281,1,,2,0,0,0,0,0,0,0,0,0,
,60360,0,7,0,0,0,3,1 3163 21282,1,,2,0,0,0,0,0,0,0,0,0,
,60361,0,7,0,0,0,3,1 3163 21283,1,,2,0,0,0,0,0,0,0,0,0,
,60362,0,7,0,0,0,3,1 3164 21288,1,,2,0,0,0,0,0,0,0,0,0,
,60363,0,7,0,0,0,3,1 3164 21289,1,,2,0,0,0,0,0,0,0,0,0,
,60364,0,7,0,0,0,3,1 3164 21290,1,,2,0,0,0,0,0,0,0,0,0,
,60365,0,7,0,0,0,3,1 3164 21291,1,,2,0,0,0,0,0,0,0,0,0,
,60366,0,7,0,0,0,3,1 3164 21292,1,,2,0,0,0,0,0,0,0,0,0,
,60367,0,7,0,0,0,3,1 3165 21297,1,,2,0,0,0,0,0,0,0,0,0,
,60368,0,7,0,0,0,3,1 3165 21298,1,,2,0,0,0,0,0,0,0,0,0,
,60369,0,7,0,0,0,3,1 3165 21299,1,,2,0,0,0,0,0,0,0,0,0,
,60370,0,7,0,0,0,3,1 3165 21300,1,,2,0,0,0,0,0,0,0,0,0,
,60371,0,7,0,0,0,3,1 3165 21301,1,,2,0,0,0,0,0,0,0,0,0,
,60372,0,7,0,0,0,3,1 3166 21306,1,,2,0,0,0,0,0,0,0,0,0,
,60373,0,7,0,0,0,3,1 3166 21307,1,,2,0,0,0,0,0,0,0,0,0,
,60374,0,7,0,0,0,3,1 3166 21308,1,,2,0,0,0,0,0,0,0,0,0,
,60375,0,7,0,0,0,3,1 3166 21309,1,,2,0,0,0,0,0,0,0,0,0,
,60376,0,7,0,0,0,3,1 3166 21310,1,,2,0,0,0,0,0,0,0,0,0,
,60377,0,7,0,0,0,3,1 3167 21315,1,,2,0,0,0,0,0,0,0,0,0,
,60378,0,7,0,0,0,3,1 3167 21316,1,,2,0,0,0,0,0,0,0,0,0,
,60379,0,7,0,0,0,3,1 3167 21317,1,,2,0,0,0,0,0,0,0,0,0,
,60380,0,7,0,0,0,3,1 3167 21318,1,,2,0,0,0,0,0,0,0,0,0,
,60381,0,7,0,0,0,3,1 3167 21319,1,,2,0,0,0,0,0,0,0,0,0,
,60382,0,7,0,0,0,3,1 3168 21324,1,,2,0,0,0,0,0,0,0,0,0,
,60383,0,7,0,0,0,3,1 3168 21325,1,,2,0,0,0,0,0,0,0,0,0,
,60384,0,7,0,0,0,3,1 3168 21326,1,,2,0,0,0,0,0,0,0,0,0,
,60385,0,7,0,0,0,3,1 3168 21327,1,,2,0,0,0,0,0,0,0,0,0,
,60386,0,7,0,0,0,3,1 3168 21328,1,,2,0,0,0,0,0,0,0,0,0,
,60387,0,7,0,0,0,3,1 3169 21333,1,,2,0,0,0,0,0,0,0,0,0,
,60388,0,7,0,0,0,3,1 3169 21334,1,,2,0,0,0,0,0,0,0,0,0,
,60389,0,7,0,0,0,3,1 3169 21335,1,,2,0,0,0,0,0,0,0,0,0,
,60390,0,7,0,0,0,3,1 3169 21336,1,,2,0,0,0,0,0,0,0,0,0,
,60391,0,7,0,0,0,3,1 3169 21337,1,,2,0,0,0,0,0,0,0,0,0,
,60392,0,7,0,0,0,3,1 3170 21342,1,,2,0,0,0,0,0,0,0,0,0,
,60393,0,7,0,0,0,3,1 3170 21343,1,,2,0,0,0,0,0,0,0,0,0,
,60394,0,7,0,0,0,3,1 3170 21344,1,,2,0,0,0,0,0,0,0,0,0,
,60395,0,7,0,0,0,3,1 3170 21345,1,,2,0,0,0,0,0,0,0,0,0,
,60396,0,7,0,0,0,3,1 3170 21346,1,,2,0,0,0,0,0,0,0,0,0,
,60397,0,7,0,0,0,3,1 3171 21351,1,,2,0,0,0,0,0,0,0,0,0,
,60398,0,7,0,0,0,3,1 3171 21352,1,,2,0,0,0,0,0,0,0,0,0,
,60399,0,7,0,0,0,3,1 3171 21353,1,,2,0,0,0,0,0,0,0,0,0,
,60400,0,7,0,0,0,3,1 3171 21354,1,,2,0,0,0,0,0,0,0,0,0,
,60401,0,7,0,0,0,3,1 3171 21355,1,,2,0,0,0,0,0,0,0,0,0,
,60402,0,7,0,0,0,3,1 3172 21360,1,,2,0,0,0,0,0,0,0,0,0,
,60403,0,7,0,0,0,3,1 3172 21361,1,,2,0,0,0,0,0,0,0,0,0,
,60404,0,7,0,0,0,3,1 3172 21362,1,,2,0,0,0,0,0,0,0,0,0,
,60405,0,7,0,0,0,3,1 3172 21363,1,,2,0,0,0,0,0,0,0,0,0,
,60406,0,7,0,0,0,3,1 3172 21364,1,,2,0,0,0,0,0,0,0,0,0,
学习镶嵌符文,70072,0,9,0,0,0,1,,1,,2,0,0,0,0,0,0,401,0,0,
