,required,required,optional,optional,optional,optional,optional,optional,optional,repeated,repeated,optional,repeated,optional,repeated,optional
,9000127,暗黑战魂,0,0,1,3,1,41,9000127,,5200801;5200802;5200803,"0,1,0;0,0,2",0,"0,0;0,0,2;0,0;0,1;0,1,2,2",0,0
,9000128,嗜血战魂,0,0,1,3,1,40,9000128,1091,5200301;5200302,"0,0,1;0,0,1,1",0,"0,0;0,0,1;0,0;0,0,1,1",0,0
,9000129,武装狼人,0,0,1,1,1,41,9000129,,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
亡魂首领,9000130,亡魂首领,0,0,1,3,1,33,9000130,,5200801;5200802;5200803,"2,0;0,1,1",0,"0,0;0,1,2;0,0;0,1;0,1,2,2",0,0
巨熊首领,9000131,巨熊首领,0,0,1,1,1,33,9000131,1091,1001501;1001502;1001503,"0,2,1;0,1,0",0,"0,1,2;0,1,0",0,0
巨石首领,9000132,巨石首领,0,0,1,5,1,33,9000132,,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1;0,1,0",0,0
泰坦之魂,9000133,泰坦之魂,0,1,2,5,1,34,9000133,,1005201;1005202;1005203,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,9000147,晶石暴熊,0,0,1,1,1,37,9000147,1011;1101,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000148,加雷昂,0,0,1,4,1,35,9000148,1141,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,2;0,1,0,1;0,1,0,2;0,1;0,1,0,1",0,0
,9000154,狂化阿噗,201,0,1,6,1,1,9000154,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000155,黑色荆棘米莱,201,0,1,4,1,1,9000155,,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
,9000156,亡魂死徒,102,0,1,3,1,1,9000156,,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000157,亡魂死士,102,0,1,3,1,1,9000157,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000158,巨骨熊,101,0,1,1,1,1,9000158,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000159,不死者,104,0,1,3,1,1,9000159,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000160,大鱼妖巴奇,102,0,1,5,2,0,9000160,1021,1002801;1002802;1002803,"1,0;0,1,0,2",0,"0,0,1;0,0,1;1,2,1,0",0,0
,9000161,巫傀,0,0,2,6,2,30,9000161,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000162,末日女巫,0,2,2,6,1,31,9000162,1031,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,9000163,哥布林雷夫,102,0,1,5,1,0,10005,,1000501;1000502,"0,0,1",0,"0,1;0,1,1",0,0
,9000164,哥布林斯皮尔,102,0,1,5,1,0,10005,,1000501;1000502,"0,0,1",0,"0,1;0,1,1",0,0
,9000165,先驱者57号,101,0,1,7,1,0,10016,1021,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000166,滚石怪塔基,101,0,1,5,1,0,10017,1011,1001701;1001702,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000167,奇怪的生物,301,1,1,6,1,1,10033,,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
怨念丧尸,9000168,怨念丧尸,301,0,1,3,1,1,10019,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000170,檐鬼,0,0,1,6,2,37,9000170,,10601;10602;10603;10604;10605;10606;10607;10608,"4,5,6",0,0;1,0,0
贪婪,9000171,贪婪,0,2,1,6,1,60,9000171,1111;1121;1141;1061,1003101;1003102;1003103;1003110;1003111;1003112;1003131,"6,6",0,"6,6",0,0
,9000173,狮心魔骑贝恩,201,0,1,3,1,1,9000173,,5200801;5200802;5200803,"0,1;0,0,2;0,0",0,"0,1;0,0,2;0,0;1,2,2;0,0",0,0
,9000174,欺诈师,301,0,1,4,1,1,9000174,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,9000175,神秘怪盗,301,0,1,4,1,1,10001,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000192,萤火熊,101,0,1,1,1,1,9000147,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000193,受惊的僵尸,104,0,1,3,1,1,9000090,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000194,狂化阿噗,201,1,1,6,1,1,9000194,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000195,草原游侠,101,0,1,4,1,1,9000195,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,9000197,魔脊半鱼人,0,0,1,5,1,40,9000197,1091,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,9000198,巫袍鹿角兽,0,0,1,1,1,41,9000198,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000199,暗黑战魂,0,1,1,3,1,42,9000199,,5200801;5200802;5200803,"0,1,0;0,0,2",0,"0,0;0,0,2;0,0;0,1;0,1,2,2",0,0
,9000200,嗜血战魂,0,1,1,3,1,42,9000200,,5200301;5200302,"0,0,1;0,0,1,1",0,"0,0;0,0,1;0,0;0,0,1,1",0,0
戈壁火狐,9000206,戈壁火狐,101,0,1,5,1,1,9000206,,1005301;1005302,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
三月边陲巡逻,9000207,魔斧鹿角兽,101,0,1,1,1,1,10034,,1003401;1003402;1003403,"0,1,0,2",0,"0,1,0;0,1;0,1,1,2;0,1,0;0,1,2",0,0
三月边陲巡逻,9000208,鹿角兽队长,101,0,1,1,1,1,10024,,1002401;1002402;1002403,"0,1,0;0,1,0,2",0,"0,1,0;0,1;0,1,1,2;0,1,0;0,1,2",0,0
三月边陲巡逻,9000209,沙漠巨人,101,0,1,5,1,1,10052,,1005201;1005202;1005203,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,9000210,感染的冒险者,103,0,1,3,1,1,9000210,,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000211,熊人战士,101,0,1,1,1,1,9000211,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000212,鹿角兽队长,201,1,1,1,1,1,9000212,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000213,枭鹰族猎手,0,2,1,1,1,45,9000213,1637;1640,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000214,蚀魔狐,0,0,1,5,1,43,9000214,1021;1633,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000215,海魔,0,1,1,6,1,43,9000215,1021;1626,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000216,狐克斯,102,0,1,5,1,1,9000216,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000218,枭鹰斥候,0,0,1,1,1,43,9000218,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000219,橙翼蜂,0,1,1,2,1,43,9000219,1637,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000220,枭鹰族猎手,0,0,1,1,1,45,9000220,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000221,狐克斯,102,0,1,5,1,0,9000221,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000222,鹿角兽,101,0,1,1,1,0,9000222,,1003401;1003402;1003403,"0,1,0,2",0,"0,1,0;0,1;0,1,1,2;0,1,0;0,1,2",0,0
,9000224,嗜血战魂,203,1,1,3,1,0,9000224,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000225,巨骨熊,101,0,1,1,1,1,9000225,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000226,部落精英战士,203,0,1,4,1,0,9000226,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000231,供品窃贼,101,0,1,5,1,0,9000231,,1005301;1005302,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000232,纳雅卫兵,0,0,1,4,1,45,9000232,1607,5202101;5202102;5202103,"1,0,2",0,"1,0,0;1,0,2",0,0
,9000234,先驱者8号,0,1,1,7,1,46,9000234,1011,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000235,卫兵,201,0,1,4,1,0,9000235,,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0;0,0,2;0,1;0,0;0,1,2,2",0,0
,9000236,狼人战士,101,0,1,1,1,0,9000236,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
白眼独狼,9000237,白眼独狼,101,0,1,1,1,0,10023,,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
碎魂狼王,9000238,碎魂狼王乌迪尔,201,1,1,1,1,0,10026,1111;1151,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
劫匪哥布林,9000239,海盗皮耶罗,203,1,1,3,1,0,9000239,1101,1003801;1003802;1003803,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
斗篷女盗贼,9000240,斗篷女盗贼,101,0,1,4,1,0,10001,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
盗贼,9000241,盗贼,201,1,1,4,1,0,10022,1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
黑色荆棘,9000242,黑色荆棘,201,1,1,4,1,0,10021,,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
哈扎克,9000243,哈扎克,102,1,1,5,1,0,10005,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
劫匪,9000244,劫匪,103,0,1,4,1,0,9000244,,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
鹿角兽队长,9000245,鹿角兽队长,201,1,1,1,1,0,10024,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
沙漠毒蝎,9000246,沙漠毒蝎,101,0,1,2,1,0,10010,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
沙漠火狐,9000247,沙漠火狐,101,0,1,5,1,0,10053,,1005301;1005302,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
武装熊人战士,9000248,武装熊人战士,201,1,1,1,1,0,10015,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
要塞守卫官,9000249,要塞守卫官,203,1,1,4,1,0,10048,1101,1004801;1004802,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000252,泪目狼人,101,0,1,1,1,1,10044,,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000253,泪目狼人,101,0,1,1,1,1,10044,,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000254,女巫仆从,101,0,1,6,2,1,10058,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000255,逃亡的部落战士,203,1,1,4,1,1,10002,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000257,魔族士兵,101,0,1,3,1,0,52002,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000259,丧尸法师,204,1,1,3,1,16,10013,,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000260,森林偷猎者,101,0,1,5,1,0,9000260,,1005101;1005102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000261,盗矿人,102,0,1,4,1,0,9000261,,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000262,魔篷女巫,204,1,1,6,1,0,9000262,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,9000263,受惊的僵尸,104,0,1,3,1,0,9000263,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000264,萤火熊,101,0,1,1,1,0,9000264,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000265,萤火熊,101,0,1,1,1,0,9000265,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000266,食人魔哈蒙,101,1,1,1,1,0,9000266,1111,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000267,蒙面狂徒,103,0,1,3,1,0,9000267,,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000268,鹿角怪,201,1,1,1,1,0,9000268,,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000269,寄居熊,101,0,1,1,1,0,9000269,,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000270,矮巨人指挥官,203,1,1,4,1,1,9000270,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
贝拉,9000271,蓝铠骨魔,0,0,1,6,1,47,9000271,1626,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,9000272,蚀魔兽,0,0,1,5,1,47,9000272,1631,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000273,默希娅,0,0,2,6,1,48,9000273,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000274,默希娅,0,1,2,6,1,48,9000274,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000276,伊甸傀从,0,0,1,6,2,45,9000276,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000277,贝希摩斯1号,0,1,1,7,1,47,9000277,1606,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000278,希波,0,2,1,4,1,47,9000278,1041;1606,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000279,禁卫军伪装者,101,0,1,3,1,1,9000279,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000280,巨斧吉塔,203,1,1,4,1,1,9000280,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000285,巫傀,101,0,1,6,2,1,9000285,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,9000287,狂化阿噗,201,0,1,6,1,1,9000194,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000289,草原蝎子,101,0,1,2,1,0,9000246,1061,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000290,狂化魔灵,201,0,1,6,1,1,9000194,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
鹿角兽,9000293,袭击者,0,0,1,4,1,48,9000293,1605,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000294,先驱者6号,0,1,1,7,1,49,9000294,1622,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000295,副官列夫,0,0,1,4,1,49,9000295,1631,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000297,枯叶蜂,103,0,1,2,1,1,9000297,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000298,矮巨人矿工,202,0,1,4,1,1,9000298,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,9000299,夺命蜂王,203,1,1,2,1,1,9000299,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000300,迷雾魔战士,203,1,1,3,1,1,9000300,1131,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000301,边陲劫掠者,101,0,1,5,1,1,10001,,1005101;1005102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000302,枭鹰,0,1,1,1,1,0,9000302,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000303,枭鹰露妮,0,0,1,1,1,0,52012,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000314,摩尼耶,0,0,1,4,1,50,9000314,1605;1021,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
暗黑战魂,9000324,暗黑战魂,0,0,1,3,1,55,9000324,1141,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000325,兰奇,0,0,1,4,2,60,9000325,,10301;10302;10303;10304;10305;10306;10307,"3,6;0",0,0;0,0,0
,9000326,乔伊,0,0,1,6,2,60,9000326,,40101;40102;40103;40104;40105;40106;40107,"1,4;6",0,6;0,0,0
,9000397,爱琪,0,0,2,4,2,60,9000397,,30201;30202;30203;30204;30205;30206;30207,"3,4,6;0",0,0;0,0,0
,9000398,黑色蔷薇费玛,0,0,2,4,2,60,9000398,,1002101;1002102;1002103,"0,1;0,1",0,"0,1;0,1",0,0
,9000399,机械实验体B2,101,0,1,4,2,1,9000399,,5202401;5202402;5202403,"1,0;0,1,0,2",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,9000400,鬼祟潜伏者,101,0,1,5,1,1,9000400,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,9000401,纳雅卫队长,205,1,1,4,1,1,9000401,,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000410,荒野赤狐,0,0,1,5,1,43,9000410,1021;1640,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000411,褐尾蝎,0,0,1,2,1,43,9000411,1021;1605,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000412,纳雅卫兵,0,0,1,4,1,45,9000232,1607,5202101;5202102;5202103,"1,0,2",0,"1,0,0;1,0,2",0,0
,9000413,巨骨熊,101,0,1,1,1,1,9000413,1111,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000414,草原游侠,101,0,1,4,1,1,9000414,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,9000415,森林猎手,101,0,1,5,1,1,9000415,,1005101;1005102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000416,枭鹰,203,1,1,1,1,1,9000415,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000417,山岭巨人,203,1,1,5,1,1,9000417,1111;1011,1001401;1001402;1001403,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,9000418,暴虐者,103,0,1,3,1,1,9000418,,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000419,暴虐者,103,0,1,4,1,1,9000419,,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000420,暗影骑士,101,0,1,4,1,1,9000420,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000421,暗影骑士,101,0,1,3,1,1,9000421,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000422,蛮荒熊人,101,1,1,1,1,1,9000422,,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000423,机械怪杰,101,1,1,4,1,1,9000423,,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000424,鱼妖,102,0,1,5,1,1,10028,,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,9000425,小鱼龙,102,0,1,5,1,1,10047,,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,9000426,合成怪,102,0,1,5,1,1,52014,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000427,采矿工兵,102,0,1,4,1,1,10046,,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000428,海魔,101,1,1,6,1,1,52018,,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000429,夜崎隐,0,0,1,6,1,60,9000429,,10701;10702;10703;10704;10705;10706;10707,"2,3;6",0,"0,2,4;1,3,6",0,0
,9000430,尼格斯,0,2,1,6,2,60,9000430,,900101;900102;900103;900104,2;0,0,"0,1,2;0,2,1,3;0,1,1",0,0
浮士德72,9000432,浮士德72,0,0,1,7,1,50,9000432,1021,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0;0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
机械石像鬼,9000433,机械石像鬼,0,1,1,6,2,51,9000433,1607,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
袭击者,9000434,袭击者,0,0,1,4,2,52,9000434,1605;1021,5200201;5200202,"0,0,1",0,"0,0,1",0,0
摩尼耶,9000435,摩尼耶,0,0,1,4,2,52,9000435,1011;1610;1618,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
,9000436,枭鹰,201,0,1,1,1,0,9000436,,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000437,枯叶蜂王,203,0,1,2,1,0,9000437,,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000438,沙漠巨人,203,0,1,0,1,0,9000438,,1005201;1005202;1005203,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,9000439,宝箱怪,201,0,1,6,1,0,9000439,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,9000440,机械石像,204,0,1,6,1,0,9000440,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000441,夜崎隐,0,0,1,6,1,99,9000441,,10701;10702;10703;10704;10705;10706;10707,"0,1;6",0,"0,2,4;1,3,6",0,0
,9000442,尼格斯,0,2,1,6,2,99,9000442,,900101;900102;900103;900104,"1,2",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000443,愤怒,0,1,1,6,2,52,9000443,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000444,J博士,203,1,1,4,1,0,9000444,1021,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000445,白银盾战,102,0,1,4,1,0,9000445,,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0;0,0,2;0,1;0,0;0,1,2,2",0,0
,9000446,黄金首领,204,1,1,4,1,0,9000446,1131,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000447,锤子团首领,201,0,1,4,1,0,9000447,1101,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000448,矮巨人指挥官,204,0,1,4,1,1,9000448,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
沙海苍鹰伊妮,9000451,沙海苍鹰伊妮,0,1,1,1,1,18,9000451,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
暗夜魔导师特里,9000452,暗夜魔导师特里,0,1,1,6,2,19,9000452,1011;1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
魔魇使徒,9000453,魔魇使徒,0,1,1,6,1,19,9000453,1011;1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
审判侍从伊戈尔,9000454,审判侍从伊戈尔,0,1,1,6,1,20,9000454,3005;1619,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
锋锐刺刃丹尼尔,9000455,锋锐刺刃丹尼尔,0,1,1,2,1,21,9000455,1021;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
刺刃魔蝎,9000456,刺刃魔蝎,0,1,1,2,1,21,9000456,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
刺刃魔蝎,9000457,刺刃魔蝎,0,1,1,2,1,21,9000457,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
迷梦蛛王黛娜,9000458,迷梦蛛王黛娜,0,1,2,6,1,22,9000458,1642,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
梦魇女巫薇拉,9000459,梦魇女巫薇拉,0,1,1,6,1,23,9000459,1635,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
雾妖女巫,9000460,雾妖女巫,0,1,1,6,2,23,9000460,1620,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
