,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
目标为男性 则增伤15%,30237,,10000,1,1,20,62,1,0,0,0,10,31,0,1500,0,
XP技能2级,30260,,10000,1,1,20,62,1,0,0,0,10,31,0,2200,0,
XP技能3级,30261,,10000,1,1,20,62,1,0,0,0,10,31,0,2400,0,
XP技能4级,30262,,10000,1,1,20,62,1,0,0,0,10,31,0,2600,0,
XP技能5级,30263,,10000,1,1,20,62,1,0,0,0,10,31,0,2800,0,
XP技能6级,30264,,10000,1,1,20,62,1,0,0,0,10,31,0,3000,0,
XP技能7级,30265,,10000,1,1,20,62,1,0,0,0,10,31,0,3500,0,
,30291,,10000,1,1,20,62,1,0,0,0,10,56,1600,10,0,
,30292,,10000,1,1,20,62,1,0,0,0,10,56,2400,10,0,
,30293,,10000,1,1,20,62,1,0,0,0,10,56,3200,10,0,
,30294,,10000,1,1,20,62,1,0,0,0,10,56,4000,10,0,
技能1,40101,,10000,0,0,10,24,2009,1,1,0,10,123,2009,10,40102,
,40102,,2000,0,0,10,1,0,0,0,0,20,21,103801,1,0,
技能2,40103,,10000,0,0,10,24,2009,1,1,0,10,115,102401,102402,0,
,40104,,10000,0,0,10,24,2009,1,1,0,10,123,2009,10,40105,
,40105,,10000,0,0,10,1,0,0,0,0,10,31,0,3000,0,
技能3,40106,,10000,0,0,20,24,1024,1,1,0,10,99,40107,0,0,
,40107,,10000,0,0,10,44,0,0,0,0,10,54,5000,0,0,
,40108,,10000,0,0,20,24,1038,1,1,0,10,99,40109,0,0,
,40109,,10000,0,1,10,1,0,0,0,0,20,143,500,0,0,
,40110,,10000,0,0,10,24,1,1,0,0,10,123,2009,10,40111,1
,40111,,10000,0,0,10,44,0,0,0,0,10,11,72,0,200,
,40112,,10000,0,0,10,44,0,0,0,0,10,22,2009,1,0,
技能4,40113,,10000,0,0,10,24,1,1,0,0,10,123,2009,10,40114,1
,40114,,10000,0,0,0,1,0,0,0,0,20,140,2,10,40115,
,40115,,10000,0,0,0,1,0,0,0,0,10,31,0,3000,0,
XP技能,40116,,10000,0,0,10,24,2009,1,1,0,10,123,2009,10,40117,
,40117,,10000,0,0,10,1,0,0,0,0,10,31,0,3000,0,
防御技,40118,,10000,0,0,0,1,0,0,0,0,18,141,5000,0,0,
特性,40130,,10000,0,0,10,21,2009,0,0,0,10,40,24,1,10000,
突破1,40131,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,40132,,10000,0,0,10,40,0,0,0,0,10,115,200901,200902,0,
天赋1,40133,,10000,0,0,10,40,24,0,0,0,10,31,0,2000,0,
,40134,,10000,0,0,10,40,24,0,0,0,10,44,2009,1,1000,
天赋2,40135,,10000,0,0,10,1,0,0,0,0,10,115,103802,103801,0,
天赋3,40136,,10000,0,0,20,24,1024,1,1,0,10,11,14,0,5000,
对有黑暗状态的敌人，暴击率提高15％。,40137,,10000,0,0,20,23,1038,1,1,0,10,11,13,0,1000,
,40138,,10000,0,0,20,23,1038,1,1,0,10,11,13,0,2500,
,40139,,10000,1,1,10,201,0,0,0,0,10,99,40140,0,0,
,40140,,10000,1,1,10,24,2009,1,3,0,10,21,106101,1,0,
,40191,,10000,0,0,10,40,0,0,0,0,10,99,4019101,4019102,4019103,
,40192,,10000,0,0,10,40,0,0,0,0,10,99,4019101,4019102,4019201,
,40193,,10000,0,0,10,40,0,0,0,0,10,99,4019301,4019102,4019301,
,40194,,10000,0,0,10,40,0,0,0,0,10,99,4019401,4019402,0,
暴击,103101,,10000,1,1,20,62,1,0,0,0,10,11,13,0,10000,
破击率,103102,,10000,1,1,20,62,1,0,0,0,10,11,18,0,5000,
暴击,104101,,10000,1,1,20,62,2,0,0,0,10,11,13,0,10000,
破击率,104102,,10000,1,1,20,62,2,0,0,0,10,11,18,0,5000,
无法使用换人,106101,,10000,1,1,0,1,0,0,0,0,40,42,80,0,0,
无法使用防守,106102,,10000,1,1,0,1,0,0,0,0,40,42,70,0,0,
受到伤害减少,109101,,10000,1,1,40,63,0,0,1,0,10,99,109102,109103,0,
敌方死亡人数大于2时,109102,,10000,1,1,0,1,0,0,0,0,10,31,0,5000,0,
造成伤害增加,109103,,10000,1,1,0,1,0,0,0,0,10,36,0,3000,0,
受到伤害减少,109104,,10000,1,1,40,63,0,1,2,0,10,99,109105,109106,0,
加血量上限,109105,,10000,1,1,0,1,0,0,0,0,10,31,0,10000,0,
加当前血量,109106,,10000,1,1,0,1,0,0,0,0,10,36,0,5000,0,
敌方死亡人数等于1时,111101,,10000,0,1,0,1,0,0,0,0,10,11,1,5,5000,
造成伤害增加,111102,,10000,0,1,0,1,0,0,0,0,10,11,73,5,5000,
高物攻,112101,,10000,0,1,0,1,0,0,0,0,10,11,2,5,3000,
高魔攻,112102,,10000,0,1,0,1,0,0,0,0,10,11,3,5,3000,
暴击,114101,,10000,0,1,0,1,1,0,0,0,10,11,13,0,8000,
暴击伤害,114102,,10000,0,1,0,1,1,0,0,0,10,11,14,0,0,
破击,114103,,10000,0,1,0,1,1,0,0,0,10,11,18,0,2000,
格挡,115101,,10000,0,1,0,1,1,0,0,0,10,11,16,0,5000,
格挡减伤,115102,,10000,0,1,0,1,1,0,0,0,10,11,17,0,0,
怪物自己每使用一次技能加一层免伤状态,119101,,10000,0,0,10,44,0,0,0,0,10,21,500601,1,0,
玩家每使用一个技能后消除一个状态,119102,,10000,0,0,20,44,0,0,0,0,10,22,500601,1,0,
奥义技能奥义消耗+1000,120101,,10000,1,0,0,1,0,0,0,0,40,43,30,1,1000,
防守技能奥义值消耗+1000,120102,,10000,1,0,0,1,0,0,0,0,40,43,70,1,1000,
换人技能奥义值消耗+1000,120103,,10000,1,0,0,1,0,0,0,0,20,43,80,1,1000,
无法使用奥义技能,121101,,10000,1,1,0,1,0,0,0,0,10,42,30,0,0,
负抗300冰,123101,,10000,0,1,0,1,0,0,0,0,10,11,51,1,30000,
正抗火100,123102,,10000,0,1,0,1,0,0,0,0,10,11,52,0,10000,
负抗300火,124101,,10000,0,1,0,1,0,0,0,0,10,11,52,1,30000,
正抗冰100,124102,,10000,0,1,0,1,0,0,0,0,10,11,51,0,10000,
负抗300光,125101,,10000,0,1,0,1,0,0,0,0,10,11,53,1,30000,
正抗暗100,125102,,10000,0,1,0,1,0,0,0,0,10,11,54,0,10000,
负抗300暗,126101,,10000,0,1,0,1,0,0,0,0,10,11,54,1,30000,
正抗光100,126102,,10000,0,1,0,1,0,0,0,0,10,11,53,0,10000,
尸毒，使用技能损血,131101,,10000,0,0,10,40,0,0,0,0,10,11,73,6,1000,
超级尸毒，使用技能损血,132101,,10000,0,0,10,40,0,0,0,0,10,11,73,6,2000,
封印所有技能,134101,,10000,1,1,0,1,0,0,0,0,10,42,4,0,0,
,164401,,10000,0,0,10,1,0,0,0,0,10,11,73,5,10000,
,164402,,10000,0,0,10,1,0,0,0,0,10,21,800016,1,0,
,301001,,10000,0,1,0,1,0,0,0,0,20,11,4,6,10000,
,301002,,10000,0,1,0,1,0,0,0,0,20,11,5,6,10000,
,301003,,10000,0,1,0,1,0,0,0,0,20,11,32,6,10000,
,411101,,10000,0,1,10,2,1,0,0,0,10,144,1,800,0,
,411201,,10000,0,1,10,2,1,0,0,0,10,144,1,900,0,
,411301,,10000,0,1,10,2,1,0,0,0,10,144,1,1000,0,
,411401,,10000,0,1,10,2,1,0,0,0,10,144,1,1100,0,
,431101,,10000,0,1,20,66,1,0,0,0,10,11,32,0,1000,
,431102,,10000,0,1,20,66,2,0,0,0,10,11,32,0,1000,
,431201,,10000,0,1,20,66,1,0,0,0,10,11,32,0,1500,
,431202,,10000,0,1,20,66,2,0,0,0,10,11,32,0,1500,
,431301,,10000,0,1,20,66,1,0,0,0,10,11,32,0,2000,
,431302,,10000,0,1,20,66,2,0,0,0,10,11,32,0,2000,
,431401,,10000,0,1,20,66,1,0,0,0,10,11,32,0,2500,
,431402,,10000,0,1,20,66,2,0,0,0,10,11,32,0,2500,
,432101,,10000,0,0,20,65,4,0,0,0,10,36,0,1200,0,
,432102,,10000,0,0,20,65,5,0,0,0,10,36,0,1200,0,
,432201,,10000,0,0,20,65,4,0,0,0,10,36,0,1800,0,
,432202,,10000,0,0,20,65,5,0,0,0,10,36,0,1800,0,
,432301,,10000,0,0,20,65,4,0,0,0,10,36,0,2400,0,
,432302,,10000,0,0,20,65,5,0,0,0,10,36,0,2400,0,
,432401,,10000,0,0,20,65,4,0,0,0,10,36,0,3000,0,
,432402,,10000,0,0,20,65,5,0,0,0,10,36,0,3000,0,
,433101,,10000,0,0,20,65,1,0,0,0,10,36,0,1200,0,
,433102,,10000,0,0,20,65,2,0,0,0,10,36,0,1200,0,
,433201,,10000,0,0,20,65,1,0,0,0,10,36,0,1800,0,
,433202,,10000,0,0,20,65,2,0,0,0,10,36,0,1800,0,
,433301,,10000,0,0,20,65,1,0,0,0,10,36,0,2400,0,
,433302,,10000,0,0,20,65,2,0,0,0,10,36,0,2400,0,
,433401,,10000,0,0,20,65,1,0,0,0,10,36,0,3000,0,
,433402,,10000,0,0,20,65,2,0,0,0,10,36,0,3000,0,
,434101,,10000,0,0,20,65,3,0,0,0,10,36,0,1200,0,
,434102,,10000,0,0,20,65,6,0,0,0,10,36,0,1200,0,
,434201,,10000,0,0,20,65,3,0,0,0,10,36,0,1800,0,
,434202,,10000,0,0,20,65,6,0,0,0,10,36,0,1800,0,
,434301,,10000,0,0,20,65,3,0,0,0,10,36,0,2400,0,
,434302,,10000,0,0,20,65,6,0,0,0,10,36,0,2400,0,
,434401,,10000,0,0,20,65,3,0,0,0,10,36,0,3000,0,
,434402,,10000,0,0,20,65,6,0,0,0,10,36,0,3000,0,
,463101,,10000,0,1,20,65,1,0,0,0,10,11,32,0,1500,
,463102,,10000,0,1,20,65,2,0,0,0,10,11,32,0,1500,
,463201,,10000,0,1,20,65,1,0,0,0,10,11,32,0,2200,
,463202,,10000,0,1,20,65,2,0,0,0,10,11,32,0,2200,
,463301,,10000,0,1,20,65,1,0,0,0,10,11,32,0,2900,
,463302,,10000,0,1,20,65,2,0,0,0,10,11,32,0,2900,
,463401,,10000,0,1,20,65,1,0,0,0,10,11,32,0,3700,
,463402,,10000,0,1,20,65,2,0,0,0,10,11,32,0,3700,
,469101,,10000,0,1,10,1,0,0,0,0,10,11,73,5,500,
,469102,,10000,0,1,10,1,0,0,0,0,10,11,72,0,150,
,469201,,10000,0,1,10,1,0,0,0,0,10,11,73,5,500,
,469202,,10000,0,1,10,1,0,0,0,0,10,11,72,0,150,
,469301,,10000,0,1,10,1,0,0,0,0,10,11,73,5,500,
,469302,,10000,0,1,10,1,0,0,0,0,10,11,72,0,150,
,469401,,10000,0,1,10,1,0,0,0,0,10,11,73,5,1000,
,469402,,10000,0,1,10,1,0,0,0,0,10,11,72,0,300,
,474101,,1500,0,1,10,44,30,0,0,0,13,53,1000,0,0,
,474201,,2200,0,1,10,44,30,0,0,0,13,53,1000,0,0,
,474301,,2900,0,1,10,44,30,0,0,0,13,53,1000,0,0,
,474401,,3700,0,1,10,44,30,0,0,0,13,53,1000,0,0,
,478101,,10000,0,1,20,11,73,2,3000,0,10,11,2,5,1500,
,478102,,10000,0,1,20,11,73,2,3000,0,10,11,3,5,1500,
,478201,,10000,0,1,20,11,73,2,3000,0,10,11,2,5,2200,
,478202,,10000,0,1,20,11,73,2,3000,0,10,11,3,5,2200,
,478301,,10000,0,1,20,11,73,2,3000,0,10,11,2,5,2900,
,478302,,10000,0,1,20,11,73,2,3000,0,10,11,3,5,2900,
,478401,,10000,0,1,20,11,73,2,3000,0,10,11,2,5,3700,
,478402,,10000,0,1,20,11,73,2,3000,0,10,11,3,5,3700,
,480101,,10000,0,1,10,1,0,0,0,0,10,11,13,0,1000,
,480102,,10000,0,1,10,204,0,2,0,0,10,155,1,500,0,
,480201,,10000,0,1,10,1,0,0,0,0,10,11,13,0,1500,
,480202,,10000,0,1,10,204,0,2,0,0,10,155,1,500,0,
,480301,,10000,0,1,10,1,0,0,0,0,10,11,13,0,2000,
,480302,,10000,0,1,10,204,0,2,0,0,10,155,1,500,0,
,508101,,10000,0,0,10,11,73,2,7500,0,10,54,200,0,0,
,508102,,10000,0,0,10,11,73,2,5000,0,10,54,400,0,0,
,508103,,10000,0,0,10,11,73,2,2500,0,10,54,800,0,0,
,508201,,10000,0,0,10,11,73,2,7500,0,10,54,300,0,0,
,508202,,10000,0,0,10,11,73,2,5000,0,10,54,600,0,0,
,508203,,10000,0,0,10,11,73,2,2500,0,10,54,1200,0,0,
,508301,,10000,0,0,10,11,73,2,7500,0,10,54,400,0,0,
,508302,,10000,0,0,10,11,73,2,5000,0,10,54,800,0,0,
,508303,,10000,0,0,10,11,73,2,2500,0,10,54,1600,0,0,
,508401,,10000,0,0,10,11,73,2,7500,0,10,54,500,0,0,
,508402,,10000,0,0,10,11,73,2,5000,0,10,54,1000,0,0,
,508403,,10000,0,0,10,11,73,2,2500,0,10,54,2000,0,0,
,508501,,10000,0,0,10,11,73,2,7500,0,10,54,600,0,0,
,508502,,10000,0,0,10,11,73,2,5000,0,10,54,1200,0,0,
,508503,,10000,0,0,10,11,73,2,2500,0,10,54,2400,0,0,
,509101,,10000,0,0,10,11,73,2,7500,0,10,151,200,0,0,
,509102,,10000,0,0,10,11,73,2,5000,0,10,151,400,0,0,
,509103,,10000,0,0,10,11,73,2,2500,0,10,151,800,0,0,
,509201,,10000,0,0,10,11,73,2,7500,0,10,151,300,0,0,
,509202,,10000,0,0,10,11,73,2,5000,0,10,151,600,0,0,
,509203,,10000,0,0,10,11,73,2,2500,0,10,151,1200,0,0,
,509301,,10000,0,0,10,11,73,2,7500,0,10,151,400,0,0,
,509302,,10000,0,0,10,11,73,2,5000,0,10,151,800,0,0,
,509303,,10000,0,0,10,11,73,2,2500,0,10,151,1600,0,0,
,509401,,10000,0,0,10,11,73,2,7500,0,10,151,500,0,0,
,509402,,10000,0,0,10,11,73,2,5000,0,10,151,1000,0,0,
,509403,,10000,0,0,10,11,73,2,2500,0,10,151,2000,0,0,
,509501,,10000,0,0,10,11,73,2,7500,0,10,151,600,0,0,
,509502,,10000,0,0,10,11,73,2,5000,0,10,151,1200,0,0,
,509503,,10000,0,0,10,11,73,2,2500,0,10,151,2400,0,0,
,529101,,10000,0,0,10,1,0,0,0,0,10,11,72,1,200,
,529102,,10000,0,0,10,1,0,0,0,0,10,31,0,1500,0,
,529201,,10000,0,0,10,1,0,0,0,0,10,11,72,1,200,
,529202,,10000,0,0,10,1,0,0,0,0,10,31,0,2200,0,
,529301,,10000,0,0,10,1,0,0,0,0,10,11,72,1,200,
,529302,,10000,0,0,10,1,0,0,0,0,10,31,0,2900,0,
,529401,,10000,0,0,10,1,0,0,0,0,10,11,72,1,200,
,529402,,10000,0,0,10,1,0,0,0,0,10,31,0,3700,0,
,529501,,10000,0,0,10,1,0,0,0,0,10,11,72,1,200,
,529502,,10000,0,0,10,1,0,0,0,0,10,31,0,4500,0,
,530101,,10000,0,0,10,65,1,0,0,0,10,35,0,1500,0,
,530102,,10000,0,0,10,65,2,0,0,0,10,35,0,1500,0,
,530201,,10000,0,0,10,65,1,0,0,0,10,35,0,2200,0,
,530202,,10000,0,0,10,65,2,0,0,0,10,35,0,2200,0,
,530301,,10000,0,0,10,65,1,0,0,0,10,35,0,2900,0,
,530302,,10000,0,0,10,65,2,0,0,0,10,35,0,2900,0,
,530401,,10000,0,0,10,65,1,0,0,0,10,35,0,3700,0,
,530402,,10000,0,0,10,65,2,0,0,0,10,35,0,3700,0,
,530501,,10000,0,0,10,65,1,0,0,0,10,35,0,4500,0,
,530502,,10000,0,0,10,65,2,0,0,0,10,35,0,4500,0,
,531101,,10000,0,0,10,65,4,0,0,0,10,35,0,1500,0,
,531102,,10000,0,0,10,65,5,0,0,0,10,35,0,1500,0,
,531201,,10000,0,0,10,65,4,0,0,0,10,35,0,2200,0,
,531202,,10000,0,0,10,65,5,0,0,0,10,35,0,2200,0,
,531301,,10000,0,0,10,65,4,0,0,0,10,35,0,2900,0,
,531302,,10000,0,0,10,65,5,0,0,0,10,35,0,2900,0,
,531401,,10000,0,0,10,65,4,0,0,0,10,35,0,3700,0,
,531402,,10000,0,0,10,65,5,0,0,0,10,35,0,3700,0,
,531501,,10000,0,0,10,65,4,0,0,0,10,35,0,4500,0,
,531502,,10000,0,0,10,65,5,0,0,0,10,35,0,4500,0,
,532101,,10000,0,0,10,65,3,0,0,0,10,35,0,1500,0,
,532102,,10000,0,0,10,65,6,0,0,0,10,35,0,1500,0,
,532201,,10000,0,0,10,65,3,0,0,0,10,35,0,2200,0,
,532202,,10000,0,0,10,65,6,0,0,0,10,35,0,2200,0,
,532301,,10000,0,0,10,65,3,0,0,0,10,35,0,2900,0,
,532302,,10000,0,0,10,65,6,0,0,0,10,35,0,2900,0,
,532401,,10000,0,0,10,65,3,0,0,0,10,35,0,3700,0,
,532402,,10000,0,0,10,65,6,0,0,0,10,35,0,3700,0,
,532501,,10000,0,0,10,65,3,0,0,0,10,35,0,4500,0,
,532502,,10000,0,0,10,65,6,0,0,0,10,35,0,4500,0,
,533101,,10000,0,0,10,24,1008,1,1,0,10,35,0,1500,0,
,533201,,10000,0,0,10,24,1008,1,1,0,10,35,0,2200,0,
,533301,,10000,0,0,10,24,1008,1,1,0,10,35,0,2900,0,
,533401,,10000,0,0,10,24,1008,1,1,0,10,35,0,3700,0,
,533501,,10000,0,0,10,24,1008,1,1,0,10,35,0,4500,0,
,534101,,10000,0,0,10,24,1019,1,1,0,10,35,0,1500,0,
,534201,,10000,0,0,10,24,1019,1,1,0,10,35,0,2200,0,
,534301,,10000,0,0,10,24,1019,1,1,0,10,35,0,2900,0,
,534401,,10000,0,0,10,24,1019,1,1,0,10,35,0,3700,0,
,534501,,10000,0,0,10,24,1019,1,1,0,10,35,0,4500,0,
,535101,,10000,0,0,10,24,1001,1,1,0,10,35,0,1500,0,
,535201,,10000,0,0,10,24,1001,1,1,0,10,35,0,2200,0,
,535301,,10000,0,0,10,24,1001,1,1,0,10,35,0,2900,0,
,535401,,10000,0,0,10,24,1001,1,1,0,10,35,0,3700,0,
,535501,,10000,0,0,10,24,1001,1,1,0,10,35,0,4500,0,
,550101,,10000,0,0,10,1,0,0,0,0,10,11,4,6,10000,
,550102,,10000,0,0,10,1,0,0,0,0,10,11,5,6,10000,
,550201,,10000,0,0,10,1,0,0,0,0,10,11,4,6,10000,
,550202,,10000,0,0,10,1,0,0,0,0,10,11,5,6,10000,
,550301,,10000,0,0,10,1,0,0,0,0,10,11,4,6,10000,
,550302,,10000,0,0,10,1,0,0,0,0,10,11,5,6,10000,
,550401,,10000,0,0,10,1,0,0,0,0,10,11,4,6,10000,
,550402,,10000,0,0,10,1,0,0,0,0,10,11,5,6,10000,
,550501,,10000,0,0,10,1,0,0,0,0,10,11,4,6,10000,
,550502,,10000,0,0,10,1,0,0,0,0,10,11,5,6,10000,
,555101,,10000,0,0,10,24,1008,1,1,0,10,35,0,2400,0,
,555102,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,5,
,555201,,10000,0,0,10,24,1008,1,1,0,10,35,0,3600,0,
,555202,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,5,
,555301,,10000,0,0,10,24,1008,1,1,0,10,35,0,4800,0,
,555302,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,5,
,555401,,10000,0,0,10,24,1008,1,1,0,10,35,0,6000,0,
,555402,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,5,
,555501,,10000,0,0,10,24,1008,1,1,0,10,35,0,7200,0,
,555502,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,5,
,556101,,10000,0,0,10,24,1019,1,1,0,10,35,0,2400,0,
,556102,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,5,
,556201,,10000,0,0,10,24,1019,1,1,0,10,35,0,3600,0,
,556202,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,5,
,556301,,10000,0,0,10,24,1019,1,1,0,10,35,0,4800,0,
,556302,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,5,
,556401,,10000,0,0,10,24,1019,1,1,0,10,35,0,6000,0,
,556402,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,5,
,556501,,10000,0,0,10,24,1019,1,1,0,10,35,0,7200,0,
,556502,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,5,
,559101,,10000,0,0,10,1,0,0,0,0,30,42,80,0,0,
,900101,,10000,1,1,10,1,0,0,0,0,10,11,18,0,2000,
,900102,,10000,1,1,10,1,0,0,0,0,10,11,13,0,2000,
,900201,,10000,1,1,10,1,0,0,0,0,10,11,16,0,2000,
,900202,,10000,1,1,10,1,0,0,0,0,10,11,15,0,2000,
,900301,,10000,1,1,10,1,0,0,0,0,10,11,2,0,1000,
,900302,,10000,1,1,10,1,0,0,0,0,10,11,3,0,1000,
,900303,,10000,1,1,10,1,0,0,0,0,10,11,31,0,500,
,900401,,10000,1,1,10,1,0,0,0,0,10,11,4,0,3000,
,900402,,10000,1,1,10,1,0,0,0,0,10,11,5,0,3000,
,900403,,10000,1,1,10,1,0,0,0,0,10,11,32,0,500,
,900501,,10000,1,1,10,40,0,0,0,0,30,122,1500,0,0,
,900502,,10000,1,1,10,1,0,0,0,0,10,11,32,0,1000,
,1019101,,10000,1,1,10,44,70,0,0,0,10,21,201001,1,0,1
,1019102,,5000,1,1,30,125,70,30,0,0,10,21,201001,1,0,
,1019201,,10000,1,1,10,44,70,0,0,0,10,21,201001,1,0,1
,1019202,,10000,1,1,30,125,70,30,0,0,10,21,201001,1,0,
,1019301,,10000,1,1,10,44,70,0,0,0,10,21,201001,1,0,1
,1019302,,7500,1,1,30,125,70,30,0,0,10,21,201001,1,0,
,1019303,,7500,1,1,30,125,70,30,0,0,10,21,201001,1,0,
,1019401,,10000,1,1,10,44,70,0,0,0,10,21,201001,1,0,1
,1019402,,10000,1,1,30,125,70,30,0,0,10,21,201001,2,0,
,1029101,,10000,0,1,10,1,0,0,0,0,10,11,13,0,2000,
,1029102,,10000,0,1,10,1,0,0,0,0,10,55,5,2000,0,
,1029201,,10000,0,1,10,1,0,0,0,0,10,11,13,0,3000,
,1029202,,10000,0,1,10,1,0,0,0,0,10,55,5,3000,0,
,1029301,,10000,0,1,10,1,0,0,0,0,10,11,13,0,4000,
,1029302,,10000,0,1,10,1,0,0,0,0,10,55,5,4000,0,
,1029401,,10000,0,1,10,1,0,0,0,0,10,11,13,0,5000,
,1029402,,10000,0,1,10,1,0,0,0,0,10,55,5,5000,0,
,1039101,,10000,1,1,10,23,2012,1,1,0,10,152,1,5,1200,
,1039102,,10000,1,1,10,51,0,0,0,0,10,21,201201,1,0,
,1039103,,10000,1,1,10,51,0,0,0,0,10,21,102801,1,0,
,1039201,,10000,1,1,10,23,2012,1,1,0,10,152,1,5,1800,
,1039202,,10000,1,1,10,51,0,0,0,0,10,21,201201,1,0,
,1039203,,10000,1,1,10,51,0,0,0,0,10,21,102801,1,0,
,1039301,,10000,1,1,10,23,2012,1,1,0,10,152,1,5,2400,
,1039302,,10000,1,1,10,51,0,0,0,0,10,21,201201,1,0,
,1039303,,10000,1,1,10,51,0,0,0,0,10,21,102801,1,0,
,1039401,,10000,1,1,10,23,2012,1,1,0,10,152,1,5,3000,
,1039402,,10000,1,1,10,51,0,0,0,0,10,21,201201,1,0,
,1039403,,10000,1,1,10,51,0,0,0,0,10,21,102801,1,0,
,1049101,,10000,1,1,30,44,80,0,0,0,10,99,1049102,0,0,
,1049102,,10000,0,0,10,1,0,0,0,0,11,21,100901,1,0,
,1049201,,10000,0,0,10,1,0,0,0,0,10,115,100902,100901,0,
,1049202,,10000,1,1,30,44,80,0,0,0,10,99,1049203,0,0,
,1049203,,10000,0,0,10,1,0,0,0,0,11,21,100901,1,0,
,1049301,,10000,0,0,10,1,0,0,0,0,10,115,100903,100901,0,
,1049302,,10000,1,1,30,44,80,0,0,0,10,99,1049303,0,0,
,1049303,,10000,0,0,10,1,0,0,0,0,11,21,100901,1,0,
,1049401,,10000,0,0,10,1,0,0,0,0,10,150,5,5000,0,
,1049402,,10000,0,0,10,1,0,0,0,0,10,161,5000,0,0,
,1059101,,10000,3,1,10,2,1,0,0,0,10,21,104811,3,0,
,1059102,,10000,0,1,10,51,0,0,0,0,10,21,104811,3,0,
,1059103,,10000,0,1,10,31,3,1,0,0,10,22,1048,1,0,
,1059201,,10000,3,1,10,2,1,0,0,0,10,21,104811,4,0,
,1059202,,10000,0,1,10,51,0,0,0,0,10,21,104811,4,0,
,1059203,,10000,0,1,10,31,3,1,0,0,10,22,1048,1,0,
,1059301,,10000,3,1,10,2,1,0,0,0,10,21,104811,5,0,
,1059302,,10000,0,1,10,51,0,0,0,0,10,21,104811,5,0,
,1059303,,10000,0,1,10,31,3,1,0,0,10,22,1048,1,0,
,1059401,,10000,3,1,10,2,1,0,0,0,10,21,104811,6,0,
,1059402,,10000,0,1,10,51,0,0,0,0,10,21,104811,6,0,
,1059403,,10000,0,1,10,31,3,1,0,0,10,22,1048,1,0,
,1069101,,10000,0,0,10,1,0,0,0,0,10,40,80,1,1000,
,1069102,,10000,0,0,10,1,0,0,0,0,10,11,73,5,100,
,1069201,,10000,0,0,10,1,0,0,0,0,10,40,80,1,1000,
,1069202,,10000,0,0,10,1,0,0,0,0,10,11,73,5,150,
,1069301,,10000,0,0,10,1,0,0,0,0,10,40,80,1,1000,
,1069302,,10000,0,0,10,1,0,0,0,0,10,11,73,5,200,
,1069401,,10000,0,0,10,1,0,0,0,0,10,40,80,1,1000,
,1069402,,10000,0,0,10,1,0,0,0,0,10,11,73,5,100,
,1079101,,10000,0,0,10,118,2014,2015,2016,2017,10,36,0,2000,0,
,1079201,,10000,0,0,10,118,2014,2015,2016,2017,10,36,0,3000,0,
,1079301,,10000,0,0,10,118,2014,2015,2016,2017,10,36,0,4000,0,
,1079401,,10000,0,0,10,118,2014,2015,2016,2017,10,36,0,5000,0,
,1089101,,10000,0,0,10,1,0,0,0,0,30,122,5,600,0,
,1089201,,10000,0,0,10,1,0,0,0,0,30,122,5,900,0,
,1089301,,10000,0,0,10,1,0,0,0,0,30,122,5,1200,0,
,1089401,,10000,0,0,10,1,0,0,0,0,30,122,5,1500,0,
,1119101,,10000,1,1,10,71,0,0,0,0,10,99,16,5,2000,
,1119102,,10000,1,1,10,42,24,1,1,0,10,158,74,3000,0,
,1119201,,10000,1,1,10,71,0,0,0,0,10,99,16,5,2500,
,1119202,,10000,1,1,10,42,24,1,1,0,10,158,74,4500,0,
,1119301,,10000,1,1,10,71,0,0,0,0,10,99,16,5,3000,
,1119302,,10000,1,1,10,42,24,1,1,0,10,158,74,6000,0,
,1129101,,10000,0,0,10,40,21,0,0,0,10,11,13,0,1200,
,1129102,,10000,0,0,10,40,21,0,0,0,10,99,1129103,0,0,
,1129103,,4000,0,0,10,31,2,0,0,0,10,40,22,6,10000,
,1129201,,10000,0,0,10,40,21,0,0,0,10,11,13,0,1800,
,1129202,,10000,0,0,10,40,21,0,0,0,10,99,1129203,0,0,
,1129203,,6000,0,0,10,31,2,0,0,0,10,40,22,6,10000,
,1129301,,10000,0,0,10,40,21,0,0,0,10,11,13,0,2400,
,1129302,,10000,0,0,10,40,21,0,0,0,10,99,1129303,0,0,
,1129303,,8000,0,0,10,31,2,0,0,0,10,40,22,6,10000,
,1129401,,10000,0,0,10,40,21,0,0,0,10,11,13,0,3000,
,1129402,,10000,0,0,10,40,21,0,0,0,10,99,1129403,0,0,
,1129403,,10000,0,0,10,31,2,0,0,0,10,40,22,6,10000,
,1149101,,10000,0,1,10,51,0,0,0,0,10,21,104601,3,0,
,1149102,,10000,3,1,10,2,1,0,0,0,10,21,104601,3,0,
